cluster_id,cluster_pair_order,pair_id,family,validation_sample_id,validation_relative_path,validation_numeric_id,nearest_train_sample_id,nearest_train_relative_path,train_numeric_id,id_distance,pair_is_original_candidate_graph_edge,endpoints_in_same_reviewed_component,one_or_more_endpoint_in_reviewed_component,neither_endpoint_in_reviewed_component,validation_cdc_component_id,train_cdc_component_id,validation_reviewed_41_component_ids,train_reviewed_41_component_ids,exact_decoded_rgb_match,resized_rgb_mae,resized_rgb_absdiff_p95,diagnostic_rule,capture_order_claim,selection_basis,selection_rule
fpc_0020,4,fp_0173,nframe,nframe_01106,data/images/nframe_01106.npy,1106,nframe_01104,data/images/nframe_01104.npy,1104,2,no,no,yes,no,cdc_0515,cdc_0509,NA,tvcc_0015,no,3.660556,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,5,fp_0203,nframe,nframe_01101,data/images/nframe_01101.npy,1101,nframe_01104,data/images/nframe_01104.npy,1104,3,no,no,yes,no,cdc_0514,cdc_0509,tvcc_0016,tvcc_0015,no,4.035868,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,6,fp_0204,nframe,nframe_01107,data/images/nframe_01107.npy,1107,nframe_01104,data/images/nframe_01104.npy,1104,3,no,no,yes,no,cdc_0515,cdc_0509,NA,tvcc_0015,no,3.653785,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,7,fp_0224,nframe,nframe_01100,data/images/nframe_01100.npy,1100,nframe_01104,data/images/nframe_01104.npy,1104,4,no,no,yes,no,cdc_0514,cdc_0509,NA,tvcc_0015,no,4.032326,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,8,fp_0225,nframe,nframe_01108,data/images/nframe_01108.npy,1108,nframe_01104,data/images/nframe_01104.npy,1104,4,no,no,yes,no,NA,cdc_0509,NA,tvcc_0015,no,3.459618,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,9,fp_0242,nframe,nframe_01099,data/images/nframe_01099.npy,1099,nframe_01104,data/images/nframe_01104.npy,1104,5,no,no,yes,no,cdc_0514,cdc_0509,tvcc_0016,tvcc_0015,no,4.021493,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0020,10,fp_0243,nframe,nframe_01109,data/images/nframe_01109.npy,1109,nframe_01104,data/images/nframe_01104.npy,1104,5,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,3.123646,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0021,1,fp_0118,nframe,nframe_01118,data/images/nframe_01118.npy,1118,nframe_01119,data/images/nframe_01119.npy,1119,1,no,no,yes,no,NA,cdc_0509,NA,tvcc_0015,no,1.001892,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,2,fp_0174,nframe,nframe_01117,data/images/nframe_01117.npy,1117,nframe_01119,data/images/nframe_01119.npy,1119,2,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,1.366962,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,3,fp_0205,nframe,nframe_01116,data/images/nframe_01116.npy,1116,nframe_01119,data/images/nframe_01119.npy,1119,3,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,1.539514,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,4,fp_0226,nframe,nframe_01115,data/images/nframe_01115.npy,1115,nframe_01119,data/images/nframe_01119.npy,1119,4,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,1.642569,6.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,5,fp_0244,nframe,nframe_01114,data/images/nframe_01114.npy,1114,nframe_01119,data/images/nframe_01119.npy,1119,5,no,no,yes,no,NA,cdc_0509,NA,tvcc_0015,no,1.898229,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,6,fp_0261,nframe,nframe_01113,data/images/nframe_01113.npy,1113,nframe_01119,data/images/nframe_01119.npy,1119,6,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,2.057778,8.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0021,7,fp_0272,nframe,nframe_01112,data/images/nframe_01112.npy,1112,nframe_01119,data/images/nframe_01119.npy,1119,7,no,no,yes,no,cdc_0516,cdc_0509,NA,tvcc_0015,no,2.327917,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0022,1,fp_0119,nframe,nframe_01121,data/images/nframe_01121.npy,1121,nframe_01120,data/images/nframe_01120.npy,1120,1,no,no,yes,no,cdc_0517,cdc_0509,NA,tvcc_0015,no,0.907014,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0022,2,fp_0175,nframe,nframe_01122,data/images/nframe_01122.npy,1122,nframe_01120,data/images/nframe_01120.npy,1120,2,no,no,yes,no,NA,cdc_0509,NA,tvcc_0015,no,1.405521,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0022,3,fp_0206,nframe,nframe_01123,data/images/nframe_01123.npy,1123,nframe_01120,data/images/nframe_01120.npy,1120,3,no,no,yes,no,cdc_0517,cdc_0509,NA,tvcc_0015,no,1.825972,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0023,1,fp_0120,nframe,nframe_01125,data/images/nframe_01125.npy,1125,nframe_01126,data/images/nframe_01126.npy,1126,1,no,no,yes,no,cdc_0518,cdc_0509,NA,tvcc_0015,no,0.871927,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,2,fp_0121,nframe,nframe_01127,data/images/nframe_01127.npy,1127,nframe_01126,data/images/nframe_01126.npy,1126,1,no,no,yes,no,cdc_0519,cdc_0509,NA,tvcc_0015,no,1.376719,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,3,fp_0176,nframe,nframe_01124,data/images/nframe_01124.npy,1124,nframe_01126,data/images/nframe_01126.npy,1126,2,no,no,yes,no,cdc_0518,cdc_0509,NA,tvcc_0015,no,0.871927,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,4,fp_0177,nframe,nframe_01128,data/images/nframe_01128.npy,1128,nframe_01126,data/images/nframe_01126.npy,1126,2,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,1.634566,6.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,5,fp_0207,nframe,nframe_01129,data/images/nframe_01129.npy,1129,nframe_01126,data/images/nframe_01126.npy,1126,3,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.140851,8.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,6,fp_0227,nframe,nframe_01130,data/images/nframe_01130.npy,1130,nframe_01126,data/images/nframe_01126.npy,1126,4,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.377743,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,7,fp_0245,nframe,nframe_01131,data/images/nframe_01131.npy,1131,nframe_01126,data/images/nframe_01126.npy,1126,5,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.436111,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,8,fp_0262,nframe,nframe_01132,data/images/nframe_01132.npy,1132,nframe_01126,data/images/nframe_01126.npy,1126,6,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.443924,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,9,fp_0273,nframe,nframe_01133,data/images/nframe_01133.npy,1133,nframe_01126,data/images/nframe_01126.npy,1126,7,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.462674,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0023,10,fp_0282,nframe,nframe_01134,data/images/nframe_01134.npy,1134,nframe_01126,data/images/nframe_01126.npy,1126,8,no,no,yes,no,cdc_0519,cdc_0509,tvcc_0017,tvcc_0015,no,2.473507,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,1,fp_0122,nframe,nframe_01206,data/images/nframe_01206.npy,1206,nframe_01207,data/images/nframe_01207.npy,1207,1,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,1.237639,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,2,fp_0178,nframe,nframe_01205,data/images/nframe_01205.npy,1205,nframe_01207,data/images/nframe_01207.npy,1207,2,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.004132,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,3,fp_0208,nframe,nframe_01204,data/images/nframe_01204.npy,1204,nframe_01207,data/images/nframe_01207.npy,1207,3,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.405000,8.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,4,fp_0228,nframe,nframe_01203,data/images/nframe_01203.npy,1203,nframe_01207,data/images/nframe_01207.npy,1207,4,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.665729,9.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,5,fp_0246,nframe,nframe_01202,data/images/nframe_01202.npy,1202,nframe_01207,data/images/nframe_01207.npy,1207,5,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.812153,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,6,fp_0263,nframe,nframe_01201,data/images/nframe_01201.npy,1201,nframe_01207,data/images/nframe_01207.npy,1207,6,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,2.932205,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,7,fp_0274,nframe,nframe_01200,data/images/nframe_01200.npy,1200,nframe_01207,data/images/nframe_01207.npy,1207,7,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.072882,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,8,fp_0283,nframe,nframe_01199,data/images/nframe_01199.npy,1199,nframe_01207,data/images/nframe_01207.npy,1207,8,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.072882,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,9,fp_0290,nframe,nframe_01198,data/images/nframe_01198.npy,1198,nframe_01207,data/images/nframe_01207.npy,1207,9,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.162135,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0024,10,fp_0297,nframe,nframe_01197,data/images/nframe_01197.npy,1197,nframe_01207,data/images/nframe_01207.npy,1207,10,no,no,yes,no,cdc_0519,cdc_0521,tvcc_0017,NA,no,3.147847,11.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0025,1,fp_0123,nframe,nframe_01266,data/images/nframe_01266.npy,1266,nframe_01265,data/images/nframe_01265.npy,1265,1,no,no,yes,no,cdc_0531,cdc_0530,tvcc_0019,NA,no,1.021910,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0026,1,fp_0124,nframe,nframe_01267,data/images/nframe_01267.npy,1267,nframe_01268,data/images/nframe_01268.npy,1268,1,no,no,no,yes,cdc_0531,NA,NA,NA,no,0.489566,2.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0027,1,fp_0125,nframe,nframe_02449,data/images/nframe_02449.npy,2449,nframe_02450,data/images/nframe_02450.npy,2450,1,no,no,yes,no,cdc_0713,NA,tvcc_0022,NA,no,2.730521,14.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0027,2,fp_0179,nframe,nframe_02448,data/images/nframe_02448.npy,2448,nframe_02450,data/images/nframe_02450.npy,2450,2,no,no,yes,no,cdc_0712,NA,tvcc_0021,NA,no,4.106753,23.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0028,1,fp_0126,nframe,nframe_02528,data/images/nframe_02528.npy,2528,nframe_02527,data/images/nframe_02527.npy,2527,1,no,no,no,yes,cdc_0514,cdc_0727,NA,NA,no,0.765278,2.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,1,fp_0127,nframe,nframe_02529,data/images/nframe_02529.npy,2529,nframe_02530,data/images/nframe_02530.npy,2530,1,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,0.864514,2.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,2,fp_0128,nframe,nframe_02531,data/images/nframe_02531.npy,2531,nframe_02530,data/images/nframe_02530.npy,2530,1,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,1.151389,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,3,fp_0180,nframe,nframe_02532,data/images/nframe_02532.npy,2532,nframe_02530,data/images/nframe_02530.npy,2530,2,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,1.321754,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,4,fp_0209,nframe,nframe_02533,data/images/nframe_02533.npy,2533,nframe_02530,data/images/nframe_02530.npy,2530,3,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,1.397135,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,5,fp_0229,nframe,nframe_02534,data/images/nframe_02534.npy,2534,nframe_02530,data/images/nframe_02530.npy,2530,4,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,1.395104,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0029,6,fp_0247,nframe,nframe_02535,data/images/nframe_02535.npy,2535,nframe_02530,data/images/nframe_02530.npy,2530,5,no,no,yes,no,cdc_0514,NA,tvcc_0016,NA,no,1.413733,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0030,1,fp_0129,nframe,nframe_02540,data/images/nframe_02540.npy,2540,nframe_02541,data/images/nframe_02541.npy,2541,1,no,no,yes,no,cdc_0514,cdc_0728,tvcc_0016,NA,no,1.138715,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0030,2,fp_0181,nframe,nframe_02539,data/images/nframe_02539.npy,2539,nframe_02541,data/images/nframe_02541.npy,2541,2,no,no,yes,no,cdc_0514,cdc_0728,tvcc_0016,NA,no,1.820712,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0030,3,fp_0210,nframe,nframe_02538,data/images/nframe_02538.npy,2538,nframe_02541,data/images/nframe_02541.npy,2541,3,no,no,yes,no,cdc_0514,cdc_0728,tvcc_0016,NA,no,2.055260,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0030,4,fp_0230,nframe,nframe_02537,data/images/nframe_02537.npy,2537,nframe_02541,data/images/nframe_02541.npy,2541,4,no,no,yes,no,cdc_0514,cdc_0728,tvcc_0016,NA,no,2.142465,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0030,5,fp_0248,nframe,nframe_02536,data/images/nframe_02536.npy,2536,nframe_02541,data/images/nframe_02541.npy,2541,5,no,no,yes,no,cdc_0514,cdc_0728,tvcc_0016,NA,no,2.142465,7.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0031,1,fp_0130,nframe,nframe_02550,data/images/nframe_02550.npy,2550,nframe_02549,data/images/nframe_02549.npy,2549,1,no,no,no,yes,cdc_0520,cdc_0729,NA,NA,no,1.045052,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0031,2,fp_0182,nframe,nframe_02551,data/images/nframe_02551.npy,2551,nframe_02549,data/images/nframe_02549.npy,2549,2,no,no,no,yes,cdc_0520,cdc_0729,NA,NA,no,1.444045,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0031,3,fp_0211,nframe,nframe_02552,data/images/nframe_02552.npy,2552,nframe_02549,data/images/nframe_02549.npy,2549,3,no,no,yes,no,cdc_0520,cdc_0729,tvcc_0018,NA,no,1.523490,4.050000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0031,4,fp_0231,nframe,nframe_02553,data/images/nframe_02553.npy,2553,nframe_02549,data/images/nframe_02549.npy,2549,4,no,no,yes,no,cdc_0520,cdc_0729,tvcc_0018,NA,no,1.523490,4.050000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0031,5,fp_0249,nframe,nframe_02554,data/images/nframe_02554.npy,2554,nframe_02549,data/images/nframe_02549.npy,2549,5,no,no,no,yes,cdc_0520,cdc_0729,NA,NA,no,1.640035,5.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0032,1,fp_0131,nframe,nframe_02558,data/images/nframe_02558.npy,2558,nframe_02559,data/images/nframe_02559.npy,2559,1,no,no,no,yes,cdc_0520,NA,NA,NA,no,1.129323,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0032,2,fp_0183,nframe,nframe_02557,data/images/nframe_02557.npy,2557,nframe_02559,data/images/nframe_02559.npy,2559,2,no,no,no,yes,cdc_0520,NA,NA,NA,no,1.161111,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0032,3,fp_0212,nframe,nframe_02556,data/images/nframe_02556.npy,2556,nframe_02559,data/images/nframe_02559.npy,2559,3,no,no,no,yes,cdc_0520,NA,NA,NA,no,1.259410,3.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0032,4,fp_0232,nframe,nframe_02555,data/images/nframe_02555.npy,2555,nframe_02559,data/images/nframe_02559.npy,2559,4,no,no,no,yes,cdc_0520,NA,NA,NA,no,1.534045,4.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0033,1,fp_0132,nframe,nframe_02768,data/images/nframe_02768.npy,2768,nframe_02769,data/images/nframe_02769.npy,2769,1,no,no,yes,no,cdc_0762,cdc_0763,tvcc_0023,NA,no,3.702882,17.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0034,1,fp_0133,nframe,nframe_03331,data/images/nframe_03331.npy,3331,nframe_03332,data/images/nframe_03332.npy,3332,1,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,4.946267,18.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0035,1,fp_0134,nframe,nframe_03390,data/images/nframe_03390.npy,3390,nframe_03389,data/images/nframe_03389.npy,3389,1,no,no,no,yes,cdc_0803,cdc_0805,NA,NA,no,3.447378,10.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0035,2,fp_0184,nframe,nframe_03391,data/images/nframe_03391.npy,3391,nframe_03389,data/images/nframe_03389.npy,3389,2,no,no,yes,no,cdc_0803,cdc_0805,tvcc_0026,NA,no,6.401701,22.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0036,1,fp_0135,nframe,nframe_03393,data/images/nframe_03393.npy,3393,nframe_03394,data/images/nframe_03394.npy,3394,1,no,no,no,yes,cdc_0803,cdc_0806,NA,NA,no,4.745538,16.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0036,2,fp_0185,nframe,nframe_03392,data/images/nframe_03392.npy,3392,nframe_03394,data/images/nframe_03394.npy,3394,2,no,no,yes,no,cdc_0803,cdc_0806,tvcc_0024,NA,no,6.282604,23.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0037,1,fp_0136,nframe,nframe_03396,data/images/nframe_03396.npy,3396,nframe_03395,data/images/nframe_03395.npy,3395,1,no,no,no,yes,cdc_0803,cdc_0806,NA,NA,no,7.006233,25.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0038,1,fp_0137,nframe,nframe_03398,data/images/nframe_03398.npy,3398,nframe_03397,data/images/nframe_03397.npy,3397,1,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,7.995729,28.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0039,1,fp_0138,nframe,nframe_03400,data/images/nframe_03400.npy,3400,nframe_03399,data/images/nframe_03399.npy,3399,1,no,no,no,yes,cdc_0803,NA,NA,NA,no,4.565746,14.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0039,2,fp_0186,nframe,nframe_03401,data/images/nframe_03401.npy,3401,nframe_03399,data/images/nframe_03399.npy,3399,2,no,no,no,yes,cdc_0803,NA,NA,NA,no,4.565746,14.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0039,3,fp_0213,nframe,nframe_03402,data/images/nframe_03402.npy,3402,nframe_03399,data/images/nframe_03399.npy,3399,3,no,no,no,yes,cdc_0803,NA,NA,NA,no,8.502673,29.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0040,1,fp_0139,nframe,nframe_03405,data/images/nframe_03405.npy,3405,nframe_03406,data/images/nframe_03406.npy,3406,1,no,no,no,yes,cdc_0803,NA,NA,NA,no,7.995070,28.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0040,2,fp_0187,nframe,nframe_03404,data/images/nframe_03404.npy,3404,nframe_03406,data/images/nframe_03406.npy,3406,2,no,no,no,yes,cdc_0803,NA,NA,NA,no,12.232621,41.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0040,3,fp_0214,nframe,nframe_03403,data/images/nframe_03403.npy,3403,nframe_03406,data/images/nframe_03406.npy,3406,3,no,no,no,yes,cdc_0803,NA,NA,NA,no,16.320799,54.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0041,1,fp_0140,nframe,nframe_03410,data/images/nframe_03410.npy,3410,nframe_03409,data/images/nframe_03409.npy,3409,1,no,no,no,yes,cdc_0803,cdc_0807,NA,NA,no,8.035330,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0041,2,fp_0188,nframe,nframe_03411,data/images/nframe_03411.npy,3411,nframe_03409,data/images/nframe_03409.npy,3409,2,no,no,yes,no,cdc_0803,cdc_0807,tvcc_0024,NA,no,8.964687,35.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0042,1,fp_0141,nframe,nframe_03412,data/images/nframe_03412.npy,3412,nframe_03413,data/images/nframe_03413.npy,3413,1,no,no,no,yes,cdc_0803,NA,NA,NA,no,5.969306,22.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,all pairs selected because cluster pair_count <= 10
fpc_0043,1,fp_0142,nframe,nframe_03421,data/images/nframe_03421.npy,3421,nframe_03420,data/images/nframe_03420.npy,3420,1,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,7.709566,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0043,2,fp_0189,nframe,nframe_03422,data/images/nframe_03422.npy,3422,nframe_03420,data/images/nframe_03420.npy,3420,2,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,7.762431,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
fpc_0043,3,fp_0215,nframe,nframe_03423,data/images/nframe_03423.npy,3423,nframe_03420,data/images/nframe_03420.npy,3420,3,no,no,yes,no,cdc_0803,NA,tvcc_0024,NA,no,8.002431,30.000000,same-family nearest train ID distance <= 16,not_claimed,family numeric ID distance only,first 10 pairs by ascending ID distance and lexical pair ID
