sample_id,relative_path,v39_partition,v40_partition,moved_relative_to_v39,gt_box_count,v40_component_id,original_component_id
frame_01709,data/images/frame_01709.npy,TRAIN,TRAIN,no,3,v40c_00964,orig_singleton_frame_01709
frame_01710,data/images/frame_01710.npy,TRAIN,TRAIN,no,5,v40c_00965,orig_singleton_frame_01710
frame_01711,data/images/frame_01711.npy,TRAIN,TRAIN,no,5,v40c_00966,orig_rule_01007
frame_01712,data/images/frame_01712.npy,TRAIN,TRAIN,no,5,v40c_00966,orig_rule_01007
frame_01713,data/images/frame_01713.npy,TRAIN,TRAIN,no,5,v40c_00966,orig_rule_01007
frame_01714,data/images/frame_01714.npy,TRAIN,TRAIN,no,5,v40c_00966,orig_rule_01007
frame_01715,data/images/frame_01715.npy,TRAIN,TRAIN,no,5,v40c_00967,orig_singleton_frame_01715
frame_01716,data/images/frame_01716.npy,TRAIN,TRAIN,no,5,v40c_00968,orig_rule_01009
frame_01717,data/images/frame_01717.npy,TRAIN,TRAIN,no,5,v40c_00968,orig_rule_01009
frame_01718,data/images/frame_01718.npy,TRAIN,TRAIN,no,5,v40c_00968,orig_rule_01009
frame_01719,data/images/frame_01719.npy,TRAIN,TRAIN,no,5,v40c_00968,orig_rule_01009
frame_01720,data/images/frame_01720.npy,TRAIN,TRAIN,no,5,v40c_00969,orig_singleton_frame_01720
frame_01721,data/images/frame_01721.npy,TRAIN,TRAIN,no,5,v40c_00970,orig_singleton_frame_01721
frame_01722,data/images/frame_01722.npy,TRAIN,TRAIN,no,3,v40c_00971,orig_singleton_frame_01722
frame_01723,data/images/frame_01723.npy,TRAIN,TRAIN,no,3,v40c_00972,orig_singleton_frame_01723
frame_01724,data/images/frame_01724.npy,TRAIN,TRAIN,no,3,v40c_00973,orig_singleton_frame_01724
frame_01725,data/images/frame_01725.npy,TRAIN,TRAIN,no,3,v40c_00974,orig_rule_01015
frame_01726,data/images/frame_01726.npy,TRAIN,TRAIN,no,3,v40c_00974,orig_rule_01015
frame_01727,data/images/frame_01727.npy,TRAIN,TRAIN,no,3,v40c_00975,orig_singleton_frame_01727
frame_01728,data/images/frame_01728.npy,TRAIN,TRAIN,no,3,v40c_00976,orig_singleton_frame_01728
frame_01729,data/images/frame_01729.npy,TRAIN,TRAIN,no,3,v40c_00977,orig_rule_01018
frame_01730,data/images/frame_01730.npy,TRAIN,TRAIN,no,2,v40c_00977,orig_rule_01018
frame_01731,data/images/frame_01731.npy,TRAIN,TRAIN,no,3,v40c_00978,orig_rule_01019
frame_01732,data/images/frame_01732.npy,TRAIN,TRAIN,no,3,v40c_00979,orig_singleton_frame_01732
frame_01733,data/images/frame_01733.npy,TRAIN,TRAIN,no,3,v40c_00978,orig_rule_01019
frame_01734,data/images/frame_01734.npy,TRAIN,TRAIN,no,3,v40c_00980,orig_rule_01021
frame_01735,data/images/frame_01735.npy,TRAIN,TRAIN,no,3,v40c_00980,orig_rule_01021
frame_01736,data/images/frame_01736.npy,TRAIN,TRAIN,no,3,v40c_00980,orig_rule_01021
frame_01737,data/images/frame_01737.npy,TRAIN,TRAIN,no,3,v40c_00980,orig_rule_01021
frame_01738,data/images/frame_01738.npy,TRAIN,TRAIN,no,3,v40c_00981,orig_singleton_frame_01738
frame_01739,data/images/frame_01739.npy,TRAIN,TRAIN,no,3,v40c_00982,orig_singleton_frame_01739
frame_01740,data/images/frame_01740.npy,TRAIN,TRAIN,no,3,v40c_00983,orig_rule_01024
frame_01741,data/images/frame_01741.npy,TRAIN,TRAIN,no,3,v40c_00984,orig_singleton_frame_01741
frame_01742,data/images/frame_01742.npy,TRAIN,TRAIN,no,2,v40c_00983,orig_rule_01024
frame_01743,data/images/frame_01743.npy,TRAIN,TRAIN,no,3,v40c_00983,orig_rule_01024
frame_01744,data/images/frame_01744.npy,TRAIN,TRAIN,no,4,v40c_00985,orig_singleton_frame_01744
frame_01745,data/images/frame_01745.npy,TRAIN,TRAIN,no,3,v40c_00983,orig_rule_01024
frame_01746,data/images/frame_01746.npy,TRAIN,TRAIN,no,3,v40c_00986,orig_singleton_frame_01746
frame_01747,data/images/frame_01747.npy,TRAIN,TRAIN,no,3,v40c_00987,orig_singleton_frame_01747
frame_01748,data/images/frame_01748.npy,TRAIN,TRAIN,no,3,v40c_00988,orig_singleton_frame_01748
frame_01749,data/images/frame_01749.npy,TRAIN,TRAIN,no,3,v40c_00989,orig_singleton_frame_01749
frame_01750,data/images/frame_01750.npy,TRAIN,TRAIN,no,3,v40c_00990,orig_rule_01031
frame_01751,data/images/frame_01751.npy,TRAIN,TRAIN,no,3,v40c_00990,orig_rule_01031
frame_01752,data/images/frame_01752.npy,TRAIN,TRAIN,no,3,v40c_00990,orig_rule_01031
frame_01753,data/images/frame_01753.npy,TRAIN,TRAIN,no,3,v40c_00991,orig_singleton_frame_01753
frame_01754,data/images/frame_01754.npy,TRAIN,TRAIN,no,3,v40c_00992,orig_singleton_frame_01754
frame_01755,data/images/frame_01755.npy,TRAIN,TRAIN,no,2,v40c_00993,orig_singleton_frame_01755
frame_01756,data/images/frame_01756.npy,TRAIN,TRAIN,no,2,v40c_00994,orig_rule_01035
frame_01757,data/images/frame_01757.npy,TRAIN,TRAIN,no,2,v40c_00994,orig_rule_01035
frame_01758,data/images/frame_01758.npy,TRAIN,TRAIN,no,2,v40c_00995,orig_singleton_frame_01758
frame_01759,data/images/frame_01759.npy,TRAIN,TRAIN,no,2,v40c_00996,orig_singleton_frame_01759
frame_01760,data/images/frame_01760.npy,TRAIN,TRAIN,no,1,v40c_00997,orig_singleton_frame_01760
frame_01761,data/images/frame_01761.npy,TRAIN,TRAIN,no,1,v40c_00998,orig_singleton_frame_01761
frame_01762,data/images/frame_01762.npy,TRAIN,TRAIN,no,0,v40c_00999,orig_rule_01040
frame_01763,data/images/frame_01763.npy,TRAIN,TRAIN,no,0,v40c_00999,orig_rule_01040
frame_01764,data/images/frame_01764.npy,TRAIN,TRAIN,no,1,v40c_00999,orig_rule_01040
frame_01765,data/images/frame_01765.npy,TRAIN,TRAIN,no,0,v40c_00999,orig_rule_01040
frame_01766,data/images/frame_01766.npy,TRAIN,TRAIN,no,0,v40c_00999,orig_rule_01040
frame_01767,data/images/frame_01767.npy,TRAIN,TRAIN,no,0,v40c_00999,orig_rule_01040
frame_01768,data/images/frame_01768.npy,TRAIN,TRAIN,no,0,v40c_01000,orig_singleton_frame_01768
frame_01769,data/images/frame_01769.npy,TRAIN,TRAIN,no,0,v40c_01001,orig_singleton_frame_01769
frame_01770,data/images/frame_01770.npy,TRAIN,TRAIN,no,0,v40c_01002,orig_singleton_frame_01770
frame_01771,data/images/frame_01771.npy,TRAIN,TRAIN,no,0,v40c_01003,orig_singleton_frame_01771
frame_01772,data/images/frame_01772.npy,TRAIN,TRAIN,no,0,v40c_01004,orig_singleton_frame_01772
frame_01773,data/images/frame_01773.npy,TRAIN,TRAIN,no,0,v40c_01005,orig_singleton_frame_01773
frame_01774,data/images/frame_01774.npy,TRAIN,TRAIN,no,0,v40c_01006,orig_rule_01047
frame_01775,data/images/frame_01775.npy,TRAIN,TRAIN,no,0,v40c_01006,orig_rule_01047
frame_01776,data/images/frame_01776.npy,TRAIN,TRAIN,no,0,v40c_01006,orig_rule_01047
frame_01777,data/images/frame_01777.npy,TRAIN,TRAIN,no,0,v40c_01006,orig_rule_01047
frame_01778,data/images/frame_01778.npy,TRAIN,TRAIN,no,0,v40c_01007,orig_singleton_frame_01778
frame_01779,data/images/frame_01779.npy,TRAIN,TRAIN,no,0,v40c_01008,orig_singleton_frame_01779
frame_01780,data/images/frame_01780.npy,TRAIN,TRAIN,no,0,v40c_01009,orig_singleton_frame_01780
frame_01781,data/images/frame_01781.npy,TRAIN,TRAIN,no,0,v40c_01010,orig_singleton_frame_01781
frame_01782,data/images/frame_01782.npy,TRAIN,TRAIN,no,0,v40c_01011,orig_singleton_frame_01782
frame_01783,data/images/frame_01783.npy,TRAIN,TRAIN,no,0,v40c_01012,orig_rule_01053
frame_01784,data/images/frame_01784.npy,TRAIN,TRAIN,no,0,v40c_01012,orig_rule_01053
frame_01785,data/images/frame_01785.npy,TRAIN,TRAIN,no,0,v40c_01012,orig_rule_01053
frame_01786,data/images/frame_01786.npy,TRAIN,TRAIN,no,0,v40c_01012,orig_rule_01053
frame_01787,data/images/frame_01787.npy,TRAIN,TRAIN,no,1,v40c_01013,orig_singleton_frame_01787
frame_01788,data/images/frame_01788.npy,TRAIN,TRAIN,no,1,v40c_01014,orig_singleton_frame_01788
frame_01789,data/images/frame_01789.npy,TRAIN,TRAIN,no,1,v40c_01015,orig_rule_01056
frame_01790,data/images/frame_01790.npy,TRAIN,TRAIN,no,1,v40c_01015,orig_rule_01056
frame_01791,data/images/frame_01791.npy,TRAIN,TRAIN,no,1,v40c_01015,orig_rule_01056
frame_01792,data/images/frame_01792.npy,TRAIN,TRAIN,no,1,v40c_01015,orig_rule_01056
frame_01793,data/images/frame_01793.npy,TRAIN,TRAIN,no,1,v40c_01016,orig_singleton_frame_01793
frame_01794,data/images/frame_01794.npy,TRAIN,TRAIN,no,1,v40c_01017,orig_singleton_frame_01794
frame_01795,data/images/frame_01795.npy,TRAIN,TRAIN,no,1,v40c_01018,orig_singleton_frame_01795
frame_01796,data/images/frame_01796.npy,TRAIN,TRAIN,no,1,v40c_01019,orig_singleton_frame_01796
frame_01797,data/images/frame_01797.npy,TRAIN,TRAIN,no,1,v40c_01020,orig_rule_01061
frame_01798,data/images/frame_01798.npy,TRAIN,TRAIN,no,1,v40c_01020,orig_rule_01061
frame_01799,data/images/frame_01799.npy,TRAIN,TRAIN,no,1,v40c_01020,orig_rule_01061
frame_01800,data/images/frame_01800.npy,TRAIN,TRAIN,no,1,v40c_01020,orig_rule_01061
frame_01801,data/images/frame_01801.npy,TRAIN,TRAIN,no,1,v40c_01020,orig_rule_01061
frame_01802,data/images/frame_01802.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01803,data/images/frame_01803.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01804,data/images/frame_01804.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01805,data/images/frame_01805.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01806,data/images/frame_01806.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01807,data/images/frame_01807.npy,TRAIN,TRAIN,no,1,v40c_01021,orig_rule_01062
frame_01808,data/images/frame_01808.npy,TRAIN,TRAIN,no,1,v40c_01022,orig_singleton_frame_01808
frame_01809,data/images/frame_01809.npy,TRAIN,TRAIN,no,1,v40c_01023,orig_rule_01064
frame_01810,data/images/frame_01810.npy,TRAIN,TRAIN,no,1,v40c_01023,orig_rule_01064
frame_01811,data/images/frame_01811.npy,TRAIN,TRAIN,no,1,v40c_01024,orig_singleton_frame_01811
frame_01812,data/images/frame_01812.npy,TRAIN,TRAIN,no,1,v40c_01025,orig_singleton_frame_01812
frame_01813,data/images/frame_01813.npy,TRAIN,TRAIN,no,1,v40c_01026,orig_singleton_frame_01813
frame_01814,data/images/frame_01814.npy,TRAIN,TRAIN,no,1,v40c_01027,orig_singleton_frame_01814
frame_01815,data/images/frame_01815.npy,TRAIN,TRAIN,no,1,v40c_01028,orig_singleton_frame_01815
frame_01816,data/images/frame_01816.npy,TRAIN,TRAIN,no,1,v40c_01029,orig_rule_01070
frame_01817,data/images/frame_01817.npy,TRAIN,TRAIN,no,1,v40c_01029,orig_rule_01070
frame_01818,data/images/frame_01818.npy,TRAIN,TRAIN,no,1,v40c_01030,orig_singleton_frame_01818
frame_01819,data/images/frame_01819.npy,TRAIN,TRAIN,no,1,v40c_01031,orig_rule_01072
frame_01820,data/images/frame_01820.npy,TRAIN,TRAIN,no,1,v40c_01031,orig_rule_01072
frame_01821,data/images/frame_01821.npy,TRAIN,TRAIN,no,1,v40c_01031,orig_rule_01072
frame_01822,data/images/frame_01822.npy,TRAIN,TRAIN,no,1,v40c_01032,orig_rule_01073
frame_01823,data/images/frame_01823.npy,TRAIN,TRAIN,no,1,v40c_01032,orig_rule_01073
frame_01824,data/images/frame_01824.npy,TRAIN,TRAIN,no,1,v40c_01033,orig_rule_01074
frame_01825,data/images/frame_01825.npy,TRAIN,TRAIN,no,1,v40c_01033,orig_rule_01074
frame_01826,data/images/frame_01826.npy,TRAIN,TRAIN,no,1,v40c_01033,orig_rule_01074
frame_01827,data/images/frame_01827.npy,TRAIN,TRAIN,no,1,v40c_01033,orig_rule_01074
frame_01828,data/images/frame_01828.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01829,data/images/frame_01829.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01830,data/images/frame_01830.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01831,data/images/frame_01831.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01832,data/images/frame_01832.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01833,data/images/frame_01833.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01834,data/images/frame_01834.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01835,data/images/frame_01835.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01836,data/images/frame_01836.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01837,data/images/frame_01837.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01838,data/images/frame_01838.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01839,data/images/frame_01839.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01840,data/images/frame_01840.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01841,data/images/frame_01841.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01842,data/images/frame_01842.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01843,data/images/frame_01843.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01844,data/images/frame_01844.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01845,data/images/frame_01845.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01846,data/images/frame_01846.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01847,data/images/frame_01847.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01848,data/images/frame_01848.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01849,data/images/frame_01849.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01850,data/images/frame_01850.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01851,data/images/frame_01851.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01852,data/images/frame_01852.npy,TRAIN,TRAIN,no,1,v40c_01034,orig_rule_01075
frame_01853,data/images/frame_01853.npy,TRAIN,TRAIN,no,1,v40c_01035,orig_singleton_frame_01853
frame_01854,data/images/frame_01854.npy,TRAIN,TRAIN,no,1,v40c_01036,orig_rule_01077
frame_01855,data/images/frame_01855.npy,TRAIN,TRAIN,no,1,v40c_01036,orig_rule_01077
frame_01856,data/images/frame_01856.npy,TRAIN,TRAIN,no,1,v40c_01036,orig_rule_01077
frame_01857,data/images/frame_01857.npy,TRAIN,TRAIN,no,1,v40c_01036,orig_rule_01077
frame_01858,data/images/frame_01858.npy,TRAIN,TRAIN,no,1,v40c_01037,orig_singleton_frame_01858
frame_01859,data/images/frame_01859.npy,TRAIN,TRAIN,no,1,v40c_01038,orig_singleton_frame_01859
frame_01860,data/images/frame_01860.npy,TRAIN,TRAIN,no,1,v40c_01039,orig_singleton_frame_01860
frame_01861,data/images/frame_01861.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01862,data/images/frame_01862.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01863,data/images/frame_01863.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01864,data/images/frame_01864.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01865,data/images/frame_01865.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01866,data/images/frame_01866.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01867,data/images/frame_01867.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01868,data/images/frame_01868.npy,TRAIN,TRAIN,no,1,v40c_01040,orig_rule_01081
frame_01869,data/images/frame_01869.npy,TRAIN,TRAIN,no,1,v40c_01041,orig_singleton_frame_01869
frame_01870,data/images/frame_01870.npy,TRAIN,TRAIN,no,1,v40c_01042,orig_singleton_frame_01870
frame_01871,data/images/frame_01871.npy,TRAIN,TRAIN,no,1,v40c_01043,orig_singleton_frame_01871
frame_01872,data/images/frame_01872.npy,TRAIN,TRAIN,no,1,v40c_01044,orig_rule_01085
frame_01873,data/images/frame_01873.npy,TRAIN,TRAIN,no,1,v40c_01044,orig_rule_01085
frame_01874,data/images/frame_01874.npy,TRAIN,TRAIN,no,1,v40c_01045,orig_singleton_frame_01874
frame_01875,data/images/frame_01875.npy,TRAIN,TRAIN,no,1,v40c_01046,orig_singleton_frame_01875
frame_01876,data/images/frame_01876.npy,TRAIN,TRAIN,no,0,v40c_01047,orig_singleton_frame_01876
frame_01877,data/images/frame_01877.npy,TRAIN,TRAIN,no,1,v40c_01048,orig_singleton_frame_01877
frame_01878,data/images/frame_01878.npy,TRAIN,TRAIN,no,0,v40c_01049,orig_singleton_frame_01878
frame_01879,data/images/frame_01879.npy,TRAIN,TRAIN,no,0,v40c_01050,orig_rule_01091
frame_01880,data/images/frame_01880.npy,TRAIN,TRAIN,no,0,v40c_01051,orig_rule_01092
frame_01881,data/images/frame_01881.npy,TRAIN,TRAIN,no,0,v40c_01051,orig_rule_01092
frame_01882,data/images/frame_01882.npy,TRAIN,TRAIN,no,0,v40c_01050,orig_rule_01091
frame_01883,data/images/frame_01883.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01884,data/images/frame_01884.npy,TRAIN,TRAIN,no,0,v40c_01053,orig_singleton_frame_01884
frame_01885,data/images/frame_01885.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01886,data/images/frame_01886.npy,TRAIN,TRAIN,no,0,v40c_01054,orig_singleton_frame_01886
frame_01887,data/images/frame_01887.npy,TRAIN,TRAIN,no,0,v40c_01055,orig_singleton_frame_01887
frame_01888,data/images/frame_01888.npy,TRAIN,TRAIN,no,0,v40c_01056,orig_singleton_frame_01888
frame_01889,data/images/frame_01889.npy,TRAIN,TRAIN,no,0,v40c_01057,orig_rule_01098
frame_01890,data/images/frame_01890.npy,TRAIN,TRAIN,no,0,v40c_01057,orig_rule_01098
frame_01891,data/images/frame_01891.npy,TRAIN,TRAIN,no,0,v40c_01058,orig_singleton_frame_01891
frame_01892,data/images/frame_01892.npy,TRAIN,TRAIN,no,0,v40c_01059,orig_rule_01100
frame_01893,data/images/frame_01893.npy,TRAIN,TRAIN,no,0,v40c_01059,orig_rule_01100
frame_01894,data/images/frame_01894.npy,TRAIN,TRAIN,no,0,v40c_01059,orig_rule_01100
frame_01895,data/images/frame_01895.npy,TRAIN,TRAIN,no,0,v40c_01059,orig_rule_01100
frame_01896,data/images/frame_01896.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01897,data/images/frame_01897.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01898,data/images/frame_01898.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01899,data/images/frame_01899.npy,TRAIN,TRAIN,no,0,v40c_01052,orig_rule_01093
frame_01900,data/images/frame_01900.npy,TRAIN,TRAIN,no,0,v40c_01060,orig_rule_01101
frame_01901,data/images/frame_01901.npy,TRAIN,TRAIN,no,0,v40c_01061,orig_singleton_frame_01901
frame_01902,data/images/frame_01902.npy,TRAIN,TRAIN,no,0,v40c_01060,orig_rule_01101
frame_01903,data/images/frame_01903.npy,TRAIN,TRAIN,no,0,v40c_01062,orig_singleton_frame_01903
frame_01920,data/images/frame_01920.npy,VALIDATION,VALIDATION,no,0,v40c_01063,orig_singleton_frame_01920
frame_01921,data/images/frame_01921.npy,VALIDATION,VALIDATION,no,0,v40c_01064,orig_singleton_frame_01921
frame_01922,data/images/frame_01922.npy,VALIDATION,VALIDATION,no,0,v40c_01065,orig_singleton_frame_01922
frame_01923,data/images/frame_01923.npy,VALIDATION,VALIDATION,no,0,v40c_01066,orig_singleton_frame_01923
frame_01924,data/images/frame_01924.npy,VALIDATION,VALIDATION,no,0,v40c_01067,orig_singleton_frame_01924
frame_01925,data/images/frame_01925.npy,VALIDATION,VALIDATION,no,0,v40c_01068,orig_singleton_frame_01925
frame_01926,data/images/frame_01926.npy,VALIDATION,VALIDATION,no,0,v40c_01069,orig_singleton_frame_01926
frame_01927,data/images/frame_01927.npy,VALIDATION,VALIDATION,no,0,v40c_01070,orig_singleton_frame_01927
frame_01928,data/images/frame_01928.npy,VALIDATION,VALIDATION,no,0,v40c_01071,orig_singleton_frame_01928
frame_01929,data/images/frame_01929.npy,VALIDATION,VALIDATION,no,0,v40c_01072,orig_singleton_frame_01929
frame_01930,data/images/frame_01930.npy,VALIDATION,VALIDATION,no,0,v40c_01073,orig_singleton_frame_01930
frame_01931,data/images/frame_01931.npy,VALIDATION,VALIDATION,no,0,v40c_01074,orig_rule_01115
frame_01932,data/images/frame_01932.npy,VALIDATION,VALIDATION,no,0,v40c_01074,orig_rule_01115
frame_01933,data/images/frame_01933.npy,VALIDATION,VALIDATION,no,0,v40c_01074,orig_rule_01115
frame_01934,data/images/frame_01934.npy,VALIDATION,VALIDATION,no,0,v40c_01075,orig_singleton_frame_01934
frame_01935,data/images/frame_01935.npy,VALIDATION,VALIDATION,no,0,v40c_01076,orig_rule_01117
frame_01936,data/images/frame_01936.npy,VALIDATION,VALIDATION,no,0,v40c_01076,orig_rule_01117
frame_01937,data/images/frame_01937.npy,VALIDATION,VALIDATION,no,0,v40c_01077,orig_singleton_frame_01937
frame_01938,data/images/frame_01938.npy,VALIDATION,VALIDATION,no,0,v40c_01078,orig_singleton_frame_01938
frame_01939,data/images/frame_01939.npy,VALIDATION,VALIDATION,no,0,v40c_01079,orig_singleton_frame_01939
frame_01940,data/images/frame_01940.npy,VALIDATION,VALIDATION,no,0,v40c_01080,orig_rule_01121
frame_01941,data/images/frame_01941.npy,VALIDATION,VALIDATION,no,0,v40c_01080,orig_rule_01121
frame_01942,data/images/frame_01942.npy,VALIDATION,VALIDATION,no,0,v40c_01080,orig_rule_01121
frame_01943,data/images/frame_01943.npy,VALIDATION,VALIDATION,no,0,v40c_01081,orig_singleton_frame_01943
frame_01944,data/images/frame_01944.npy,VALIDATION,VALIDATION,no,0,v40c_01082,orig_singleton_frame_01944
frame_01945,data/images/frame_01945.npy,VALIDATION,VALIDATION,no,0,v40c_01083,orig_singleton_frame_01945
frame_01946,data/images/frame_01946.npy,VALIDATION,VALIDATION,no,0,v40c_01084,orig_rule_01125
frame_01947,data/images/frame_01947.npy,VALIDATION,VALIDATION,no,0,v40c_01084,orig_rule_01125
frame_01948,data/images/frame_01948.npy,VALIDATION,VALIDATION,no,0,v40c_01084,orig_rule_01125
frame_01949,data/images/frame_01949.npy,VALIDATION,VALIDATION,no,1,v40c_01085,orig_singleton_frame_01949
frame_01950,data/images/frame_01950.npy,VALIDATION,VALIDATION,no,0,v40c_01086,orig_singleton_frame_01950
frame_01951,data/images/frame_01951.npy,VALIDATION,VALIDATION,no,0,v40c_01087,orig_singleton_frame_01951
frame_01952,data/images/frame_01952.npy,VALIDATION,VALIDATION,no,1,v40c_01088,orig_singleton_frame_01952
frame_01953,data/images/frame_01953.npy,VALIDATION,VALIDATION,no,1,v40c_01089,orig_singleton_frame_01953
frame_01954,data/images/frame_01954.npy,VALIDATION,VALIDATION,no,1,v40c_01090,orig_singleton_frame_01954
frame_01955,data/images/frame_01955.npy,VALIDATION,VALIDATION,no,1,v40c_01091,orig_singleton_frame_01955
frame_01956,data/images/frame_01956.npy,VALIDATION,VALIDATION,no,1,v40c_01092,orig_singleton_frame_01956
frame_01957,data/images/frame_01957.npy,VALIDATION,VALIDATION,no,1,v40c_01093,orig_singleton_frame_01957
frame_01958,data/images/frame_01958.npy,VALIDATION,VALIDATION,no,1,v40c_01094,orig_singleton_frame_01958
frame_01959,data/images/frame_01959.npy,VALIDATION,VALIDATION,no,1,v40c_01095,orig_singleton_frame_01959
frame_01960,data/images/frame_01960.npy,VALIDATION,VALIDATION,no,1,v40c_01096,orig_rule_01137
frame_01961,data/images/frame_01961.npy,VALIDATION,VALIDATION,no,1,v40c_01096,orig_rule_01137
frame_01962,data/images/frame_01962.npy,VALIDATION,VALIDATION,no,1,v40c_01096,orig_rule_01137
frame_01963,data/images/frame_01963.npy,VALIDATION,VALIDATION,no,1,v40c_01097,orig_singleton_frame_01963
frame_01964,data/images/frame_01964.npy,VALIDATION,VALIDATION,no,1,v40c_01098,orig_singleton_frame_01964
frame_01965,data/images/frame_01965.npy,VALIDATION,VALIDATION,no,1,v40c_01099,orig_rule_01140
frame_01966,data/images/frame_01966.npy,VALIDATION,VALIDATION,no,1,v40c_01099,orig_rule_01140
frame_01967,data/images/frame_01967.npy,VALIDATION,VALIDATION,no,1,v40c_01100,orig_rule_01141
frame_01968,data/images/frame_01968.npy,VALIDATION,VALIDATION,no,1,v40c_01101,orig_singleton_frame_01968
frame_01969,data/images/frame_01969.npy,VALIDATION,VALIDATION,no,1,v40c_01100,orig_rule_01141
frame_01970,data/images/frame_01970.npy,VALIDATION,VALIDATION,no,1,v40c_01102,orig_singleton_frame_01970
frame_01971,data/images/frame_01971.npy,VALIDATION,VALIDATION,no,1,v40c_01103,orig_singleton_frame_01971
frame_01972,data/images/frame_01972.npy,VALIDATION,VALIDATION,no,1,v40c_01104,orig_rule_01145
frame_01973,data/images/frame_01973.npy,VALIDATION,VALIDATION,no,1,v40c_01104,orig_rule_01145
frame_01974,data/images/frame_01974.npy,VALIDATION,VALIDATION,no,2,v40c_01105,orig_singleton_frame_01974
frame_01975,data/images/frame_01975.npy,VALIDATION,VALIDATION,no,2,v40c_01106,orig_singleton_frame_01975
frame_01976,data/images/frame_01976.npy,VALIDATION,VALIDATION,no,2,v40c_01107,orig_singleton_frame_01976
frame_01977,data/images/frame_01977.npy,VALIDATION,VALIDATION,no,2,v40c_01108,orig_singleton_frame_01977
frame_01978,data/images/frame_01978.npy,VALIDATION,VALIDATION,no,2,v40c_01109,orig_rule_01150
frame_01979,data/images/frame_01979.npy,VALIDATION,VALIDATION,no,2,v40c_01109,orig_rule_01150
frame_01980,data/images/frame_01980.npy,VALIDATION,VALIDATION,no,2,v40c_01110,orig_singleton_frame_01980
frame_01981,data/images/frame_01981.npy,VALIDATION,VALIDATION,no,2,v40c_01111,orig_singleton_frame_01981
frame_01982,data/images/frame_01982.npy,VALIDATION,VALIDATION,no,2,v40c_01112,orig_rule_01153
frame_01983,data/images/frame_01983.npy,VALIDATION,VALIDATION,no,2,v40c_01112,orig_rule_01153
frame_02000,data/images/frame_02000.npy,TRAIN,TRAIN,no,3,v40c_01113,orig_rule_01154
frame_02001,data/images/frame_02001.npy,TRAIN,TRAIN,no,3,v40c_01113,orig_rule_01154
frame_02002,data/images/frame_02002.npy,TRAIN,TRAIN,no,3,v40c_01113,orig_rule_01154
