sample_id_a,sample_id_b,sources,proxy_group_id,outer_fold
nframe_07916,nframe_07917,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07918,nframe_07919,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07926,nframe_07927,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07929,nframe_07930,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07932,nframe_07933,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07956,nframe_07957,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07963,nframe_07964,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07970,nframe_07971,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07973,nframe_07974,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08007,nframe_08008,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08017,nframe_08018,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08027,nframe_08028,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08048,nframe_08049,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08052,nframe_08053,exact_decoded_rgb_sha256,V86PG0032,2
nframe_08191,nframe_08192,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08195,nframe_08196,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08203,nframe_08204,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08205,nframe_08206,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08210,nframe_08211,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08215,nframe_08216,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08218,nframe_08219,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08237,nframe_08238,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08247,nframe_08248,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08251,nframe_08252,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08262,nframe_08263,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08264,nframe_08265,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08274,nframe_08275,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08290,nframe_08291,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08295,nframe_08296,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08297,nframe_08298,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08300,nframe_08301,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08302,nframe_08303,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08336,nframe_08337,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08354,nframe_08355,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08356,nframe_08357,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08361,nframe_08362,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08389,nframe_08390,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08398,nframe_08399,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08407,nframe_08408,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08410,nframe_08411,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08413,nframe_08414,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08434,nframe_08435,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08450,nframe_08451,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08460,nframe_08461,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08476,nframe_08477,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08487,nframe_08488,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08512,nframe_08513,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08522,nframe_08523,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08529,nframe_08530,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08535,nframe_08536,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08537,nframe_08538,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08559,nframe_08560,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08569,nframe_08570,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08571,nframe_08572,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08583,nframe_08584,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08588,nframe_08589,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08619,nframe_08620,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08628,nframe_08629,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08637,nframe_08638,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08669,nframe_08670,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08674,nframe_08675,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08677,nframe_08678,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08690,nframe_08691,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08697,nframe_08698,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08709,nframe_08710,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08731,nframe_08732,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08737,nframe_08738,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08753,nframe_08754,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08761,nframe_08762,exact_decoded_rgb_sha256,V86PG0033,4
nframe_08884,nframe_08885,exact_decoded_rgb_sha256,V86PG0036,2
nframe_08898,nframe_08899,exact_decoded_rgb_sha256,V86PG0036,2
nframe_08906,nframe_08907,exact_decoded_rgb_sha256,V86PG0036,2
nframe_08914,nframe_08915,exact_decoded_rgb_sha256,V86PG0036,2
nframe_08921,nframe_08922,exact_decoded_rgb_sha256,V86PG0036,2
nframe_09007,nframe_09008,exact_decoded_rgb_sha256,V86PG0036,2
nframe_09034,nframe_09035,exact_decoded_rgb_sha256,V86PG0036,2
nframe_09053,nframe_09054,exact_decoded_rgb_sha256,V86PG0036,2
nframe_09128,nframe_09129,exact_decoded_rgb_sha256,V86PG0037,2
nframe_09131,nframe_09132,exact_decoded_rgb_sha256,V86PG0037,2
nframe_09141,nframe_09142,exact_decoded_rgb_sha256,V86PG0037,2
nframe_09182,nframe_09183,exact_decoded_rgb_sha256,V86PG0037,2
nframe_09254,nframe_09255,exact_decoded_rgb_sha256,V86PG0038,2
nframe_09359,nframe_09360,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09366,nframe_09367,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09386,nframe_09387,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09397,nframe_09398,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09410,nframe_09411,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09412,nframe_09413,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09438,nframe_09439,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09441,nframe_09442,exact_decoded_rgb_sha256,V86PG0039,4
nframe_09620,nframe_09621,exact_decoded_rgb_sha256,V86PG0041,4
nframe_09622,nframe_09623,exact_decoded_rgb_sha256,V86PG0041,4
nframe_09633,nframe_09634,exact_decoded_rgb_sha256,V86PG0041,4
nframe_09795,nframe_09796,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09819,nframe_09820,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09828,nframe_09829,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09832,nframe_09833,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09835,nframe_09836,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09840,nframe_09841,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09843,nframe_09844,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09873,nframe_09874,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09895,nframe_09896,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09907,nframe_09908,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09918,nframe_09919,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09926,nframe_09927,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09932,nframe_09933,exact_decoded_rgb_sha256,V86PG0042,3
nframe_09951,nframe_09952,exact_decoded_rgb_sha256,V86PG0042,3
