sample_id,proxy_group_id,outer_fold,family,numeric_id,gt_boxes,zero_target
frame_02331,V86PG0001,0,frame,2331,4,0
frame_02332,V86PG0001,0,frame,2332,4,0
frame_02333,V86PG0001,0,frame,2333,4,0
frame_02334,V86PG0001,0,frame,2334,4,0
frame_02335,V86PG0001,0,frame,2335,4,0
frame_02336,V86PG0001,0,frame,2336,4,0
frame_02337,V86PG0001,0,frame,2337,4,0
frame_02338,V86PG0001,0,frame,2338,4,0
frame_02339,V86PG0001,0,frame,2339,4,0
frame_02340,V86PG0001,0,frame,2340,4,0
frame_02341,V86PG0001,0,frame,2341,4,0
frame_02342,V86PG0001,0,frame,2342,4,0
frame_02343,V86PG0001,0,frame,2343,4,0
frame_02344,V86PG0001,0,frame,2344,4,0
frame_02345,V86PG0001,0,frame,2345,4,0
frame_02346,V86PG0001,0,frame,2346,4,0
frame_02347,V86PG0001,0,frame,2347,4,0
frame_02348,V86PG0001,0,frame,2348,4,0
frame_02349,V86PG0001,0,frame,2349,4,0
frame_02350,V86PG0001,0,frame,2350,4,0
frame_02351,V86PG0001,0,frame,2351,4,0
frame_02352,V86PG0001,0,frame,2352,4,0
frame_02353,V86PG0001,0,frame,2353,4,0
frame_02354,V86PG0001,0,frame,2354,5,0
frame_02355,V86PG0001,0,frame,2355,5,0
frame_02356,V86PG0001,0,frame,2356,5,0
frame_02357,V86PG0001,0,frame,2357,5,0
frame_02358,V86PG0001,0,frame,2358,5,0
frame_02359,V86PG0001,0,frame,2359,5,0
frame_02360,V86PG0001,0,frame,2360,5,0
frame_02361,V86PG0001,0,frame,2361,5,0
frame_02362,V86PG0001,0,frame,2362,5,0
frame_02363,V86PG0001,0,frame,2363,5,0
frame_02364,V86PG0001,0,frame,2364,6,0
frame_02365,V86PG0001,0,frame,2365,6,0
frame_02366,V86PG0001,0,frame,2366,6,0
frame_02367,V86PG0001,0,frame,2367,6,0
frame_02368,V86PG0001,0,frame,2368,6,0
frame_02369,V86PG0001,0,frame,2369,6,0
frame_02370,V86PG0001,0,frame,2370,6,0
frame_02371,V86PG0001,0,frame,2371,6,0
frame_02372,V86PG0001,0,frame,2372,6,0
frame_02373,V86PG0001,0,frame,2373,6,0
frame_02374,V86PG0001,0,frame,2374,6,0
frame_02375,V86PG0001,0,frame,2375,6,0
frame_02376,V86PG0001,0,frame,2376,6,0
frame_02377,V86PG0001,0,frame,2377,6,0
frame_02378,V86PG0001,0,frame,2378,6,0
frame_02379,V86PG0001,0,frame,2379,6,0
frame_02380,V86PG0001,0,frame,2380,6,0
frame_02381,V86PG0001,0,frame,2381,6,0
frame_02382,V86PG0001,0,frame,2382,7,0
frame_02383,V86PG0001,0,frame,2383,7,0
frame_02384,V86PG0001,0,frame,2384,7,0
frame_02385,V86PG0001,0,frame,2385,7,0
frame_02386,V86PG0001,0,frame,2386,7,0
frame_02387,V86PG0001,0,frame,2387,8,0
frame_02388,V86PG0001,0,frame,2388,8,0
frame_02389,V86PG0001,0,frame,2389,7,0
frame_02390,V86PG0001,0,frame,2390,6,0
frame_02391,V86PG0001,0,frame,2391,6,0
frame_02392,V86PG0001,0,frame,2392,6,0
frame_02393,V86PG0001,0,frame,2393,6,0
frame_02394,V86PG0001,0,frame,2394,6,0
frame_02395,V86PG0001,0,frame,2395,6,0
frame_02396,V86PG0001,0,frame,2396,6,0
frame_02397,V86PG0001,0,frame,2397,7,0
frame_02398,V86PG0001,0,frame,2398,7,0
frame_02399,V86PG0001,0,frame,2399,7,0
frame_02400,V86PG0001,0,frame,2400,7,0
frame_02401,V86PG0001,0,frame,2401,7,0
frame_02402,V86PG0001,0,frame,2402,7,0
frame_02403,V86PG0001,0,frame,2403,7,0
frame_02404,V86PG0001,0,frame,2404,7,0
frame_02405,V86PG0001,0,frame,2405,7,0
frame_02406,V86PG0001,0,frame,2406,7,0
frame_02407,V86PG0001,0,frame,2407,7,0
frame_02408,V86PG0001,0,frame,2408,7,0
frame_02409,V86PG0001,0,frame,2409,7,0
frame_02410,V86PG0001,0,frame,2410,7,0
frame_02411,V86PG0001,0,frame,2411,7,0
frame_02412,V86PG0001,0,frame,2412,7,0
frame_02413,V86PG0001,0,frame,2413,7,0
frame_02414,V86PG0001,0,frame,2414,7,0
frame_02415,V86PG0001,0,frame,2415,8,0
frame_02416,V86PG0001,0,frame,2416,8,0
frame_02417,V86PG0001,0,frame,2417,8,0
frame_02418,V86PG0001,0,frame,2418,8,0
frame_02419,V86PG0001,0,frame,2419,9,0
frame_02420,V86PG0001,0,frame,2420,8,0
frame_02421,V86PG0001,0,frame,2421,8,0
frame_02422,V86PG0001,0,frame,2422,7,0
frame_02423,V86PG0001,0,frame,2423,7,0
frame_02424,V86PG0001,0,frame,2424,7,0
frame_02425,V86PG0001,0,frame,2425,6,0
frame_02426,V86PG0001,0,frame,2426,7,0
frame_02427,V86PG0001,0,frame,2427,7,0
frame_02428,V86PG0001,0,frame,2428,7,0
frame_02429,V86PG0001,0,frame,2429,7,0
frame_02430,V86PG0001,0,frame,2430,7,0
frame_02431,V86PG0001,0,frame,2431,7,0
frame_02432,V86PG0001,0,frame,2432,7,0
frame_02433,V86PG0001,0,frame,2433,7,0
frame_02434,V86PG0001,0,frame,2434,7,0
frame_02435,V86PG0001,0,frame,2435,7,0
frame_02436,V86PG0001,0,frame,2436,7,0
frame_02437,V86PG0001,0,frame,2437,7,0
frame_02438,V86PG0001,0,frame,2438,8,0
frame_02439,V86PG0001,0,frame,2439,8,0
frame_02440,V86PG0001,0,frame,2440,8,0
frame_02441,V86PG0001,0,frame,2441,8,0
frame_02442,V86PG0001,0,frame,2442,8,0
frame_02443,V86PG0001,0,frame,2443,8,0
frame_02444,V86PG0001,0,frame,2444,8,0
frame_02445,V86PG0001,0,frame,2445,8,0
frame_02446,V86PG0001,0,frame,2446,8,0
frame_02447,V86PG0001,0,frame,2447,8,0
frame_02448,V86PG0001,0,frame,2448,8,0
frame_02449,V86PG0001,0,frame,2449,8,0
frame_02450,V86PG0001,0,frame,2450,9,0
frame_02451,V86PG0001,0,frame,2451,8,0
frame_02452,V86PG0001,0,frame,2452,8,0
frame_02453,V86PG0001,0,frame,2453,8,0
frame_02454,V86PG0001,0,frame,2454,8,0
frame_02455,V86PG0001,0,frame,2455,8,0
frame_02456,V86PG0001,0,frame,2456,8,0
frame_02457,V86PG0001,0,frame,2457,8,0
frame_02458,V86PG0001,0,frame,2458,8,0
frame_02459,V86PG0001,0,frame,2459,8,0
frame_02460,V86PG0001,0,frame,2460,8,0
frame_02461,V86PG0001,0,frame,2461,7,0
frame_02462,V86PG0001,0,frame,2462,7,0
frame_02463,V86PG0001,0,frame,2463,8,0
frame_02464,V86PG0001,0,frame,2464,8,0
frame_02465,V86PG0001,0,frame,2465,8,0
frame_02466,V86PG0001,0,frame,2466,8,0
frame_02467,V86PG0001,0,frame,2467,8,0
frame_02468,V86PG0001,0,frame,2468,8,0
frame_02469,V86PG0001,0,frame,2469,8,0
frame_02470,V86PG0001,0,frame,2470,8,0
frame_02471,V86PG0001,0,frame,2471,8,0
frame_02472,V86PG0001,0,frame,2472,8,0
frame_02473,V86PG0001,0,frame,2473,8,0
frame_02474,V86PG0001,0,frame,2474,8,0
frame_02475,V86PG0001,0,frame,2475,8,0
frame_02476,V86PG0001,0,frame,2476,8,0
frame_02477,V86PG0001,0,frame,2477,8,0
frame_02478,V86PG0001,0,frame,2478,8,0
frame_02479,V86PG0001,0,frame,2479,8,0
frame_02480,V86PG0001,0,frame,2480,8,0
frame_02481,V86PG0001,0,frame,2481,9,0
frame_02482,V86PG0001,0,frame,2482,9,0
frame_02483,V86PG0001,0,frame,2483,9,0
frame_02484,V86PG0001,0,frame,2484,9,0
frame_02485,V86PG0001,0,frame,2485,9,0
frame_02486,V86PG0001,0,frame,2486,8,0
frame_02487,V86PG0001,0,frame,2487,9,0
frame_02488,V86PG0001,0,frame,2488,9,0
frame_02489,V86PG0001,0,frame,2489,9,0
frame_02490,V86PG0001,0,frame,2490,9,0
frame_02491,V86PG0001,0,frame,2491,8,0
frame_02492,V86PG0001,0,frame,2492,8,0
frame_02493,V86PG0001,0,frame,2493,8,0
frame_02494,V86PG0001,0,frame,2494,8,0
frame_02495,V86PG0001,0,frame,2495,8,0
frame_02496,V86PG0001,0,frame,2496,8,0
frame_02497,V86PG0001,0,frame,2497,8,0
frame_02498,V86PG0001,0,frame,2498,8,0
frame_02499,V86PG0001,0,frame,2499,8,0
frame_02500,V86PG0001,0,frame,2500,8,0
frame_02501,V86PG0001,0,frame,2501,8,0
frame_02502,V86PG0001,0,frame,2502,8,0
frame_02503,V86PG0001,0,frame,2503,8,0
frame_02504,V86PG0001,0,frame,2504,8,0
frame_02505,V86PG0001,0,frame,2505,8,0
frame_02506,V86PG0001,0,frame,2506,8,0
frame_02507,V86PG0001,0,frame,2507,8,0
frame_02508,V86PG0001,0,frame,2508,8,0
frame_02509,V86PG0001,0,frame,2509,8,0
frame_02510,V86PG0001,0,frame,2510,8,0
frame_02511,V86PG0001,0,frame,2511,8,0
frame_02512,V86PG0001,0,frame,2512,8,0
frame_02513,V86PG0001,0,frame,2513,9,0
frame_02514,V86PG0001,0,frame,2514,9,0
frame_02515,V86PG0001,0,frame,2515,9,0
frame_02516,V86PG0001,0,frame,2516,9,0
frame_02517,V86PG0001,0,frame,2517,9,0
frame_02518,V86PG0001,0,frame,2518,10,0
frame_02519,V86PG0001,0,frame,2519,10,0
frame_02520,V86PG0001,0,frame,2520,10,0
frame_02521,V86PG0001,0,frame,2521,9,0
frame_02522,V86PG0001,0,frame,2522,10,0
frame_02523,V86PG0001,0,frame,2523,9,0
frame_02524,V86PG0001,0,frame,2524,9,0
frame_02525,V86PG0001,0,frame,2525,9,0
frame_02526,V86PG0001,0,frame,2526,8,0
frame_02527,V86PG0001,0,frame,2527,8,0
frame_02528,V86PG0001,0,frame,2528,8,0
frame_02529,V86PG0001,0,frame,2529,8,0
frame_02530,V86PG0001,0,frame,2530,8,0
frame_02531,V86PG0001,0,frame,2531,8,0
frame_02532,V86PG0001,0,frame,2532,7,0
frame_02533,V86PG0001,0,frame,2533,8,0
frame_02534,V86PG0001,0,frame,2534,7,0
frame_02535,V86PG0001,0,frame,2535,7,0
frame_02536,V86PG0001,0,frame,2536,7,0
frame_02537,V86PG0001,0,frame,2537,7,0
frame_02538,V86PG0001,0,frame,2538,7,0
frame_02539,V86PG0001,0,frame,2539,7,0
frame_02540,V86PG0001,0,frame,2540,7,0
frame_02541,V86PG0001,0,frame,2541,7,0
frame_02542,V86PG0001,0,frame,2542,7,0
frame_02543,V86PG0001,0,frame,2543,7,0
frame_02544,V86PG0001,0,frame,2544,7,0
frame_02545,V86PG0001,0,frame,2545,6,0
frame_02546,V86PG0001,0,frame,2546,6,0
frame_02547,V86PG0001,0,frame,2547,6,0
frame_02548,V86PG0001,0,frame,2548,6,0
frame_02549,V86PG0001,0,frame,2549,6,0
frame_02550,V86PG0001,0,frame,2550,6,0
frame_02551,V86PG0001,0,frame,2551,7,0
frame_02552,V86PG0001,0,frame,2552,7,0
frame_02553,V86PG0001,0,frame,2553,7,0
frame_02554,V86PG0001,0,frame,2554,7,0
frame_02555,V86PG0001,0,frame,2555,7,0
frame_02556,V86PG0001,0,frame,2556,7,0
frame_02557,V86PG0001,0,frame,2557,7,0
frame_02558,V86PG0001,0,frame,2558,6,0
frame_02559,V86PG0001,0,frame,2559,6,0
frame_02560,V86PG0001,0,frame,2560,6,0
frame_02561,V86PG0001,0,frame,2561,6,0
frame_02562,V86PG0001,0,frame,2562,6,0
frame_02563,V86PG0001,0,frame,2563,6,0
frame_02564,V86PG0001,0,frame,2564,7,0
frame_02565,V86PG0001,0,frame,2565,6,0
frame_02566,V86PG0001,0,frame,2566,6,0
frame_02567,V86PG0001,0,frame,2567,5,0
frame_02568,V86PG0001,0,frame,2568,5,0
frame_02569,V86PG0001,0,frame,2569,5,0
frame_02570,V86PG0001,0,frame,2570,5,0
frame_02571,V86PG0001,0,frame,2571,5,0
frame_02572,V86PG0001,0,frame,2572,5,0
frame_02573,V86PG0001,0,frame,2573,5,0
frame_02574,V86PG0001,0,frame,2574,5,0
frame_02575,V86PG0001,0,frame,2575,5,0
frame_02576,V86PG0001,0,frame,2576,5,0
frame_02577,V86PG0001,0,frame,2577,5,0
frame_02578,V86PG0001,0,frame,2578,5,0
frame_02579,V86PG0001,0,frame,2579,5,0
frame_02580,V86PG0001,0,frame,2580,5,0
frame_02581,V86PG0001,0,frame,2581,5,0
frame_02582,V86PG0001,0,frame,2582,4,0
frame_02583,V86PG0001,0,frame,2583,4,0
frame_02584,V86PG0001,0,frame,2584,4,0
frame_02585,V86PG0001,0,frame,2585,4,0
frame_02586,V86PG0001,0,frame,2586,4,0
frame_02587,V86PG0001,0,frame,2587,4,0
frame_02588,V86PG0001,0,frame,2588,5,0
frame_02589,V86PG0001,0,frame,2589,6,0
frame_02590,V86PG0001,0,frame,2590,5,0
frame_02591,V86PG0001,0,frame,2591,5,0
frame_02592,V86PG0001,0,frame,2592,5,0
frame_02593,V86PG0001,0,frame,2593,6,0
frame_02594,V86PG0001,0,frame,2594,4,0
frame_02595,V86PG0001,0,frame,2595,6,0
frame_02596,V86PG0001,0,frame,2596,3,0
frame_02597,V86PG0001,0,frame,2597,5,0
frame_02598,V86PG0001,0,frame,2598,3,0
frame_02599,V86PG0001,0,frame,2599,3,0
frame_02600,V86PG0001,0,frame,2600,3,0
frame_02601,V86PG0001,0,frame,2601,3,0
frame_02602,V86PG0001,0,frame,2602,3,0
frame_02603,V86PG0001,0,frame,2603,3,0
frame_02604,V86PG0001,0,frame,2604,3,0
frame_02605,V86PG0001,0,frame,2605,4,0
frame_02606,V86PG0001,0,frame,2606,3,0
frame_02607,V86PG0001,0,frame,2607,2,0
frame_02608,V86PG0001,0,frame,2608,3,0
frame_02609,V86PG0001,0,frame,2609,2,0
frame_02610,V86PG0001,0,frame,2610,2,0
frame_02611,V86PG0001,0,frame,2611,2,0
frame_02612,V86PG0001,0,frame,2612,2,0
frame_02613,V86PG0001,0,frame,2613,2,0
frame_02614,V86PG0001,0,frame,2614,2,0
frame_02615,V86PG0001,0,frame,2615,2,0
frame_02616,V86PG0001,0,frame,2616,2,0
frame_02617,V86PG0001,0,frame,2617,2,0
frame_02618,V86PG0001,0,frame,2618,2,0
frame_02619,V86PG0001,0,frame,2619,2,0
frame_02620,V86PG0001,0,frame,2620,2,0
frame_02621,V86PG0001,0,frame,2621,2,0
frame_02622,V86PG0001,0,frame,2622,4,0
frame_02623,V86PG0001,0,frame,2623,3,0
frame_02624,V86PG0001,0,frame,2624,3,0
frame_02625,V86PG0001,0,frame,2625,3,0
frame_02626,V86PG0001,0,frame,2626,2,0
frame_02627,V86PG0001,0,frame,2627,2,0
frame_02628,V86PG0001,0,frame,2628,2,0
frame_02629,V86PG0001,0,frame,2629,2,0
frame_02630,V86PG0001,0,frame,2630,2,0
frame_02631,V86PG0001,0,frame,2631,2,0
frame_02632,V86PG0001,0,frame,2632,2,0
frame_02633,V86PG0001,0,frame,2633,2,0
frame_02634,V86PG0001,0,frame,2634,2,0
frame_02635,V86PG0001,0,frame,2635,2,0
frame_02636,V86PG0001,0,frame,2636,2,0
frame_02637,V86PG0001,0,frame,2637,2,0
frame_02638,V86PG0001,0,frame,2638,2,0
frame_02639,V86PG0001,0,frame,2639,2,0
frame_02640,V86PG0001,0,frame,2640,2,0
frame_02641,V86PG0001,0,frame,2641,1,0
frame_02642,V86PG0001,0,frame,2642,1,0
frame_02643,V86PG0001,0,frame,2643,2,0
frame_02644,V86PG0001,0,frame,2644,2,0
frame_02645,V86PG0001,0,frame,2645,2,0
frame_02646,V86PG0001,0,frame,2646,2,0
frame_02647,V86PG0001,0,frame,2647,2,0
frame_02648,V86PG0001,0,frame,2648,2,0
frame_02649,V86PG0001,0,frame,2649,2,0
frame_02650,V86PG0001,0,frame,2650,2,0
frame_02651,V86PG0001,0,frame,2651,2,0
frame_02652,V86PG0001,0,frame,2652,2,0
frame_02653,V86PG0001,0,frame,2653,2,0
frame_02654,V86PG0001,0,frame,2654,2,0
frame_02655,V86PG0001,0,frame,2655,2,0
frame_02656,V86PG0001,0,frame,2656,2,0
frame_02657,V86PG0001,0,frame,2657,4,0
frame_02658,V86PG0001,0,frame,2658,3,0
frame_02659,V86PG0001,0,frame,2659,3,0
frame_02660,V86PG0001,0,frame,2660,3,0
frame_02661,V86PG0001,0,frame,2661,3,0
frame_02662,V86PG0001,0,frame,2662,3,0
frame_02663,V86PG0001,0,frame,2663,3,0
frame_02664,V86PG0001,0,frame,2664,4,0
frame_02665,V86PG0001,0,frame,2665,4,0
frame_02666,V86PG0001,0,frame,2666,4,0
frame_02667,V86PG0001,0,frame,2667,4,0
frame_02668,V86PG0001,0,frame,2668,4,0
frame_02669,V86PG0001,0,frame,2669,4,0
frame_02670,V86PG0001,0,frame,2670,4,0
frame_02671,V86PG0001,0,frame,2671,5,0
frame_02672,V86PG0001,0,frame,2672,5,0
frame_02673,V86PG0001,0,frame,2673,5,0
frame_02674,V86PG0001,0,frame,2674,5,0
frame_02675,V86PG0001,0,frame,2675,5,0
frame_02676,V86PG0001,0,frame,2676,5,0
frame_02677,V86PG0001,0,frame,2677,6,0
frame_02678,V86PG0001,0,frame,2678,6,0
frame_02679,V86PG0001,0,frame,2679,5,0
frame_02680,V86PG0001,0,frame,2680,5,0
frame_02681,V86PG0001,0,frame,2681,5,0
frame_02682,V86PG0001,0,frame,2682,6,0
frame_02683,V86PG0001,0,frame,2683,6,0
frame_02684,V86PG0001,0,frame,2684,5,0
frame_02685,V86PG0001,0,frame,2685,5,0
frame_02686,V86PG0001,0,frame,2686,5,0
frame_02687,V86PG0001,0,frame,2687,5,0
frame_02688,V86PG0001,0,frame,2688,6,0
frame_02689,V86PG0001,0,frame,2689,6,0
frame_02690,V86PG0001,0,frame,2690,6,0
frame_02691,V86PG0001,0,frame,2691,6,0
frame_02692,V86PG0001,0,frame,2692,7,0
frame_02693,V86PG0001,0,frame,2693,7,0
frame_02694,V86PG0001,0,frame,2694,6,0
frame_02695,V86PG0001,0,frame,2695,7,0
frame_02696,V86PG0001,0,frame,2696,7,0
frame_02697,V86PG0001,0,frame,2697,6,0
frame_02698,V86PG0001,0,frame,2698,7,0
frame_02699,V86PG0001,0,frame,2699,7,0
frame_02700,V86PG0001,0,frame,2700,7,0
frame_02701,V86PG0001,0,frame,2701,7,0
frame_02702,V86PG0001,0,frame,2702,7,0
frame_02703,V86PG0001,0,frame,2703,7,0
frame_02704,V86PG0001,0,frame,2704,7,0
frame_02705,V86PG0001,0,frame,2705,7,0
frame_02706,V86PG0001,0,frame,2706,8,0
frame_02707,V86PG0001,0,frame,2707,7,0
frame_02708,V86PG0001,0,frame,2708,7,0
frame_02709,V86PG0001,0,frame,2709,7,0
frame_02710,V86PG0001,0,frame,2710,8,0
frame_02711,V86PG0001,0,frame,2711,7,0
frame_02712,V86PG0001,0,frame,2712,8,0
frame_02713,V86PG0001,0,frame,2713,8,0
frame_02714,V86PG0001,0,frame,2714,8,0
frame_02715,V86PG0001,0,frame,2715,8,0
frame_02716,V86PG0001,0,frame,2716,9,0
frame_02717,V86PG0001,0,frame,2717,10,0
frame_02718,V86PG0001,0,frame,2718,10,0
frame_02719,V86PG0001,0,frame,2719,10,0
frame_02720,V86PG0001,0,frame,2720,9,0
frame_02721,V86PG0001,0,frame,2721,9,0
frame_02722,V86PG0001,0,frame,2722,8,0
frame_02723,V86PG0001,0,frame,2723,8,0
frame_02724,V86PG0001,0,frame,2724,8,0
frame_02725,V86PG0001,0,frame,2725,8,0
frame_02726,V86PG0001,0,frame,2726,8,0
frame_02727,V86PG0001,0,frame,2727,8,0
frame_02728,V86PG0001,0,frame,2728,8,0
frame_02729,V86PG0001,0,frame,2729,9,0
frame_02730,V86PG0001,0,frame,2730,8,0
frame_02731,V86PG0001,0,frame,2731,8,0
frame_02732,V86PG0001,0,frame,2732,8,0
frame_02733,V86PG0001,0,frame,2733,8,0
frame_02734,V86PG0001,0,frame,2734,8,0
frame_02735,V86PG0001,0,frame,2735,7,0
frame_02736,V86PG0001,0,frame,2736,7,0
frame_02737,V86PG0001,0,frame,2737,7,0
frame_02738,V86PG0001,0,frame,2738,7,0
frame_02739,V86PG0001,0,frame,2739,7,0
frame_02740,V86PG0001,0,frame,2740,7,0
frame_02741,V86PG0001,0,frame,2741,7,0
frame_02742,V86PG0001,0,frame,2742,7,0
frame_02743,V86PG0001,0,frame,2743,7,0
frame_02744,V86PG0001,0,frame,2744,7,0
frame_02745,V86PG0001,0,frame,2745,7,0
frame_02746,V86PG0001,0,frame,2746,8,0
frame_02747,V86PG0001,0,frame,2747,8,0
frame_02748,V86PG0001,0,frame,2748,8,0
frame_02749,V86PG0001,0,frame,2749,7,0
frame_02750,V86PG0001,0,frame,2750,8,0
frame_02751,V86PG0001,0,frame,2751,8,0
frame_02752,V86PG0001,0,frame,2752,7,0
frame_02753,V86PG0001,0,frame,2753,7,0
frame_02754,V86PG0001,0,frame,2754,7,0
frame_02755,V86PG0001,0,frame,2755,7,0
frame_02756,V86PG0001,0,frame,2756,7,0
frame_02757,V86PG0001,0,frame,2757,7,0
frame_02758,V86PG0001,0,frame,2758,7,0
frame_02759,V86PG0001,0,frame,2759,7,0
frame_02760,V86PG0001,0,frame,2760,7,0
frame_02761,V86PG0001,0,frame,2761,7,0
frame_02762,V86PG0001,0,frame,2762,7,0
frame_02763,V86PG0001,0,frame,2763,7,0
frame_02764,V86PG0001,0,frame,2764,7,0
frame_02765,V86PG0001,0,frame,2765,7,0
frame_02766,V86PG0001,0,frame,2766,7,0
frame_02767,V86PG0001,0,frame,2767,8,0
frame_02768,V86PG0001,0,frame,2768,8,0
frame_02769,V86PG0001,0,frame,2769,8,0
frame_02770,V86PG0001,0,frame,2770,8,0
frame_02771,V86PG0001,0,frame,2771,8,0
frame_02772,V86PG0001,0,frame,2772,7,0
frame_02773,V86PG0001,0,frame,2773,7,0
frame_02774,V86PG0001,0,frame,2774,7,0
frame_02775,V86PG0001,0,frame,2775,7,0
frame_02776,V86PG0001,0,frame,2776,7,0
frame_02777,V86PG0001,0,frame,2777,7,0
frame_02778,V86PG0001,0,frame,2778,8,0
frame_02779,V86PG0001,0,frame,2779,8,0
frame_02780,V86PG0001,0,frame,2780,8,0
frame_02781,V86PG0001,0,frame,2781,8,0
frame_02782,V86PG0001,0,frame,2782,8,0
frame_02783,V86PG0001,0,frame,2783,8,0
frame_02784,V86PG0001,0,frame,2784,9,0
frame_02785,V86PG0001,0,frame,2785,9,0
frame_02786,V86PG0001,0,frame,2786,8,0
frame_02787,V86PG0001,0,frame,2787,8,0
frame_02788,V86PG0001,0,frame,2788,8,0
frame_02789,V86PG0001,0,frame,2789,9,0
frame_02790,V86PG0001,0,frame,2790,9,0
frame_02791,V86PG0001,0,frame,2791,9,0
frame_02792,V86PG0001,0,frame,2792,9,0
frame_02793,V86PG0001,0,frame,2793,9,0
frame_02794,V86PG0001,0,frame,2794,9,0
frame_02795,V86PG0001,0,frame,2795,9,0
frame_02796,V86PG0001,0,frame,2796,9,0
frame_02797,V86PG0001,0,frame,2797,9,0
frame_02798,V86PG0001,0,frame,2798,9,0
frame_02799,V86PG0001,0,frame,2799,9,0
frame_02800,V86PG0001,0,frame,2800,9,0
frame_02801,V86PG0001,0,frame,2801,9,0
frame_02802,V86PG0001,0,frame,2802,9,0
frame_02803,V86PG0001,0,frame,2803,8,0
frame_02804,V86PG0001,0,frame,2804,8,0
frame_02805,V86PG0001,0,frame,2805,9,0
frame_02806,V86PG0001,0,frame,2806,9,0
frame_02807,V86PG0001,0,frame,2807,9,0
frame_02808,V86PG0001,0,frame,2808,9,0
frame_02809,V86PG0001,0,frame,2809,8,0
frame_02810,V86PG0001,0,frame,2810,8,0
frame_02811,V86PG0001,0,frame,2811,8,0
frame_02812,V86PG0001,0,frame,2812,7,0
frame_02813,V86PG0001,0,frame,2813,7,0
frame_02814,V86PG0001,0,frame,2814,7,0
frame_02815,V86PG0001,0,frame,2815,7,0
frame_02816,V86PG0001,0,frame,2816,7,0
frame_02817,V86PG0001,0,frame,2817,8,0
frame_02818,V86PG0001,0,frame,2818,8,0
frame_02819,V86PG0001,0,frame,2819,8,0
frame_02820,V86PG0001,0,frame,2820,8,0
frame_02821,V86PG0001,0,frame,2821,8,0
frame_02822,V86PG0001,0,frame,2822,8,0
frame_02823,V86PG0001,0,frame,2823,7,0
frame_02824,V86PG0001,0,frame,2824,7,0
frame_02825,V86PG0001,0,frame,2825,7,0
frame_02826,V86PG0001,0,frame,2826,6,0
frame_02827,V86PG0001,0,frame,2827,6,0
frame_02828,V86PG0001,0,frame,2828,6,0
frame_02829,V86PG0001,0,frame,2829,6,0
frame_02830,V86PG0001,0,frame,2830,6,0
frame_02831,V86PG0001,0,frame,2831,6,0
frame_02832,V86PG0001,0,frame,2832,6,0
frame_02833,V86PG0001,0,frame,2833,6,0
frame_02834,V86PG0001,0,frame,2834,6,0
frame_02835,V86PG0001,0,frame,2835,6,0
frame_02836,V86PG0001,0,frame,2836,6,0
frame_02837,V86PG0001,0,frame,2837,6,0
frame_02838,V86PG0001,0,frame,2838,6,0
frame_02839,V86PG0001,0,frame,2839,6,0
frame_02840,V86PG0001,0,frame,2840,5,0
frame_02841,V86PG0001,0,frame,2841,5,0
frame_02842,V86PG0001,0,frame,2842,5,0
frame_02843,V86PG0001,0,frame,2843,6,0
frame_02844,V86PG0001,0,frame,2844,6,0
frame_02845,V86PG0001,0,frame,2845,6,0
frame_02846,V86PG0001,0,frame,2846,6,0
frame_02847,V86PG0001,0,frame,2847,6,0
frame_02848,V86PG0001,0,frame,2848,6,0
frame_02849,V86PG0001,0,frame,2849,6,0
frame_02850,V86PG0001,0,frame,2850,6,0
frame_02851,V86PG0001,0,frame,2851,6,0
frame_02852,V86PG0001,0,frame,2852,7,0
frame_02853,V86PG0001,0,frame,2853,7,0
frame_02854,V86PG0001,0,frame,2854,7,0
frame_02855,V86PG0001,0,frame,2855,7,0
frame_02856,V86PG0001,0,frame,2856,7,0
frame_02857,V86PG0001,0,frame,2857,7,0
frame_02858,V86PG0001,0,frame,2858,7,0
frame_02859,V86PG0001,0,frame,2859,7,0
frame_02860,V86PG0001,0,frame,2860,6,0
frame_02861,V86PG0001,0,frame,2861,6,0
frame_02862,V86PG0001,0,frame,2862,6,0
frame_02863,V86PG0001,0,frame,2863,6,0
frame_02864,V86PG0001,0,frame,2864,6,0
frame_02865,V86PG0001,0,frame,2865,6,0
frame_02866,V86PG0001,0,frame,2866,5,0
frame_02867,V86PG0001,0,frame,2867,5,0
frame_02868,V86PG0001,0,frame,2868,5,0
frame_02869,V86PG0001,0,frame,2869,6,0
frame_02870,V86PG0001,0,frame,2870,6,0
frame_02871,V86PG0001,0,frame,2871,6,0
frame_02872,V86PG0001,0,frame,2872,6,0
frame_02873,V86PG0001,0,frame,2873,6,0
frame_02874,V86PG0001,0,frame,2874,6,0
frame_02875,V86PG0001,0,frame,2875,6,0
frame_02876,V86PG0001,0,frame,2876,6,0
frame_02877,V86PG0001,0,frame,2877,6,0
frame_02878,V86PG0001,0,frame,2878,6,0
frame_02879,V86PG0001,0,frame,2879,6,0
frame_02880,V86PG0001,0,frame,2880,6,0
frame_02881,V86PG0001,0,frame,2881,6,0
frame_02882,V86PG0001,0,frame,2882,6,0
frame_02883,V86PG0001,0,frame,2883,6,0
frame_02884,V86PG0001,0,frame,2884,6,0
frame_02885,V86PG0001,0,frame,2885,6,0
frame_02886,V86PG0001,0,frame,2886,6,0
frame_02887,V86PG0001,0,frame,2887,6,0
frame_02888,V86PG0001,0,frame,2888,5,0
