component_id,allocated_split,rel_path,family,numeric_id,rgb_sha256,gt_boxes,component_size,component_provenance
C00001,train,data/images/frame_00077.npy,frame,77,911631aa61d6c05f51d8cf6ff67532c6a95aaf354d635c013a0a53f9c8b918d4,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00078.npy,frame,78,887773106fe1cb9f29c367c3a1bba8fe47d0b440d87cac7c150d6701f84e4fdb,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00079.npy,frame,79,d9c724bceaafca59f5e5862d42e8408e54aa8637fcb87a2ec4a033e7e2b2579f,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00080.npy,frame,80,dcae40023e06e8c940d0c80bd1c25ae4b5751126e0170120b0c219b98489e739,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00081.npy,frame,81,0d9f8b5d8591ffaadee1f40105cd4cd9b1b78e04d53e9c39d1531338baaf16c9,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00082.npy,frame,82,1d55dd2b9498fa90201cf37d53249bb59792309fcc79ac03b94a3e0fe8320bf0,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00083.npy,frame,83,896029ca5b8db0774bbc7e054d84ec53be8b6309737fd137965d9ca791a730d6,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00084.npy,frame,84,d27b5229a7ef87013cd7f3955ed1786c6039a3b72338c8f3125f0b18349e31a4,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00085.npy,frame,85,4ac2f32cccdc5a8aee3d4e66f7927e7880bea4ed232bdda9f03a238d45d91a93,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00086.npy,frame,86,43148d1c4045198d944b9dd67fe95a6da952d67c56c14303d000670528849f4d,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00087.npy,frame,87,2137cf81e0969a9afd121e4758f513b62f05d7b1c9b372e609f115ee46ddcd56,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00088.npy,frame,88,49cf77665f4eca8f756e350bbda6dca2483d1bfef6230a2245cb267040cd55b1,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00089.npy,frame,89,7d936e6d23e19b7926a197be9ea6147a2d0d72c48f017b6ab3b8e42e7f4eca7c,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00090.npy,frame,90,a43d976b8b7ccd0b5c1156c282d5124143dc27daebca29720f38a66cd4df67f2,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00091.npy,frame,91,90ae00c450308c087dc99c22191971e94a4b09b619b9ca668199c16f39123027,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00092.npy,frame,92,e241b4d1d1ab71ca83752fec356ba2f2be80a4b9e4cfdacd34034210ef5af916,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00093.npy,frame,93,ac3609290b899754fe29a46af218fc725cda8f638b3ad1f3d2d4686cc0bbca23,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00094.npy,frame,94,47392b19d0f411d117664d7efabd43ef8e8b06994d5b4e3827e543511be51d17,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00095.npy,frame,95,07eec3047da811ece062d8d8ad15a83914b66279527c684751237b37769200b9,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00096.npy,frame,96,6512769a74df0eb509243a05a868bb6409abcee629b1524437ff607bb275694f,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00097.npy,frame,97,95a02f5ca22f1d47f98dca8505c3c2c7cd8602f4461fec12a76640692307a3ea,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00098.npy,frame,98,46f52e1318be2ff4128be75b8e765594a5cd474db2f70d5b7d8b69b95f5d9772,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00099.npy,frame,99,dad41530e9e56a2c64d4a611d753fc239a1b862193b414ad326682882bdf0573,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00100.npy,frame,100,d27c7f0d400873af2d8c720a5aba0c12fd357f2c21fd6801235f3c7ba71d8345,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00101.npy,frame,101,02b471e9bf76e64a6cf9b7828bfaac198496e67edf941fb37e0f78cfebb4baa2,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00102.npy,frame,102,40acef97f412ddc4967cb6691b257813a4c6a48de93c1855445b0e8e54b36404,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00103.npy,frame,103,bf219893cc871d567d42248adc370d5eb31a81f532e3328e08278c3ae3a98ea9,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00104.npy,frame,104,bcba253d00b51920e8a471f784b84fc4f5746613f5d5cd4312818f4b277fae7a,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00105.npy,frame,105,e78fe1250811697336b81dc5331eb8577a2c4929c78fdfaaba55dcd99145b016,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00106.npy,frame,106,3f9ffc09b0bbfb5db8d534debf1c0cc5a3b13f883bd85f01740b0c04b7754cef,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00107.npy,frame,107,e1701fe968b6483fd54e83fcb339085327e64afcc2c733742da84800280afb66,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00108.npy,frame,108,3f33448765e8886444a71845b4beeb9a3a04b7739b45125cf994c1fb8bd17dca,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00109.npy,frame,109,c95802e1684d01c4f205d6194fa6a7d2cffc18eb28385fc39df18b6231ab56af,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00110.npy,frame,110,31a70f3ff23968c6e1dfa1903b93358a6591e03ff535bf35f33f17983a4a9f83,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00111.npy,frame,111,160b4876fa6c570d160c5863b8e9d30c83dc5720783726d63727162c393166cc,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00112.npy,frame,112,965a6a86d0ecde96fa98b3d7d9ff672becf617c3f15c2c9483a7d614ff78a262,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00113.npy,frame,113,b070683f945c21dd5438e42d41e45c53facbc53a35cd4a954c02bdadb881ef0a,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00114.npy,frame,114,9fe47ffbdc81c30d1072e5b4bf29e11f0c255e15f719f992d04a641602796719,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00115.npy,frame,115,1fdb78c75f44c3eea7db4b88741c39a7cf415274832b9d1de0188b8282df5e89,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00116.npy,frame,116,47c47cd33388e61421ab95f86e82b73260604dad92b76bb11767dfb60b052a9a,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00117.npy,frame,117,cf6dc96527616ae40a6d0e003480881ec114ab9ec3c9d8dc652e079df908c14b,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00118.npy,frame,118,a0fd2813097706a50bfdf5ae326606e7c396ae19e64a05b72de64e5211cfa3a7,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00119.npy,frame,119,eb8a4e62bd4394d8610534c243d33a9433c325c8fab074575bb1ae001c52dde5,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00120.npy,frame,120,520f007aa329fc3d2e05519846f2c5acadacede28d6009bbf387e775d425ddd5,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00121.npy,frame,121,b132332a9c9a364fbaedd159c0b9c9d1686801f57af846451664594adf14da91,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00122.npy,frame,122,87183aaf5c3412434c8beca79c8fb4751e059e36f98721cbfcac6d72131a8211,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00123.npy,frame,123,9ac65b6fff1a19e720b5c3e8197a5861e7f2b066e08d359dd735f038b1280eab,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00124.npy,frame,124,2f9bc3a6351087c3d11a1623ddd0b7a54de8bcdde0a7101e65b4167354d1be75,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00125.npy,frame,125,76c2d83594360855769c676238796d1b73ae911fd08fdf5ee02dada39d6f26bd,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00126.npy,frame,126,f8be2bf96c58f39a0b89c3c8404da365b8d8061b3b165376676b40773facc253,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00127.npy,frame,127,92ea546ba951d01b52c6bee33f0053bdb0230eae6cc7a957fb5b112eaf05f3c2,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00128.npy,frame,128,92aab176d3d8f66227804a168a4c2b871e2762633a521673b845ae03bb03d464,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00129.npy,frame,129,9eb98b44ce63828d0e4215d0ca7137ff42a2300c2742b4bd767f0588d43741cc,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00130.npy,frame,130,ff49ffc5b4349bf387a9c9250b96fce64db45ada92de3dd68a124dc092343cdf,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00131.npy,frame,131,d2d2e05f1fd3b720733ff384b31c68f6e41025d6e20e8cc36ce6c2c8772124d2,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00132.npy,frame,132,f1bdcd5205a2358b7c64c375b0e97bcdc3a898255fa44145a4fc791a51c8f2a4,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00133.npy,frame,133,3dc65203b845707e54febbb4edc1f0811b88adf96bc597fb674b83efa0206fbb,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00134.npy,frame,134,abef7e0a9bdb3ad23789744d4d259be462174becabfcc7b244f151041e8769d5,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00135.npy,frame,135,0a8670d00b171ef3ae7fcdfce7dc37fc9042b35d5dc035f3b682ef2acc4b41cf,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00136.npy,frame,136,c626d0d1b3a24fdd0c1f6b3a0db76acaccde14e502c35298b2b650bcfc247433,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00137.npy,frame,137,75ac661fb69594f34f306bc49de9a0d3dcd44c939909792d0f76791e8b3e48b8,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00138.npy,frame,138,fa5615ff57c06816a9494a42778c290317d1c5b94249d530c5f099f30252609e,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00139.npy,frame,139,86b4b3691861fb7e98fdd6602d7ac2f7bbbf7d18077913c7ca44b7ba13480cf5,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00140.npy,frame,140,17662d415c2e4cff85d795c2d77b2ad8b2cd53338c112f192ad9d312de935675,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00141.npy,frame,141,6bd7e4546f7072f91236fb235b134c92a1e809b5e0abebeb9a14e448c1082296,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00142.npy,frame,142,b88e11f11349bf8dff549fb1910e3af83d27fb7dd9207f8df345d52a21d58801,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00143.npy,frame,143,85b1f15fae2b135a265289c497501a3f7e38aae4b7800f72d72080fbc7fd6791,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00144.npy,frame,144,502235665781fc340b197851f115ff78d179e3dcdd24baa17e78b4ab84ae7ecc,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00145.npy,frame,145,21572a723b3050487fc76f0b232734481ebcafbca0e5d6a39be1a0ca68f4f905,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00146.npy,frame,146,da9e9ee6faf72bf1713ef49474c395125d8309b5d9906a5d83fe879aa6ad199e,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00147.npy,frame,147,5e850528fa69415b4d1c069f214250e86b032f00886360bae4f952e154f1028e,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00148.npy,frame,148,69255fa92b9dd0e91adbc6cd1a0081baf9f77b1b4b63f57327e1ed6d43ac6405,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00149.npy,frame,149,f341adbeb26dae5acb3240145b69a798f229f3d720563cf43471e1be03f59d9d,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00150.npy,frame,150,893266f326aab7c16b87dbae5ede1639003adce37baf70fb451500a650663539,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00151.npy,frame,151,95bcdc26255647e72e36a04b5f231870c3ac6ecb3b795774637ed5da026eccfc,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00152.npy,frame,152,befa21184a14b7b1f9bcf218958c77f78846434c43fca2e37e7cb84ee5ad2f29,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00153.npy,frame,153,505476baa2970570be46202756c12eba08a09320f3e1c007152502ecff8ad5f2,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00154.npy,frame,154,763d0f4c7c30640ab663585ec8e0637b91077c7ebea3651af8efccd397558889,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00155.npy,frame,155,8a3265daf4597afcf7ff2465fc02657ebff20d5c89fbd56d00bfa6501f6405f2,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00156.npy,frame,156,8381304f432976bc453cb93fde612526c789ea3f4ef04deba4745f77bc7aee1f,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00157.npy,frame,157,2220136eed772349498a88b02709b3b183605cd5b96034cdf438f28dc59b39cf,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00158.npy,frame,158,4c570039663048ebaf21cbfc6aa5c3aac376fd92d550b9a0bbec358113cc802c,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00159.npy,frame,159,a02c1b2c8a03758705f47098e0e6ecf10dff627b09c52b0f18a179fe10c6ea54,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00160.npy,frame,160,11c1d4260d53e584d52e38689d089ffffd0b5cb4c5b7010433d6fdca678b6a10,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00161.npy,frame,161,bbc80812143da0b7a65448c575ba277b1f48b9ff0bee619639acda5b3571ed2c,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00162.npy,frame,162,3708d33d3257863bc994376e9a5ea792223622ccdd17a0fb123e609768fb2dae,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00163.npy,frame,163,e1ddd434fcb01ca6534c5748570011ee4ba40da6a02b46a2faf63ddfaaf6c8c0,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00164.npy,frame,164,5edcc4a16884da6762c5ff6807c2bde06b1ef9bb3acb2114e1c2e7e3679ddb72,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00165.npy,frame,165,5982f1f5c0a17615c85223c35966068a1c99b4a8709f4a44358ee924485275d5,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00166.npy,frame,166,e9d91d19cdc31b1eb7f2b6cf7b55b8651752dd8e5247e35d7fcb197e660b77de,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00167.npy,frame,167,e2a30023c2a7cf9bde4a118b95567e4aef0ee451d4752a5e5405614093bbb525,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00168.npy,frame,168,73cbb9af552ddc36f4ad435fd97ec9432a96f841d6cc74b0d5d85481666afaf5,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00169.npy,frame,169,9b83f744654328b2442f47e6563ce8945e4130507b98a5371b5d525b219476c5,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00170.npy,frame,170,308db02bc77d3e2191058800945cd3556be1ea915e0fff3269c23684ef57e514,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00171.npy,frame,171,a644855ef9ec0d73dba4c7517a758b137c82431f72f1ee9c27dceed8c83e9b5b,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00172.npy,frame,172,9fe129e6be288b0893aecd78a5a352bbef61543f7c36f71cecfb5c1a6d6e9b0d,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00173.npy,frame,173,e692a2a5ccfc14d8d03112a07768918cfb99de74c4e4222c9d128aef7428d51c,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00174.npy,frame,174,e0e59d818b9200b237d53e35e2900832f7c03125f0553dea51263de7481bf5de,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00175.npy,frame,175,915362050350e722fa15f220ea85058e539fb674522f221348d20ed5df36ef62,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00176.npy,frame,176,a8802a38d7d0e79177b10b233af310dfdd9093205bc0f1be51cf7d9845419c3a,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00177.npy,frame,177,a23c2ac78c614e268fafc74c50925c077d5be8b75f56fd63c0fb4b6e308d7507,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00178.npy,frame,178,3c09bd4d4de900249b99f419656425b2473a75627691b8a0a02f7c0d0efb2cf0,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00179.npy,frame,179,3eeef7a1214269fdd5dd9fe33826d6aecdb82330ddd084e9aff821b38c4325e8,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00180.npy,frame,180,6cffee84671d4e7f62c340e286481d244175c4f647221f8bb8267f062af879b0,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00181.npy,frame,181,7d2eeb9c449d5a0fc0f466f01f1faeb45c2ff0d9564c93d70c22f7ff746c2b3f,4,4077,frame_distance_le_16
C00001,train,data/images/frame_00182.npy,frame,182,20695699bb1996414a03a9452d3335f3f0a2c826b76e3f3cfbd01c8685c015fe,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00183.npy,frame,183,00e9ddfaafa33c66ba5a507afe712fd40d47135fba8a295efbbce2afc8bd4f66,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00184.npy,frame,184,03d7d86f1fa0cae3807701a646df4a7b3a6cad89d07a49c1549c4c2ea62750b7,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00185.npy,frame,185,070d402fd743d846a6c5d0af6994da8cf9bac53eef79a81e7dc100a9f31067da,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00186.npy,frame,186,5b0b305c40302c8175138dbd8678e88fdb74eb715f94fad101b3587e07554e4b,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00187.npy,frame,187,25fe0fdd77782f759475c72c25c6ad68cae187d08c285baa346ccf168f0101c5,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00188.npy,frame,188,6bf4b30c014b8cc77f5d7698ff751cafb6dce4ef4ac567b9df0df28831158584,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00189.npy,frame,189,a699d355b94e73ffb3dd0ef9a9d51cd51f46e5e18ec3ad8ddbe1d6f7f6e5bbed,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00190.npy,frame,190,0b47abb2548caecc57050e0b7a1c2ca9836345c74478fd7cb6ec5cbfd8e92d75,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00191.npy,frame,191,46490614065b654ff6212943eb3fd1ea738380230d254ff5aa3fb7900a2fdf18,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00192.npy,frame,192,c89658b97290f1ff51fb4935ab3efd0eae93490a0c5919f2418eba895e12c377,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00193.npy,frame,193,3c8a9fe27e86cd1eab69d49496d8012f2bc96c38e0866880d283cea05af1fb03,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00194.npy,frame,194,14bb59bc237195a77c3720e3c6ae490e77d506bd41d3e1d88271e6de61b89811,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00195.npy,frame,195,83e68e3068662734a063755d493bb71d013f878531e7b47661cadf0c2dbabe1e,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00196.npy,frame,196,4e2153b3292b12c0b3b6b040c1cd190e77160a83c0c11e766655f0762f9be7a6,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00197.npy,frame,197,a4d1da3a9a25e04bc49149045e109e9b5766b48c97adf9560e26b11a1a98067c,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00198.npy,frame,198,a095703d032e31a3635522e8a73e00d0d7c0ac7476ffe358a2abf88627eb02a4,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00199.npy,frame,199,69e3ff23751daf06440bb6debad15e2284240d5dad4fa98b3346cff5d257118f,3,4077,frame_distance_le_16
C00001,train,data/images/frame_00200.npy,frame,200,586fdd14fd49a55b86a869ceb89ff15d2eda5a672cfdb012faaee53cd043c674,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00201.npy,frame,201,6ef7f5983f668e742841ea1a1381a3c454c1a2c6d37b282b477b19319502a3aa,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00202.npy,frame,202,dc64f85345a998751096b3fb1b9c0ce984602ae7ad31e018f9d7559511497cb6,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00203.npy,frame,203,6d1d5a25e0fafcdb65595b2bb7ec2ec431e2c3609267cae692ebfec3b97e877b,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00204.npy,frame,204,718ec150aad5fec276a3bcb6c9718b13489d1eadf98bbab6a27b1c411648ed44,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00205.npy,frame,205,a1078735a911aebeeadeffa2c8493496ad2ebfbad8427d81c61ad19eb797ab47,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00206.npy,frame,206,6f593c34e56d784c2a1c68f08927cec3d64e0fd52c360384c2cecf1b97dde5a3,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00207.npy,frame,207,5be0b2f894f4b1aba9b841a22cc4c02184007e144234a08c6fec1b2f216311f8,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00208.npy,frame,208,09c68516de120da1152bfee33efd0301e7699dff5ac9809eb254c2efd38559fb,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00209.npy,frame,209,3d17779dbd1369993be843dd514557d0a0b00a9bf5db04400f10cb353ab37509,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00210.npy,frame,210,26f49594e7f2247705b3d65eb15f3a75856790a7fdbfcdc1b1f91153317eb1d4,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00211.npy,frame,211,2bf8de17a1a559763b7a621a6dbbfbc347b4591651657f42ee3dee761e6c82ce,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00212.npy,frame,212,5290d2e74cf18304bbd21e7f210d5f5469fbbd78a647386de02cedcad0d4defe,0,4077,frame_distance_le_16
C00001,train,data/images/frame_00213.npy,frame,213,8523ee96cb74003c65a588c95c29486239e6278ed1f0ede9dbca83ac63de033c,0,4077,frame_distance_le_16
C00001,train,data/images/frame_00214.npy,frame,214,dacffc73bfb09b06c347614d1cf532e387df54698738568fafd0433e31e82758,0,4077,frame_distance_le_16
C00001,train,data/images/frame_00215.npy,frame,215,7179cc8296d6d9bdee413711aeed7f103b6334ea13a8d12052767ceff5b36586,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00216.npy,frame,216,db5a62daabace380fc689890d52c9befecf8ebab4aca2e123ccb50f1a86a4687,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00217.npy,frame,217,b53caabff79fe453e1348c61cce917e5b864ee7573ada14266b6d3af9b3708e6,0,4077,frame_distance_le_16
C00001,train,data/images/frame_00218.npy,frame,218,52122dcbff91e545424cf080759ed55a1a4516dcecc6bf66ad117902e52afc33,0,4077,frame_distance_le_16
C00001,train,data/images/frame_00219.npy,frame,219,399328b60bcbfacc5b70797bb6f48a0042ea6954659299efcd5f8a7ef16852e1,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00220.npy,frame,220,35f14aab6b21d873d8fd29bb1d97de33a9736e10f94ee34a3e4d8f4665e59ca7,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00221.npy,frame,221,0d87b73df3079c14a9478ce9fe7a5694f1dfaabf307ae80225d303472c8fa0d5,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00222.npy,frame,222,9eedfa0a0ae543dfd745108487dbaf5c4c89228a989a247e87e35d8607795746,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00223.npy,frame,223,53c58423833c83fda60b5deffa2640e00e9045ef8b61b45b77083b2cb310c0d7,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00224.npy,frame,224,843c03d1f46414d715e893be0c2e50cda62bcd67670721663e9027cc9134420f,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00225.npy,frame,225,43910eedd4114ee6675350331e9bf2ccffc4ad91a4ac5fbd23e0e8cbcdd633bb,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00226.npy,frame,226,d55a484ab091d6f6c8b5fc7c965eb9f375807ca379da061f346a5640f242c217,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00227.npy,frame,227,38056899c1565f915eb6a2a0524f64ba80066daa1b956a3ab29d4f383488c825,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00228.npy,frame,228,a784a5ca8a4b40ae9a746bb1975f056b2edf5bf1cb808de35ca892836a9e1bb4,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00229.npy,frame,229,a2f6a038745fb2ac7ae0c72c7659b8ba12623f394dd293def1a56bf58680db13,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00230.npy,frame,230,16900cc534e695bbaa9b60967eb8dfcb8a5c13feab57cabf5811c3c1fc9a31e1,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00231.npy,frame,231,1dc3ef842703c0b9a1b4742f4dac5280d7fa63979d6006804b40a48136e47062,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00232.npy,frame,232,f20719d3121d620bb86f8fe1c0634b4ed7a5af3ebe3ccff09b498b96a99672da,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00233.npy,frame,233,bd8ebd18b91a37a3b5550829ed7bc54f58d58ccd5402ebb5321afef1f806ac14,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00234.npy,frame,234,f6d4d723f8ffa596df2992af1e8641b0bb989ff84026f869ac0a804094b760bb,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00235.npy,frame,235,a8dd219a031f3b2810fb9f307b134727f51c43487f35013ebbac947ef7dc2c82,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00236.npy,frame,236,b2df3945834de8fb0845355be209e91ae77f2b840f4aeb8bf4d68ab18f4be2d5,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00237.npy,frame,237,cb3b9c1792647f751e294957c8b7503f69eb98cbb79a2804fd3737a64abfb185,2,4077,frame_distance_le_16
C00001,train,data/images/frame_00238.npy,frame,238,49ca54c17d8686283937bea3fea4f87cf2ab77c38fdd91a99133db9e24656609,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00239.npy,frame,239,070290380ba5ff86a398e0680f60706a8b3e23a1f4ff35c14b02e7e5c3254ba7,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00240.npy,frame,240,3b6372143566b24b5bc51dac29d898ef716ca9a0eac37ebb6bee9619fa1b3787,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00241.npy,frame,241,560768b1699917d9e3561ed405e682dc66a04cb251cf4ec3aea4bc8151d552d7,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00242.npy,frame,242,d9046f7e663f7dd3465025b6f394fca64c71601564936f3b1e2d7942b1e061ec,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00243.npy,frame,243,31c623a9260be29fc07d8bef2d705414666496907cc7f94d469b9d7c043bc3a5,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00244.npy,frame,244,6bf730945e44e6150cd499e1020e6a06a5731242016437a8b152354ad0e279c6,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00245.npy,frame,245,7ec84a558995df2b07d85dd6d76469dce0c6feacf352b76d049cdd1bb8610ed1,1,4077,frame_distance_le_16
C00001,train,data/images/frame_00246.npy,frame,246,ae2ff30ad84e4100a9180fc48c8b359fe7b089f686023e7d0f720925e5a3670f,1,4077,frame_distance_le_16
