split,sequence,modality,missing_from_union_count,first_missing_indices,non_numeric_filenames,duplicate_numeric_indices
train,0232,event,0,,0,0
train,0233,rgb,0,,1,0
train,0233,ir,0,,0,0
train,0233,event,0,,0,0
train,0234,rgb,0,,1,0
train,0234,ir,0,,0,0
train,0234,event,0,,0,0
train,0235,rgb,0,,1,0
train,0235,ir,0,,0,0
train,0235,event,0,,0,0
train,0236,rgb,0,,1,0
train,0236,ir,0,,0,0
train,0236,event,0,,0,0
train,0237,rgb,0,,1,0
train,0237,ir,0,,0,0
train,0237,event,0,,0,0
train,0238,rgb,0,,1,0
train,0238,ir,0,,0,0
train,0238,event,0,,0,0
train,0239,rgb,0,,1,0
train,0239,ir,0,,0,0
train,0239,event,0,,0,0
train,0240,rgb,0,,1,0
train,0240,ir,0,,0,0
train,0240,event,0,,0,0
train,0241,rgb,0,,1,0
train,0241,ir,0,,0,0
train,0241,event,0,,0,0
train,0242,rgb,0,,1,0
train,0242,ir,0,,0,0
train,0242,event,0,,0,0
train,0243,rgb,0,,1,0
train,0243,ir,0,,0,0
train,0243,event,0,,0,0
train,0244,rgb,0,,1,0
train,0244,ir,0,,0,0
train,0244,event,0,,0,0
train,0245,rgb,0,,1,0
train,0245,ir,0,,0,0
train,0245,event,0,,0,0
train,0246,rgb,0,,1,0
train,0246,ir,0,,0,0
train,0246,event,0,,0,0
train,0247,rgb,0,,1,0
train,0247,ir,0,,0,0
train,0247,event,0,,0,0
train,0248,rgb,0,,1,0
train,0248,ir,0,,0,0
train,0248,event,0,,0,0
train,0249,rgb,0,,1,0
train,0249,ir,0,,0,0
train,0249,event,0,,0,0
train,0250,rgb,0,,1,0
train,0250,ir,0,,0,0
train,0250,event,0,,0,0
train,0251,rgb,0,,1,0
train,0251,ir,0,,0,0
train,0251,event,0,,0,0
train,0252,rgb,0,,1,0
train,0252,ir,0,,0,0
train,0252,event,0,,0,0
train,0253,rgb,0,,1,0
train,0253,ir,0,,0,0
train,0253,event,0,,0,0
train,0254,rgb,0,,1,0
train,0254,ir,0,,0,0
train,0254,event,0,,0,0
train,0256,rgb,0,,1,0
train,0256,ir,0,,0,0
train,0256,event,0,,0,0
train,0257,rgb,0,,1,0
train,0257,ir,0,,0,0
train,0257,event,0,,0,0
train,0258,rgb,0,,1,0
train,0258,ir,0,,0,0
train,0258,event,0,,0,0
train,0259,rgb,0,,1,0
train,0259,ir,0,,0,0
train,0259,event,0,,0,0
train,0260,rgb,0,,1,0
train,0260,ir,0,,0,0
train,0260,event,0,,0,0
train,0261,rgb,0,,1,0
train,0261,ir,0,,0,0
train,0261,event,0,,0,0
train,0262,rgb,0,,1,0
train,0262,ir,0,,0,0
train,0262,event,0,,0,0
train,0263,rgb,0,,1,0
train,0263,ir,0,,0,0
train,0263,event,0,,0,0
train,0264,rgb,0,,1,0
train,0264,ir,0,,0,0
train,0264,event,0,,0,0
train,0265,rgb,0,,1,0
train,0265,ir,0,,0,0
train,0265,event,0,,0,0
train,0266,rgb,0,,1,0
train,0266,ir,0,,0,0
train,0266,event,0,,0,0
train,0267,rgb,0,,1,0
train,0267,ir,0,,0,0
train,0267,event,0,,0,0
train,0268,rgb,0,,1,0
train,0268,ir,0,,0,0
train,0268,event,0,,0,0
train,0271,rgb,0,,1,0
train,0271,ir,0,,0,0
train,0271,event,0,,0,0
train,0272,rgb,0,,1,0
train,0272,ir,0,,0,0
train,0272,event,0,,0,0
train,0273,rgb,0,,1,0
train,0273,ir,0,,0,0
train,0273,event,0,,0,0
train,0274,rgb,0,,1,0
train,0274,ir,0,,0,0
train,0274,event,0,,0,0
train,0275,rgb,0,,1,0
train,0275,ir,0,,0,0
train,0275,event,0,,0,0
train,0276,rgb,0,,1,0
train,0276,ir,0,,0,0
train,0276,event,0,,0,0
train,0277,rgb,0,,1,0
train,0277,ir,0,,0,0
train,0277,event,0,,0,0
train,0278,rgb,0,,1,0
train,0278,ir,0,,0,0
train,0278,event,0,,0,0
train,0279,rgb,0,,1,0
train,0279,ir,0,,0,0
train,0279,event,0,,0,0
train,0282,rgb,0,,1,0
train,0282,ir,0,,0,0
train,0282,event,0,,0,0
train,0283,rgb,0,,1,0
train,0283,ir,0,,0,0
train,0283,event,0,,0,0
train,0284,rgb,0,,1,0
train,0284,ir,0,,0,0
train,0284,event,0,,0,0
train,0285,rgb,0,,1,0
train,0285,ir,0,,0,0
train,0285,event,0,,0,0
train,0286,rgb,0,,1,0
train,0286,ir,0,,0,0
train,0286,event,0,,0,0
train,0287,rgb,0,,1,0
train,0287,ir,0,,0,0
train,0287,event,0,,0,0
train,0288,rgb,0,,1,0
train,0288,ir,0,,0,0
train,0288,event,0,,0,0
train,0289,rgb,0,,1,0
train,0289,ir,0,,0,0
train,0289,event,0,,0,0
train,0290,rgb,0,,1,0
train,0290,ir,0,,0,0
train,0290,event,0,,0,0
train,0291,rgb,0,,1,0
train,0291,ir,0,,0,0
train,0291,event,0,,0,0
train,0293,rgb,0,,1,0
train,0293,ir,0,,0,0
train,0293,event,0,,0,0
train,0294,rgb,0,,1,0
train,0294,ir,0,,0,0
train,0294,event,0,,0,0
train,0295,rgb,0,,1,0
train,0295,ir,0,,0,0
train,0295,event,0,,0,0
train,0296,rgb,0,,1,0
train,0296,ir,0,,0,0
train,0296,event,0,,0,0
train,0297,rgb,0,,1,0
train,0297,ir,0,,0,0
train,0297,event,0,,0,0
train,0298,rgb,0,,1,0
train,0298,ir,0,,0,0
train,0298,event,0,,0,0
train,0299,rgb,0,,1,0
train,0299,ir,0,,0,0
train,0299,event,0,,0,0
train,0300,rgb,0,,1,0
train,0300,ir,0,,0,0
train,0300,event,0,,0,0
train,0301,rgb,0,,1,0
train,0301,ir,0,,0,0
train,0301,event,0,,0,0
train,0302,rgb,0,,1,0
train,0302,ir,0,,0,0
train,0302,event,0,,0,0
train,0303,rgb,0,,1,0
train,0303,ir,0,,0,0
train,0303,event,0,,0,0
train,0304,rgb,0,,1,0
train,0304,ir,0,,0,0
train,0304,event,0,,0,0
train,0305,rgb,0,,1,0
train,0305,ir,0,,0,0
train,0305,event,0,,0,0
train,0306,rgb,0,,1,0
train,0306,ir,0,,0,0
train,0306,event,0,,0,0
train,0307,rgb,0,,1,0
train,0307,ir,0,,0,0
train,0307,event,0,,0,0
train,0308,rgb,0,,1,0
train,0308,ir,0,,0,0
train,0308,event,0,,0,0
train,0309,rgb,0,,1,0
train,0309,ir,0,,0,0
train,0309,event,0,,0,0
train,0310,rgb,0,,1,0
train,0310,ir,0,,0,0
train,0310,event,0,,0,0
train,0311,rgb,0,,1,0
train,0311,ir,0,,0,0
train,0311,event,0,,0,0
train,0312,rgb,0,,1,0
train,0312,ir,0,,0,0
train,0312,event,0,,0,0
train,0313,rgb,0,,1,0
train,0313,ir,0,,0,0
train,0313,event,0,,0,0
train,0314,rgb,0,,1,0
train,0314,ir,0,,0,0
train,0314,event,0,,0,0
train,0315,rgb,0,,1,0
train,0315,ir,0,,0,0
train,0315,event,0,,0,0
train,0317,rgb,0,,1,0
train,0317,ir,0,,0,0
train,0317,event,0,,0,0
train,0318,rgb,0,,1,0
train,0318,ir,0,,0,0
train,0318,event,0,,0,0
train,0333,rgb,0,,1,0
train,0333,ir,0,,0,0
train,0333,event,0,,0,0
train,0334,rgb,0,,1,0
train,0334,ir,0,,0,0
train,0334,event,0,,0,0
train,0337,rgb,0,,1,0
train,0337,ir,0,,0,0
train,0337,event,0,,0,0
train,0338,rgb,0,,1,0
train,0338,ir,0,,0,0
train,0338,event,0,,0,0
train,0340,rgb,0,,1,0
train,0340,ir,0,,0,0
train,0340,event,0,,0,0
train,0341,rgb,0,,1,0
train,0341,ir,0,,0,0
train,0341,event,0,,0,0
train,0342,rgb,0,,1,0
train,0342,ir,0,,0,0
train,0342,event,0,,0,0
train,0343,rgb,0,,1,0
train,0343,ir,0,,0,0
train,0343,event,0,,0,0
train,0344,rgb,0,,1,0
train,0344,ir,0,,0,0
train,0344,event,0,,0,0
train,0345,rgb,0,,1,0
train,0345,ir,0,,0,0
train,0345,event,0,,0,0
train,0346,rgb,0,,1,0
train,0346,ir,0,,0,0
train,0346,event,0,,0,0
train,0347,rgb,0,,1,0
train,0347,ir,0,,0,0
train,0347,event,0,,0,0
train,0348,rgb,0,,1,0
train,0348,ir,0,,0,0
train,0348,event,0,,0,0
train,0349,rgb,0,,1,0
train,0349,ir,0,,0,0
train,0349,event,0,,0,0
train,0350,rgb,0,,1,0
train,0350,ir,0,,0,0
train,0350,event,0,,0,0
train,0351,rgb,0,,1,0
train,0351,ir,0,,0,0
train,0351,event,0,,0,0
train,0352,rgb,0,,1,0
train,0352,ir,0,,0,0
train,0352,event,0,,0,0
train,0353,rgb,0,,1,0
train,0353,ir,0,,0,0
train,0353,event,0,,0,0
train,0354,rgb,0,,1,0
train,0354,ir,0,,0,0
train,0354,event,0,,0,0
train,0355,rgb,0,,1,0
train,0355,ir,0,,0,0
train,0355,event,0,,0,0
train,0356,rgb,0,,1,0
train,0356,ir,0,,0,0
train,0356,event,0,,0,0
train,0357,rgb,0,,1,0
train,0357,ir,0,,0,0
train,0357,event,0,,0,0
train,0358,rgb,0,,1,0
train,0358,ir,0,,0,0
train,0358,event,0,,0,0
train,0359,rgb,0,,1,0
train,0359,ir,0,,0,0
train,0359,event,0,,0,0
train,0360,rgb,0,,1,0
train,0360,ir,0,,0,0
train,0360,event,0,,0,0
train,0361,rgb,0,,1,0
train,0361,ir,0,,0,0
train,0361,event,0,,0,0
train,0362,rgb,0,,1,0
train,0362,ir,0,,0,0
train,0362,event,0,,0,0
train,0363,rgb,0,,1,0
train,0363,ir,0,,0,0
train,0363,event,0,,0,0
train,0364,rgb,0,,1,0
train,0364,ir,0,,0,0
train,0364,event,0,,0,0
train,0365,rgb,0,,1,0
train,0365,ir,0,,0,0
train,0365,event,0,,0,0
train,0366,rgb,0,,1,0
train,0366,ir,0,,0,0
train,0366,event,0,,0,0
train,0367,rgb,0,,1,0
train,0367,ir,0,,0,0
train,0367,event,0,,0,0
train,0368,rgb,0,,1,0
train,0368,ir,0,,0,0
train,0368,event,0,,0,0
train,0369,rgb,0,,1,0
train,0369,ir,0,,0,0
train,0369,event,0,,0,0
train,0370,rgb,0,,1,0
train,0370,ir,0,,0,0
train,0370,event,0,,0,0
train,0371,rgb,0,,1,0
train,0371,ir,0,,0,0
train,0371,event,0,,0,0
train,0372,rgb,0,,1,0
train,0372,ir,0,,0,0
train,0372,event,0,,0,0
train,0374,rgb,0,,1,0
train,0374,ir,0,,0,0
train,0374,event,0,,0,0
train,0375,rgb,0,,1,0
train,0375,ir,0,,0,0
train,0375,event,0,,0,0
train,0376,rgb,0,,1,0
train,0376,ir,0,,0,0
train,0376,event,0,,0,0
train,0377,rgb,0,,1,0
train,0377,ir,0,,0,0
train,0377,event,0,,0,0
train,0378,rgb,0,,1,0
train,0378,ir,0,,0,0
train,0378,event,0,,0,0
train,0379,rgb,0,,1,0
train,0379,ir,0,,0,0
train,0379,event,0,,0,0
train,0380,rgb,0,,1,0
train,0380,ir,0,,0,0
train,0380,event,0,,0,0
train,0381,rgb,0,,1,0
train,0381,ir,0,,0,0
train,0381,event,0,,0,0
train,0382,rgb,0,,1,0
train,0382,ir,0,,0,0
train,0382,event,0,,0,0
train,0383,rgb,0,,1,0
train,0383,ir,0,,0,0
train,0383,event,0,,0,0
train,0384,rgb,0,,1,0
train,0384,ir,0,,0,0
train,0384,event,0,,0,0
train,0385,rgb,0,,1,0
train,0385,ir,0,,0,0
train,0385,event,0,,0,0
train,0386,rgb,0,,1,0
train,0386,ir,0,,0,0
train,0386,event,0,,0,0
train,0387,rgb,0,,1,0
train,0387,ir,0,,0,0
train,0387,event,0,,0,0
train,0388,rgb,0,,1,0
train,0388,ir,0,,0,0
train,0388,event,0,,0,0
train,0389,rgb,0,,1,0
train,0389,ir,0,,0,0
train,0389,event,0,,0,0
train,0390,rgb,0,,1,0
train,0390,ir,0,,0,0
train,0390,event,0,,0,0
train,0391,rgb,0,,1,0
train,0391,ir,0,,0,0
train,0391,event,0,,0,0
train,0392,rgb,0,,1,0
train,0392,ir,0,,0,0
train,0392,event,0,,0,0
train,0393,rgb,0,,1,0
train,0393,ir,0,,0,0
train,0393,event,0,,0,0
train,0394,rgb,0,,1,0
train,0394,ir,0,,0,0
train,0394,event,0,,0,0
train,0395,rgb,0,,1,0
train,0395,ir,0,,0,0
train,0395,event,0,,0,0
train,0396,rgb,0,,1,0
train,0396,ir,0,,0,0
train,0396,event,0,,0,0
train,0397,rgb,0,,1,0
train,0397,ir,0,,0,0
train,0397,event,0,,0,0
train,0398,rgb,0,,1,0
train,0398,ir,0,,0,0
train,0398,event,0,,0,0
train,0399,rgb,0,,1,0
train,0399,ir,0,,0,0
train,0399,event,0,,0,0
train,0400,rgb,0,,1,0
train,0400,ir,0,,0,0
train,0400,event,0,,0,0
train,0401,rgb,0,,1,0
train,0401,ir,0,,0,0
train,0401,event,0,,0,0
train,0402,rgb,0,,1,0
train,0402,ir,0,,0,0
train,0402,event,0,,0,0
train,0403,rgb,0,,1,0
train,0403,ir,0,,0,0
train,0403,event,0,,0,0
train,0404,rgb,0,,1,0
train,0404,ir,0,,0,0
train,0404,event,0,,0,0
train,0405,rgb,0,,1,0
train,0405,ir,0,,0,0
train,0405,event,0,,0,0
train,0407,rgb,0,,1,0
train,0407,ir,0,,0,0
train,0407,event,0,,0,0
train,0410,rgb,0,,1,0
train,0410,ir,0,,0,0
train,0410,event,0,,0,0
train,0411,rgb,0,,1,0
train,0411,ir,0,,0,0
train,0411,event,0,,0,0
train,0412,rgb,0,,1,0
train,0412,ir,0,,0,0
train,0412,event,0,,0,0
train,0413,rgb,0,,1,0
train,0413,ir,0,,0,0
train,0413,event,0,,0,0
train,0414,rgb,0,,1,0
train,0414,ir,0,,0,0
train,0414,event,0,,0,0
train,0415,rgb,0,,1,0
train,0415,ir,0,,0,0
train,0415,event,0,,0,0
train,0416,rgb,0,,1,0
train,0416,ir,0,,0,0
train,0416,event,0,,0,0
train,0417,rgb,0,,1,0
train,0417,ir,0,,0,0
train,0417,event,0,,0,0
train,0418,rgb,0,,1,0
train,0418,ir,0,,0,0
train,0418,event,0,,0,0
train,0419,rgb,0,,1,0
train,0419,ir,0,,0,0
train,0419,event,0,,0,0
train,0420,rgb,0,,1,0
train,0420,ir,0,,0,0
train,0420,event,0,,0,0
train,0423,rgb,0,,1,0
train,0423,ir,0,,0,0
train,0423,event,0,,0,0
train,0424,rgb,0,,1,0
train,0424,ir,0,,0,0
train,0424,event,0,,0,0
train,0425,rgb,0,,1,0
train,0425,ir,0,,0,0
train,0425,event,0,,0,0
train,0426,rgb,0,,1,0
train,0426,ir,0,,0,0
train,0426,event,0,,0,0
train,0428,rgb,0,,1,0
train,0428,ir,0,,0,0
train,0428,event,0,,0,0
train,0429,rgb,0,,1,0
train,0429,ir,0,,0,0
train,0429,event,0,,0,0
train,0430,rgb,0,,1,0
train,0430,ir,0,,0,0
train,0430,event,0,,0,0
train,0431,rgb,0,,1,0
train,0431,ir,0,,0,0
train,0431,event,0,,0,0
train,0432,rgb,0,,1,0
train,0432,ir,0,,0,0
train,0432,event,0,,0,0
train,0433,rgb,0,,1,0
train,0433,ir,0,,0,0
train,0433,event,0,,0,0
train,0434,rgb,0,,1,0
train,0434,ir,0,,0,0
train,0434,event,0,,0,0
train,0435,rgb,0,,1,0
train,0435,ir,0,,0,0
train,0435,event,0,,0,0
train,0436,rgb,0,,1,0
train,0436,ir,0,,0,0
train,0436,event,0,,0,0
train,0437,rgb,0,,1,0
train,0437,ir,0,,0,0
train,0437,event,0,,0,0
train,0438,rgb,0,,1,0
train,0438,ir,0,,0,0
train,0438,event,0,,0,0
train,0439,rgb,0,,1,0
train,0439,ir,0,,0,0
train,0439,event,0,,0,0
train,0440,rgb,0,,1,0
train,0440,ir,0,,0,0
train,0440,event,0,,0,0
train,0441,rgb,0,,1,0
train,0441,ir,0,,0,0
train,0441,event,0,,0,0
train,0442,rgb,0,,1,0
train,0442,ir,0,,0,0
train,0442,event,0,,0,0
train,0443,rgb,0,,1,0
train,0443,ir,0,,0,0
train,0443,event,0,,0,0
train,0444,rgb,0,,1,0
train,0444,ir,0,,0,0
train,0444,event,0,,0,0
train,0445,rgb,0,,1,0
train,0445,ir,0,,0,0
train,0445,event,0,,0,0
train,0446,rgb,0,,1,0
train,0446,ir,0,,0,0
train,0446,event,0,,0,0
train,0447,rgb,0,,1,0
train,0447,ir,0,,0,0
train,0447,event,0,,0,0
train,0448,rgb,0,,1,0
train,0448,ir,0,,0,0
train,0448,event,0,,0,0
train,0449,rgb,0,,1,0
train,0449,ir,0,,0,0
train,0449,event,0,,0,0
train,0450,rgb,0,,1,0
train,0450,ir,0,,0,0
train,0450,event,0,,0,0
train,0451,rgb,0,,1,0
train,0451,ir,0,,0,0
train,0451,event,0,,0,0
train,0452,rgb,0,,1,0
train,0452,ir,0,,0,0
train,0452,event,0,,0,0
train,0453,rgb,0,,1,0
train,0453,ir,0,,0,0
train,0453,event,0,,0,0
train,0454,rgb,0,,1,0
train,0454,ir,0,,0,0
train,0454,event,0,,0,0
train,0455,rgb,0,,1,0
train,0455,ir,0,,0,0
train,0455,event,0,,0,0
train,0456,rgb,0,,1,0
train,0456,ir,0,,0,0
train,0456,event,0,,0,0
train,0457,rgb,0,,1,0
train,0457,ir,0,,0,0
train,0457,event,0,,0,0
train,0458,rgb,0,,1,0
train,0458,ir,0,,0,0
train,0458,event,0,,0,0
train,0459,rgb,0,,1,0
train,0459,ir,0,,0,0
train,0459,event,0,,0,0
train,0460,rgb,0,,1,0
train,0460,ir,0,,0,0
train,0460,event,0,,0,0
train,0461,rgb,0,,1,0
train,0461,ir,0,,0,0
train,0461,event,0,,0,0
train,0462,rgb,0,,1,0
train,0462,ir,0,,0,0
train,0462,event,0,,0,0
train,0463,rgb,0,,1,0
train,0463,ir,0,,0,0
train,0463,event,0,,0,0
train,0464,rgb,0,,1,0
train,0464,ir,0,,0,0
train,0464,event,0,,0,0
train,0465,rgb,0,,1,0
train,0465,ir,0,,0,0
train,0465,event,0,,0,0
train,0466,rgb,0,,1,0
train,0466,ir,0,,0,0
train,0466,event,0,,0,0
train,0467,rgb,0,,1,0
train,0467,ir,0,,0,0
train,0467,event,0,,0,0
train,0468,rgb,0,,1,0
train,0468,ir,0,,0,0
train,0468,event,0,,0,0
train,0469,rgb,0,,1,0
train,0469,ir,0,,0,0
train,0469,event,0,,0,0
train,0470,rgb,0,,1,0
train,0470,ir,0,,0,0
train,0470,event,0,,0,0
train,0471,rgb,0,,1,0
train,0471,ir,0,,0,0
train,0471,event,0,,0,0
train,0472,rgb,0,,1,0
train,0472,ir,0,,0,0
train,0472,event,0,,0,0
train,0473,rgb,0,,1,0
train,0473,ir,0,,0,0
train,0473,event,0,,0,0
train,0474,rgb,0,,1,0
train,0474,ir,0,,0,0
train,0474,event,0,,0,0
train,0475,rgb,0,,1,0
train,0475,ir,0,,0,0
train,0475,event,0,,0,0
train,0476,rgb,0,,1,0
train,0476,ir,0,,0,0
train,0476,event,0,,0,0
train,0477,rgb,0,,1,0
train,0477,ir,0,,0,0
train,0477,event,0,,0,0
train,0478,rgb,0,,1,0
train,0478,ir,0,,0,0
train,0478,event,0,,0,0
train,0479,rgb,0,,1,0
train,0479,ir,0,,0,0
train,0479,event,0,,0,0
train,0480,rgb,0,,1,0
train,0480,ir,0,,0,0
train,0480,event,0,,0,0
train,0481,rgb,0,,1,0
train,0481,ir,0,,0,0
train,0481,event,0,,0,0
train,0482,rgb,0,,1,0
train,0482,ir,0,,0,0
train,0482,event,0,,0,0
train,0483,rgb,0,,1,0
train,0483,ir,0,,0,0
train,0483,event,0,,0,0
train,0484,rgb,0,,1,0
train,0484,ir,0,,0,0
train,0484,event,0,,0,0
train,0485,rgb,0,,1,0
train,0485,ir,0,,0,0
train,0485,event,0,,0,0
train,0486,rgb,0,,1,0
train,0486,ir,0,,0,0
train,0486,event,0,,0,0
train,0487,rgb,0,,1,0
train,0487,ir,0,,0,0
train,0487,event,0,,0,0
train,0488,rgb,0,,1,0
train,0488,ir,0,,0,0
train,0488,event,0,,0,0
train,0490,rgb,0,,1,0
train,0490,ir,0,,0,0
train,0490,event,0,,0,0
train,0491,rgb,0,,1,0
train,0491,ir,0,,0,0
train,0491,event,0,,0,0
train,0492,rgb,0,,1,0
train,0492,ir,0,,0,0
train,0492,event,0,,0,0
train,0493,rgb,0,,1,0
train,0493,ir,0,,0,0
train,0493,event,0,,0,0
train,0494,rgb,0,,1,0
train,0494,ir,0,,0,0
train,0494,event,0,,0,0
train,0495,rgb,0,,1,0
train,0495,ir,0,,0,0
train,0495,event,0,,0,0
train,0496,rgb,0,,1,0
train,0496,ir,0,,0,0
train,0496,event,0,,0,0
train,0497,rgb,0,,1,0
train,0497,ir,0,,0,0
train,0497,event,0,,0,0
train,0498,rgb,0,,1,0
train,0498,ir,0,,0,0
train,0498,event,0,,0,0
train,0499,rgb,0,,1,0
train,0499,ir,0,,0,0
train,0499,event,0,,0,0
train,0500,rgb,0,,1,0
train,0500,ir,0,,0,0
train,0500,event,0,,0,0
train,0501,rgb,0,,1,0
train,0501,ir,0,,0,0
train,0501,event,0,,0,0
train,0502,rgb,0,,1,0
train,0502,ir,0,,0,0
train,0502,event,0,,0,0
train,0503,rgb,0,,1,0
train,0503,ir,0,,0,0
train,0503,event,0,,0,0
train,0504,rgb,0,,1,0
train,0504,ir,0,,0,0
train,0504,event,0,,0,0
train,0505,rgb,0,,1,0
train,0505,ir,0,,0,0
train,0505,event,0,,0,0
train,0506,rgb,0,,1,0
train,0506,ir,0,,0,0
train,0506,event,0,,0,0
train,0507,rgb,0,,1,0
train,0507,ir,0,,0,0
train,0507,event,0,,0,0
train,0509,rgb,0,,1,0
train,0509,ir,0,,0,0
train,0509,event,0,,0,0
train,0511,rgb,0,,1,0
train,0511,ir,0,,0,0
train,0511,event,0,,0,0
train,0512,rgb,0,,1,0
train,0512,ir,0,,0,0
train,0512,event,0,,0,0
train,0513,rgb,0,,1,0
train,0513,ir,0,,0,0
train,0513,event,0,,0,0
train,0514,rgb,0,,1,0
train,0514,ir,0,,0,0
train,0514,event,0,,0,0
train,0515,rgb,0,,1,0
train,0515,ir,0,,0,0
train,0515,event,0,,0,0
train,0516,rgb,0,,1,0
train,0516,ir,0,,0,0
train,0516,event,0,,0,0
train,0517,rgb,0,,1,0
train,0517,ir,0,,0,0
train,0517,event,0,,0,0
train,0518,rgb,0,,1,0
train,0518,ir,0,,0,0
train,0518,event,0,,0,0
train,0519,rgb,0,,1,0
train,0519,ir,0,,0,0
train,0519,event,0,,0,0
train,0520,rgb,0,,1,0
train,0520,ir,0,,0,0
train,0520,event,0,,0,0
train,0521,rgb,0,,1,0
train,0521,ir,0,,0,0
train,0521,event,0,,0,0
train,0522,rgb,0,,1,0
train,0522,ir,0,,0,0
train,0522,event,0,,0,0
train,0523,rgb,0,,1,0
train,0523,ir,0,,0,0
train,0523,event,0,,0,0
train,0524,rgb,0,,1,0
train,0524,ir,0,,0,0
train,0524,event,0,,0,0
train,0525,rgb,0,,1,0
train,0525,ir,0,,0,0
train,0525,event,0,,0,0
train,0526,rgb,0,,1,0
train,0526,ir,0,,0,0
train,0526,event,0,,0,0
train,0527,rgb,0,,1,0
train,0527,ir,0,,0,0
train,0527,event,0,,0,0
train,0528,rgb,0,,1,0
train,0528,ir,0,,0,0
train,0528,event,0,,0,0
train,0529,rgb,0,,1,0
train,0529,ir,0,,0,0
train,0529,event,0,,0,0
train,0530,rgb,0,,1,0
train,0530,ir,0,,0,0
train,0530,event,0,,0,0
train,0531,rgb,0,,1,0
train,0531,ir,0,,0,0
train,0531,event,0,,0,0
train,0532,rgb,0,,1,0
train,0532,ir,0,,0,0
train,0532,event,0,,0,0
train,0533,rgb,0,,1,0
train,0533,ir,0,,0,0
train,0533,event,0,,0,0
train,0534,rgb,0,,1,0
train,0534,ir,0,,0,0
train,0534,event,0,,0,0
train,0535,rgb,0,,1,0
train,0535,ir,0,,0,0
train,0535,event,0,,0,0
train,0536,rgb,0,,1,0
train,0536,ir,0,,0,0
train,0536,event,0,,0,0
train,0537,rgb,0,,1,0
train,0537,ir,0,,0,0
train,0537,event,0,,0,0
train,0538,rgb,0,,1,0
train,0538,ir,0,,0,0
train,0538,event,0,,0,0
train,0539,rgb,0,,1,0
train,0539,ir,0,,0,0
train,0539,event,0,,0,0
train,0540,rgb,0,,1,0
train,0540,ir,0,,0,0
train,0540,event,0,,0,0
train,0541,rgb,0,,1,0
train,0541,ir,0,,0,0
train,0541,event,0,,0,0
train,0542,rgb,0,,1,0
train,0542,ir,0,,0,0
train,0542,event,0,,0,0
train,0543,rgb,0,,1,0
train,0543,ir,0,,0,0
train,0543,event,0,,0,0
train,0544,rgb,0,,1,0
train,0544,ir,0,,0,0
train,0544,event,0,,0,0
train,0545,rgb,0,,1,0
train,0545,ir,0,,0,0
train,0545,event,0,,0,0
train,0546,rgb,0,,1,0
train,0546,ir,0,,0,0
train,0546,event,0,,0,0
train,0547,rgb,0,,1,0
train,0547,ir,0,,0,0
train,0547,event,0,,0,0
train,0548,rgb,0,,1,0
train,0548,ir,0,,0,0
train,0548,event,0,,0,0
train,0549,rgb,0,,1,0
train,0549,ir,0,,0,0
train,0549,event,0,,0,0
train,0550,rgb,0,,1,0
train,0550,ir,0,,0,0
train,0550,event,0,,0,0
train,0552,rgb,0,,1,0
train,0552,ir,0,,0,0
train,0552,event,0,,0,0
train,0553,rgb,0,,1,0
train,0553,ir,0,,0,0
train,0553,event,0,,0,0
train,0554,rgb,0,,1,0
train,0554,ir,0,,0,0
train,0554,event,0,,0,0
train,0555,rgb,0,,1,0
train,0555,ir,0,,0,0
train,0555,event,0,,0,0
train,0556,rgb,0,,1,0
train,0556,ir,0,,0,0
train,0556,event,0,,0,0
train,0557,rgb,0,,1,0
train,0557,ir,0,,0,0
train,0557,event,0,,0,0
train,0558,rgb,0,,1,0
train,0558,ir,0,,0,0
train,0558,event,0,,0,0
train,0559,rgb,0,,1,0
train,0559,ir,0,,0,0
train,0559,event,0,,0,0
train,0560,rgb,0,,1,0
train,0560,ir,0,,0,0
train,0560,event,0,,0,0
train,0572,rgb,0,,1,0
train,0572,ir,0,,0,0
train,0572,event,0,,0,0
train,0573,rgb,0,,1,0
train,0573,ir,0,,0,0
train,0573,event,0,,0,0
train,0574,rgb,0,,1,0
train,0574,ir,0,,0,0
train,0574,event,0,,0,0
train,0575,rgb,0,,1,0
train,0575,ir,0,,0,0
train,0575,event,0,,0,0
train,0576,rgb,0,,1,0
train,0576,ir,0,,0,0
train,0576,event,0,,0,0
train,0577,rgb,0,,1,0
train,0577,ir,0,,0,0
train,0577,event,0,,0,0
train,0578,rgb,0,,1,0
train,0578,ir,0,,0,0
train,0578,event,0,,0,0
train,0579,rgb,0,,1,0
train,0579,ir,0,,0,0
train,0579,event,0,,0,0
train,0580,rgb,0,,1,0
train,0580,ir,0,,0,0
train,0580,event,0,,0,0
train,0584,rgb,0,,1,0
train,0584,ir,0,,0,0
train,0584,event,0,,0,0
train,0585,rgb,0,,1,0
train,0585,ir,0,,0,0
train,0585,event,0,,0,0
train,0586,rgb,0,,1,0
train,0586,ir,0,,0,0
train,0586,event,0,,0,0
train,0587,rgb,0,,1,0
train,0587,ir,0,,0,0
train,0587,event,0,,0,0
train,0589,rgb,0,,1,0
train,0589,ir,0,,0,0
train,0589,event,0,,0,0
train,0590,rgb,0,,1,0
train,0590,ir,0,,0,0
train,0590,event,0,,0,0
train,0591,rgb,0,,1,0
train,0591,ir,0,,0,0
train,0591,event,0,,0,0
train,0592,rgb,0,,1,0
train,0592,ir,0,,0,0
