component_id,sample_id,old_partition
cdc_0246,frame_02058,train
cdc_0247,frame_02061,train
cdc_0247,frame_02062,train
cdc_0248,frame_02063,train
cdc_0248,frame_02064,train
cdc_0249,frame_02068,train
cdc_0249,frame_02070,train
cdc_0249,frame_02071,train
cdc_0250,frame_02072,train
cdc_0250,frame_02077,train
cdc_0250,frame_02078,train
cdc_0250,frame_02079,train
cdc_0251,frame_02074,train
cdc_0251,frame_02075,train
cdc_0251,frame_02076,train
cdc_0252,frame_02083,train
cdc_0252,frame_02084,train
cdc_0253,frame_02085,train
cdc_0253,frame_02086,train
cdc_0254,frame_02094,train
cdc_0254,frame_02095,train
cdc_0255,frame_02113,val
cdc_0255,frame_02117,val
cdc_0256,frame_02115,val
cdc_0256,frame_02116,val
cdc_0257,frame_02127,val
cdc_0257,frame_02128,val
cdc_0258,frame_02130,val
cdc_0258,frame_02131,val
cdc_0259,frame_02132,val
cdc_0259,frame_02135,val
cdc_0260,frame_02136,val
cdc_0260,frame_02137,val
cdc_0260,frame_02138,val
cdc_0260,frame_02139,val
cdc_0261,frame_02148,val
cdc_0261,frame_02149,val
cdc_0261,frame_02150,val
cdc_0262,frame_02151,val
cdc_0262,frame_02153,val
cdc_0263,frame_02160,val
cdc_0263,frame_02161,val
cdc_0263,frame_02162,val
cdc_0264,frame_02178,val
cdc_0264,frame_02179,val
cdc_0265,frame_02184,val
cdc_0265,frame_02185,val
cdc_0265,frame_02186,val
cdc_0265,frame_02187,val
cdc_0266,frame_02192,val
cdc_0266,frame_02193,val
cdc_0266,frame_02194,val
cdc_0267,frame_02199,val
cdc_0267,frame_02200,val
cdc_0268,frame_02202,val
cdc_0268,frame_02203,val
cdc_0268,frame_02204,val
cdc_0268,frame_02205,val
cdc_0268,frame_02206,val
cdc_0268,frame_02207,val
cdc_0269,frame_02211,val
cdc_0269,frame_02212,val
cdc_0270,frame_02213,val
cdc_0270,frame_02214,val
cdc_0271,frame_02220,val
cdc_0271,frame_02222,val
cdc_0272,frame_02223,val
cdc_0272,frame_02224,val
cdc_0272,frame_02225,val
cdc_0273,frame_02228,val
cdc_0273,frame_02229,val
cdc_0273,frame_02230,val
cdc_0274,frame_02232,val
cdc_0274,frame_02233,val
cdc_0274,frame_02234,val
cdc_0274,frame_02235,val
cdc_0274,frame_02236,val
cdc_0275,frame_02239,val
cdc_0275,frame_02240,val
cdc_0275,frame_02241,val
cdc_0275,frame_02242,val
cdc_0275,frame_02243,val
cdc_0275,frame_02244,val
cdc_0276,frame_02245,val
cdc_0276,frame_02246,val
cdc_0277,frame_02247,val
cdc_0277,frame_02248,val
cdc_0277,frame_02249,val
cdc_0278,frame_02254,val
cdc_0278,frame_02255,val
cdc_0279,frame_02262,val
cdc_0279,frame_02263,val
cdc_0280,frame_02264,val
cdc_0280,frame_02265,val
cdc_0281,frame_02270,val
cdc_0281,frame_02271,val
cdc_0281,frame_02272,val
cdc_0281,frame_02273,val
cdc_0281,frame_02274,val
cdc_0281,frame_02275,val
cdc_0281,frame_02276,val
cdc_0282,frame_02279,val
cdc_0282,frame_02280,val
cdc_0283,frame_02282,val
cdc_0283,frame_02283,val
cdc_0283,frame_02284,val
cdc_0284,frame_02289,val
cdc_0284,frame_02290,val
cdc_0285,frame_02291,val
cdc_0285,frame_02292,val
cdc_0285,frame_02293,val
cdc_0285,frame_02294,val
cdc_0286,frame_02321,train
cdc_0286,frame_02322,train
cdc_0287,frame_02323,train
cdc_0287,frame_02324,train
cdc_0288,frame_02333,train
cdc_0288,frame_02334,train
cdc_0288,frame_02335,train
cdc_0288,frame_02336,train
cdc_0288,frame_02337,train
cdc_0289,frame_02347,train
cdc_0289,frame_02348,train
cdc_0289,frame_02349,train
cdc_0290,frame_02356,train
cdc_0290,frame_02357,train
cdc_0291,frame_02360,train
cdc_0291,frame_02361,train
cdc_0292,frame_02362,train
cdc_0292,frame_02363,train
cdc_0292,frame_02364,train
cdc_0292,frame_02365,train
cdc_0292,frame_02366,train
cdc_0293,frame_02367,train
cdc_0293,frame_02368,train
cdc_0293,frame_02369,train
cdc_0294,frame_02371,train
cdc_0294,frame_02372,train
cdc_0294,frame_02373,train
cdc_0294,frame_02374,train
cdc_0295,frame_02390,train
cdc_0295,frame_02391,train
cdc_0296,frame_02392,train
cdc_0296,frame_02393,train
cdc_0296,frame_02394,train
cdc_0297,frame_02398,train
cdc_0297,frame_02408,train
cdc_0298,frame_02399,train
cdc_0298,frame_02405,train
cdc_0298,frame_02409,train
cdc_0298,frame_02410,train
cdc_0299,frame_02401,train
cdc_0299,frame_02402,train
cdc_0300,frame_02406,train
cdc_0300,frame_02407,train
cdc_0301,frame_02415,train
cdc_0301,frame_02418,train
cdc_0302,frame_02416,train
cdc_0302,frame_02417,train
cdc_0303,frame_02427,train
cdc_0303,frame_02428,train
cdc_0303,frame_02429,train
cdc_0303,frame_02430,train
cdc_0304,frame_02432,train
cdc_0304,frame_02433,train
cdc_0304,frame_02434,train
cdc_0305,frame_02441,train
cdc_0305,frame_02442,train
cdc_0305,frame_02443,train
cdc_0305,frame_02444,train
cdc_0305,frame_02445,train
cdc_0306,frame_02448,train
cdc_0306,frame_02449,train
cdc_0306,frame_02450,train
cdc_0307,frame_02452,train
cdc_0307,frame_02453,train
cdc_0307,frame_02454,train
cdc_0307,frame_02455,train
cdc_0308,frame_02456,train
cdc_0308,frame_02457,train
cdc_0309,frame_02458,train
cdc_0309,frame_02459,train
cdc_0309,frame_02460,train
cdc_0309,frame_02461,train
cdc_0309,frame_02462,train
cdc_0309,frame_02463,train
cdc_0309,frame_02464,train
cdc_0309,frame_02465,train
cdc_0309,frame_02466,train
cdc_0310,frame_02467,train
cdc_0310,frame_02468,train
cdc_0310,frame_02469,train
cdc_0310,frame_02470,train
cdc_0310,frame_02471,train
cdc_0310,frame_02472,train
cdc_0310,frame_02473,train
cdc_0310,frame_02474,train
cdc_0310,frame_02475,train
cdc_0310,frame_02476,train
cdc_0311,frame_02496,val
cdc_0311,frame_02497,val
cdc_0311,frame_02498,val
cdc_0312,frame_02500,val
cdc_0312,frame_02501,val
cdc_0312,frame_02502,val
cdc_0313,frame_02505,val
cdc_0313,frame_02506,val
cdc_0313,frame_02507,val
cdc_0313,frame_02508,val
cdc_0313,frame_02509,val
cdc_0313,frame_02511,val
cdc_0313,frame_02512,val
cdc_0314,frame_02537,val
cdc_0314,frame_02538,val
cdc_0315,frame_02539,val
cdc_0315,frame_02541,val
cdc_0315,frame_02542,val
cdc_0315,frame_02543,val
cdc_0315,frame_02545,val
cdc_0315,frame_02546,val
cdc_0315,frame_02547,val
cdc_0315,frame_02548,val
cdc_0316,frame_02549,val
cdc_0316,frame_02550,val
cdc_0317,frame_02552,val
cdc_0317,frame_02553,val
cdc_0317,frame_02554,val
cdc_0318,frame_02555,val
cdc_0318,frame_02556,val
cdc_0318,frame_02557,val
cdc_0318,frame_02558,val
cdc_0319,frame_02559,val
cdc_0319,frame_02560,val
cdc_0320,frame_02563,val
cdc_0320,frame_02564,val
cdc_0320,frame_02565,val
cdc_0321,frame_02571,val
cdc_0321,frame_02572,val
cdc_0322,frame_02573,val
cdc_0322,frame_02574,val
cdc_0323,frame_02575,val
cdc_0323,frame_02576,val
cdc_0323,frame_02577,val
cdc_0323,frame_02578,val
cdc_0324,frame_02582,val
cdc_0324,frame_02583,val
cdc_0324,frame_02584,val
cdc_0324,frame_02585,val
cdc_0324,frame_02586,val
cdc_0324,frame_02587,val
cdc_0324,frame_02588,val
cdc_0325,frame_02592,val
cdc_0325,frame_02593,val
cdc_0326,frame_02595,val
cdc_0326,frame_02596,val
cdc_0327,frame_02600,val
cdc_0327,frame_02601,val
cdc_0328,frame_02602,val
cdc_0328,frame_02603,val
cdc_0328,frame_02604,val
cdc_0328,frame_02605,val
cdc_0328,frame_02606,val
cdc_0329,frame_02611,val
cdc_0329,frame_02612,val
cdc_0330,frame_02644,train
cdc_0330,frame_02645,train
cdc_0330,frame_02646,train
cdc_0331,frame_02651,train
cdc_0331,frame_02652,train
cdc_0332,frame_02654,train
cdc_0332,frame_02655,train
cdc_0333,frame_02657,train
cdc_0333,frame_02658,train
cdc_0334,frame_02679,train
cdc_0334,frame_02685,train
cdc_0334,frame_02686,train
cdc_0335,frame_02682,train
cdc_0335,frame_02683,train
cdc_0336,frame_02703,train
cdc_0336,frame_02704,train
cdc_0337,frame_02714,train
cdc_0337,frame_02715,train
cdc_0338,frame_02718,train
cdc_0338,frame_02719,train
cdc_0339,frame_02720,train
cdc_0339,frame_02721,train
cdc_0340,frame_02730,train
cdc_0340,frame_02731,train
cdc_0341,frame_02736,train
cdc_0341,frame_02737,train
cdc_0342,frame_02745,train
cdc_0342,frame_02746,train
cdc_0343,frame_02750,train
cdc_0343,frame_02751,train
cdc_0344,frame_02759,train
cdc_0344,frame_02760,train
cdc_0344,frame_02762,train
cdc_0345,frame_02770,train
cdc_0345,frame_02771,train
cdc_0345,frame_02772,train
cdc_0346,frame_02773,train
cdc_0346,frame_02774,train
cdc_0346,frame_02775,train
cdc_0346,frame_02776,train
cdc_0346,frame_02777,train
cdc_0346,frame_02778,train
cdc_0347,frame_02780,train
cdc_0347,frame_02782,train
cdc_0348,frame_02783,train
cdc_0348,frame_02788,train
cdc_0349,frame_02785,train
cdc_0349,frame_02786,train
cdc_0349,frame_02789,train
cdc_0349,frame_02790,train
cdc_0349,frame_02794,train
cdc_0349,frame_02795,train
cdc_0349,frame_02796,train
cdc_0349,frame_02797,train
cdc_0349,frame_02798,train
cdc_0349,frame_02799,train
cdc_0349,frame_02800,train
cdc_0349,frame_02801,train
cdc_0350,frame_02803,train
cdc_0350,frame_02806,train
cdc_0350,frame_02807,train
cdc_0350,frame_02808,train
cdc_0350,frame_02809,train
cdc_0350,frame_02821,train
cdc_0351,frame_02810,train
cdc_0351,frame_02811,train
cdc_0351,frame_02819,train
cdc_0352,frame_02814,train
cdc_0352,frame_02815,train
cdc_0353,frame_02829,train
cdc_0353,frame_02830,train
cdc_0354,frame_02832,train
cdc_0354,frame_02833,train
cdc_0354,frame_02834,train
cdc_0354,frame_02835,train
cdc_0354,frame_02836,train
cdc_0354,frame_02842,train
cdc_0354,frame_02843,train
cdc_0354,frame_02844,train
cdc_0354,frame_02845,train
cdc_0354,frame_02854,train
cdc_0354,frame_02855,train
cdc_0354,frame_02856,train
cdc_0354,frame_02857,train
cdc_0354,frame_02858,train
cdc_0354,frame_02859,train
cdc_0354,frame_02860,train
cdc_0354,frame_02861,train
cdc_0354,frame_02862,train
cdc_0354,frame_02863,train
cdc_0355,frame_02837,train
cdc_0355,frame_02838,train
cdc_0355,frame_02840,train
cdc_0355,frame_02841,train
cdc_0356,frame_02849,train
cdc_0356,frame_02850,train
cdc_0357,frame_02880,val
cdc_0357,frame_02881,val
cdc_0357,frame_02882,val
cdc_0357,frame_02883,val
cdc_0358,frame_02885,val
cdc_0358,frame_02886,val
cdc_0359,frame_02888,val
cdc_0359,frame_02889,val
cdc_0359,frame_02890,val
cdc_0360,frame_02892,val
cdc_0360,frame_02893,val
cdc_0360,frame_02894,val
cdc_0360,frame_02895,val
cdc_0360,frame_02896,val
cdc_0361,frame_02898,val
cdc_0361,frame_02899,val
cdc_0361,frame_02900,val
cdc_0361,frame_02901,val
cdc_0361,frame_02902,val
cdc_0361,frame_02903,val
cdc_0361,frame_02904,val
cdc_0362,frame_02906,val
cdc_0362,frame_02907,val
cdc_0362,frame_02908,val
cdc_0362,frame_02909,val
cdc_0362,frame_02910,val
cdc_0362,frame_02911,val
cdc_0363,frame_02913,val
cdc_0363,frame_02914,val
cdc_0364,frame_02925,val
cdc_0364,frame_02926,val
cdc_0364,frame_02927,val
cdc_0365,frame_02928,val
cdc_0365,frame_02929,val
cdc_0366,frame_02930,val
cdc_0366,frame_02931,val
cdc_0367,frame_02932,val
cdc_0367,frame_02933,val
cdc_0368,frame_02934,val
cdc_0368,frame_02935,val
cdc_0369,frame_02963,train
cdc_0369,frame_02964,train
cdc_0370,frame_02966,train
cdc_0370,frame_02967,train
cdc_0371,frame_02985,train
cdc_0371,frame_02986,train
cdc_0371,frame_02987,train
cdc_0371,frame_02988,train
cdc_0372,frame_02990,train
cdc_0372,frame_02991,train
cdc_0373,frame_02995,train
cdc_0373,frame_02996,train
cdc_0374,frame_03001,train
cdc_0374,frame_03002,train
cdc_0375,frame_03005,train
cdc_0375,frame_03006,train
cdc_0376,frame_03022,train
cdc_0376,frame_03023,train
cdc_0377,frame_03030,train
cdc_0377,frame_03031,train
cdc_0377,frame_03032,train
cdc_0377,frame_03033,train
cdc_0378,frame_03035,train
cdc_0378,frame_03036,train
cdc_0378,frame_03037,train
cdc_0378,frame_03038,train
cdc_0379,frame_03041,train
cdc_0379,frame_03042,train
cdc_0380,frame_03046,train
cdc_0380,frame_03047,train
cdc_0380,frame_03048,train
cdc_0381,frame_03049,train
cdc_0381,frame_03050,train
cdc_0382,frame_03052,train
cdc_0382,frame_03053,train
cdc_0383,frame_03054,train
cdc_0383,frame_03055,train
cdc_0384,frame_03060,train
cdc_0384,frame_03061,train
cdc_0384,frame_03062,train
cdc_0384,frame_03063,train
cdc_0384,frame_03064,train
cdc_0384,frame_03065,train
cdc_0384,frame_03066,train
cdc_0384,frame_03067,train
cdc_0385,frame_03077,train
cdc_0385,frame_03078,train
cdc_0386,frame_03079,train
cdc_0386,frame_03080,train
cdc_0386,frame_03083,train
cdc_0386,frame_03084,train
cdc_0387,frame_03093,train
cdc_0387,frame_03094,train
cdc_0388,frame_03111,train
cdc_0388,frame_03112,train
cdc_0389,frame_03124,train
cdc_0389,frame_03125,train
cdc_0390,frame_03127,train
cdc_0390,frame_03128,train
cdc_0391,frame_03148,train
cdc_0391,frame_03149,train
cdc_0391,frame_03151,train
cdc_0392,frame_03154,train
cdc_0392,frame_03155,train
cdc_0392,frame_03159,train
cdc_0393,frame_03156,train
cdc_0393,frame_03157,train
cdc_0393,frame_03158,train
cdc_0394,frame_03160,train
cdc_0394,frame_03162,train
cdc_0395,frame_03163,train
cdc_0395,frame_03164,train
cdc_0396,frame_03168,train
cdc_0396,frame_03169,train
cdc_0397,frame_03170,train
cdc_0397,frame_03171,train
cdc_0398,frame_03172,train
cdc_0398,frame_03173,train
cdc_0399,frame_03176,train
cdc_0399,frame_03177,train
cdc_0400,frame_03182,train
cdc_0400,frame_03186,train
cdc_0401,frame_03198,train
cdc_0401,frame_03199,train
cdc_0402,frame_03204,train
cdc_0402,frame_03205,train
cdc_0402,frame_03206,train
cdc_0402,frame_03207,train
cdc_0402,frame_03208,train
cdc_0403,frame_03214,train
cdc_0403,frame_03215,train
cdc_0403,frame_03216,train
cdc_0404,frame_03217,train
cdc_0404,frame_03220,train
cdc_0405,frame_03222,train
cdc_0405,frame_03223,train
cdc_0406,frame_03225,train
cdc_0406,frame_03226,train
cdc_0407,frame_03227,train
cdc_0407,frame_03228,train
cdc_0407,frame_03236,train
cdc_0407,frame_03237,train
cdc_0407,frame_03238,train
cdc_0407,frame_03239,train
cdc_0407,frame_03240,train
cdc_0407,frame_03241,train
cdc_0407,frame_03242,train
cdc_0407,frame_03245,train
cdc_0408,frame_03229,train
cdc_0408,frame_03230,train
cdc_0409,frame_03232,train
cdc_0409,frame_03233,train
cdc_0410,frame_03250,train
cdc_0410,frame_03253,train
cdc_0411,frame_03259,train
cdc_0411,frame_03260,train
cdc_0412,frame_03268,train
cdc_0412,frame_03269,train
cdc_0412,frame_03270,train
cdc_0413,frame_03286,train
cdc_0413,frame_03290,train
cdc_0414,frame_03296,train
cdc_0414,frame_03297,train
cdc_0414,frame_03298,train
cdc_0415,frame_03301,train
cdc_0415,frame_03302,train
cdc_0415,frame_03303,train
cdc_0416,frame_03316,train
cdc_0416,frame_03317,train
cdc_0417,frame_03325,train
cdc_0417,frame_03327,train
cdc_0418,frame_03328,train
cdc_0418,frame_03329,train
cdc_0419,frame_03330,train
cdc_0419,frame_03332,train
cdc_0419,frame_03333,train
cdc_0419,frame_03334,train
cdc_0419,frame_03335,train
cdc_0419,frame_03336,train
cdc_0420,frame_03342,train
cdc_0420,frame_03345,train
cdc_0420,frame_03346,train
cdc_0421,frame_03349,train
cdc_0421,frame_03350,train
cdc_0421,frame_03351,train
cdc_0421,frame_03352,train
cdc_0422,frame_03354,train
cdc_0422,frame_03355,train
cdc_0422,frame_03356,train
cdc_0422,frame_03357,train
cdc_0422,frame_03358,train
cdc_0422,frame_03359,train
cdc_0422,frame_03360,train
cdc_0423,frame_03361,train
cdc_0423,frame_03362,train
cdc_0423,frame_03363,train
cdc_0423,frame_03364,train
cdc_0423,frame_03365,train
cdc_0423,frame_03366,train
cdc_0423,frame_03367,train
cdc_0423,frame_03368,train
cdc_0424,frame_03373,train
cdc_0424,frame_03374,train
cdc_0424,frame_03375,train
cdc_0425,frame_03376,train
cdc_0425,frame_03377,train
cdc_0426,frame_03378,train
cdc_0426,frame_03379,train
cdc_0427,frame_03387,train
cdc_0427,frame_03388,train
cdc_0428,frame_03390,train
cdc_0428,frame_03393,train
cdc_0429,frame_03396,train
cdc_0429,frame_03397,train
cdc_0430,frame_03401,train
cdc_0430,frame_03402,train
cdc_0431,frame_03406,train
cdc_0431,frame_03407,train
cdc_0432,frame_03414,train
cdc_0432,frame_03415,train
cdc_0432,frame_03416,train
cdc_0433,frame_03417,train
cdc_0433,frame_03418,train
cdc_0433,frame_03419,train
cdc_0434,frame_03422,train
cdc_0434,frame_03423,train
cdc_0434,frame_03424,train
cdc_0435,frame_03427,train
cdc_0435,frame_03428,train
cdc_0436,frame_03430,train
cdc_0436,frame_03431,train
cdc_0437,frame_03433,train
cdc_0437,frame_03434,train
cdc_0438,frame_03435,train
cdc_0438,frame_03436,train
cdc_0439,frame_03442,train
cdc_0439,frame_03443,train
cdc_0439,frame_03444,train
cdc_0439,frame_03445,train
cdc_0440,frame_03446,train
cdc_0440,frame_03447,train
cdc_0441,frame_03448,train
cdc_0441,frame_03449,train
cdc_0441,frame_03450,train
cdc_0441,frame_03451,train
cdc_0441,frame_03452,train
cdc_0441,frame_03453,train
cdc_0442,frame_03465,train
cdc_0442,frame_03466,train
cdc_0442,frame_03467,train
cdc_0443,frame_03469,train
cdc_0443,frame_03471,train
cdc_0444,frame_03472,train
cdc_0444,frame_03473,train
cdc_0445,frame_03478,train
cdc_0445,frame_03479,train
cdc_0445,frame_03480,train
cdc_0445,frame_03481,train
cdc_0445,frame_03482,train
cdc_0445,frame_03483,train
cdc_0445,frame_03484,train
cdc_0445,frame_03485,train
cdc_0445,frame_03486,train
cdc_0445,frame_03487,train
cdc_0445,frame_03488,train
cdc_0446,frame_03489,train
cdc_0446,frame_03490,train
cdc_0447,frame_03492,train
cdc_0447,frame_03493,train
cdc_0448,frame_03494,train
cdc_0448,frame_03495,train
cdc_0449,frame_03499,train
cdc_0449,frame_03500,train
cdc_0450,frame_03502,train
cdc_0450,frame_03503,train
cdc_0451,frame_03505,train
cdc_0451,frame_03506,train
cdc_0452,frame_03508,train
cdc_0452,frame_03509,train
cdc_0452,frame_03510,train
cdc_0452,frame_03511,train
cdc_0452,frame_03512,train
cdc_0452,frame_03513,train
cdc_0452,frame_03514,train
cdc_0453,frame_03517,train
cdc_0453,frame_03518,train
cdc_0454,frame_03519,train
cdc_0454,frame_03520,train
cdc_0454,frame_03521,train
cdc_0454,frame_03522,train
cdc_0454,frame_03524,train
cdc_0454,frame_03525,train
cdc_0455,frame_03526,train
cdc_0455,frame_03527,train
cdc_0456,frame_03530,train
cdc_0456,frame_03531,train
cdc_0457,frame_03533,train
cdc_0457,frame_03534,train
cdc_0458,frame_03537,train
cdc_0458,frame_03538,train
cdc_0459,frame_03540,train
cdc_0459,frame_03541,train
cdc_0460,frame_03542,train
cdc_0460,frame_03543,train
cdc_0461,frame_03544,train
cdc_0461,frame_03545,train
cdc_0461,frame_03546,train
cdc_0461,frame_03547,train
cdc_0461,frame_03548,train
cdc_0462,frame_03554,train
cdc_0462,frame_03555,train
cdc_0462,frame_03556,train
cdc_0462,frame_03557,train
cdc_0462,frame_03558,train
cdc_0462,frame_03559,train
cdc_0462,frame_03560,train
cdc_0462,frame_03561,train
cdc_0462,frame_03562,train
cdc_0462,frame_03563,train
cdc_0462,frame_03564,train
cdc_0462,frame_03565,train
cdc_0462,frame_03566,train
cdc_0462,frame_03567,train
cdc_0462,frame_03568,train
cdc_0462,frame_03569,train
cdc_0462,frame_03574,train
cdc_0462,frame_03575,train
cdc_0462,frame_03576,train
cdc_0462,frame_03577,train
cdc_0462,frame_03578,train
cdc_0462,frame_03579,train
cdc_0462,frame_03580,train
cdc_0462,frame_03587,train
cdc_0462,frame_03588,train
cdc_0463,frame_03571,train
cdc_0463,frame_03572,train
cdc_0464,frame_03590,train
cdc_0464,frame_03591,train
cdc_0464,frame_03592,train
cdc_0464,frame_03594,train
cdc_0464,frame_03595,train
cdc_0464,frame_03596,train
cdc_0464,frame_03597,train
cdc_0464,frame_03598,train
cdc_0464,frame_03599,train
cdc_0464,frame_03600,train
cdc_0464,frame_03601,train
cdc_0465,frame_03606,train
cdc_0465,frame_03607,train
cdc_0465,frame_03608,train
cdc_0466,frame_03609,train
cdc_0466,frame_03610,train
cdc_0466,frame_03611,train
cdc_0466,frame_03612,train
cdc_0466,frame_03613,train
cdc_0467,frame_03615,train
cdc_0467,frame_03616,train
cdc_0467,frame_03617,train
cdc_0467,frame_03618,train
cdc_0468,frame_03626,train
cdc_0468,frame_03627,train
cdc_0468,frame_03628,train
cdc_0468,frame_03629,train
cdc_0469,frame_03635,train
cdc_0469,frame_03636,train
cdc_0469,frame_03637,train
cdc_0469,frame_03638,train
cdc_0469,frame_03639,train
cdc_0470,frame_03683,train
cdc_0470,frame_03684,train
cdc_0471,frame_03687,train
cdc_0471,frame_03688,train
cdc_0471,frame_03714,train
cdc_0471,frame_03716,train
cdc_0472,frame_03692,train
cdc_0472,frame_03713,train
cdc_0473,frame_03694,train
cdc_0473,frame_03696,train
cdc_0473,frame_03697,train
cdc_0473,frame_03706,train
cdc_0473,frame_03707,train
cdc_0473,frame_03709,train
cdc_0473,frame_03710,train
cdc_0474,frame_03699,train
cdc_0474,frame_03700,train
cdc_0474,frame_03701,train
cdc_0475,frame_03722,train
cdc_0475,frame_03724,train
cdc_0475,frame_03725,train
cdc_0475,frame_03726,train
cdc_0475,frame_03727,train
cdc_0476,frame_03747,train
cdc_0476,frame_03748,train
cdc_0476,frame_03749,train
cdc_0476,frame_03750,train
cdc_0476,frame_03751,train
cdc_0477,frame_03752,train
cdc_0477,frame_03753,train
cdc_0478,frame_03754,train
cdc_0478,frame_03755,train
cdc_0479,frame_03756,train
cdc_0479,frame_03775,train
cdc_0480,frame_03769,train
cdc_0480,frame_03770,train
cdc_0481,frame_03802,train
cdc_0481,frame_03803,train
cdc_0482,frame_03816,train
cdc_0482,frame_03817,train
cdc_0482,frame_03819,train
cdc_0483,frame_03839,train
cdc_0483,frame_03840,train
cdc_0484,frame_03856,train
cdc_0484,frame_03857,train
cdc_0484,frame_03858,train
cdc_0485,frame_03865,train
cdc_0485,frame_03866,train
cdc_0486,frame_03868,train
cdc_0486,frame_03869,train
cdc_0487,frame_03870,train
cdc_0487,frame_03871,train
cdc_0488,frame_03872,train
cdc_0488,frame_03873,train
cdc_0488,frame_03874,train
cdc_0489,frame_03886,train
cdc_0489,frame_03887,train
cdc_0490,frame_03893,train
cdc_0490,frame_03894,train
cdc_0491,frame_03896,train
cdc_0491,frame_03897,train
cdc_0492,frame_03900,train
cdc_0492,frame_03901,train
cdc_0492,frame_03902,train
cdc_0493,frame_03905,train
cdc_0493,frame_03906,train
cdc_0493,frame_03907,train
cdc_0494,frame_03911,train
cdc_0494,frame_03912,train
cdc_0494,frame_03913,train
cdc_0494,frame_03914,train
cdc_0495,frame_03915,train
cdc_0495,frame_03916,train
cdc_0496,frame_03918,train
cdc_0496,frame_03919,train
cdc_0496,frame_03920,train
cdc_0496,frame_03921,train
cdc_0497,frame_03929,train
cdc_0497,frame_03930,train
cdc_0498,frame_03937,train
cdc_0498,frame_03938,train
cdc_0499,frame_03940,train
cdc_0499,frame_03941,train
cdc_0499,frame_03942,train
cdc_0500,frame_03948,train
cdc_0500,frame_03949,train
cdc_0501,frame_03969,train
cdc_0501,frame_03970,train
cdc_0501,frame_03971,train
cdc_0501,frame_03972,train
cdc_0501,frame_03973,train
cdc_0502,frame_03976,train
cdc_0502,frame_03977,train
cdc_0503,frame_03978,train
cdc_0503,frame_03979,train
cdc_0504,frame_03996,train
cdc_0504,frame_03997,train
cdc_0505,frame_03999,train
cdc_0505,frame_04000,train
cdc_0506,frame_04058,val
cdc_0506,frame_04059,val
cdc_0507,frame_04061,val
cdc_0507,frame_04062,val
cdc_0508,frame_04068,val
cdc_0508,frame_04069,val
cdc_0509,nframe_00710,train
cdc_0509,nframe_00723,train
cdc_0509,nframe_00725,train
cdc_0509,nframe_00727,train
cdc_0509,nframe_00728,train
cdc_0509,nframe_00729,train
cdc_0509,nframe_00730,train
cdc_0509,nframe_00731,train
cdc_0509,nframe_00732,train
cdc_0509,nframe_00733,train
cdc_0509,nframe_00734,train
cdc_0509,nframe_00735,train
cdc_0509,nframe_00736,train
cdc_0509,nframe_00737,train
cdc_0509,nframe_00738,train
cdc_0509,nframe_00739,train
cdc_0509,nframe_00740,train
cdc_0509,nframe_00741,train
cdc_0509,nframe_00742,train
cdc_0509,nframe_00743,train
cdc_0509,nframe_00744,train
cdc_0509,nframe_00745,train
cdc_0509,nframe_00746,train
cdc_0509,nframe_00747,train
cdc_0509,nframe_00748,train
cdc_0509,nframe_00749,train
cdc_0509,nframe_00750,train
cdc_0509,nframe_00751,train
cdc_0509,nframe_00753,train
cdc_0509,nframe_00754,train
cdc_0509,nframe_00755,train
cdc_0509,nframe_00756,train
cdc_0509,nframe_00757,train
cdc_0509,nframe_00758,train
cdc_0509,nframe_00768,train
cdc_0509,nframe_00769,train
cdc_0509,nframe_00770,train
cdc_0509,nframe_00771,train
cdc_0509,nframe_00772,train
cdc_0509,nframe_00773,train
cdc_0509,nframe_00777,train
cdc_0509,nframe_00778,train
cdc_0509,nframe_00784,train
cdc_0509,nframe_00786,train
cdc_0509,nframe_00787,train
cdc_0509,nframe_00789,train
cdc_0509,nframe_00790,train
cdc_0509,nframe_00791,train
cdc_0509,nframe_00792,train
cdc_0509,nframe_00793,train
cdc_0509,nframe_00794,train
cdc_0509,nframe_00795,train
cdc_0509,nframe_00796,train
cdc_0509,nframe_00797,train
cdc_0509,nframe_00798,train
cdc_0509,nframe_00799,train
cdc_0509,nframe_00800,train
cdc_0509,nframe_00801,train
cdc_0509,nframe_00802,train
cdc_0509,nframe_00803,train
cdc_0509,nframe_00804,train
cdc_0509,nframe_00805,train
cdc_0509,nframe_00806,train
cdc_0509,nframe_00807,train
cdc_0509,nframe_00808,train
cdc_0509,nframe_00809,train
cdc_0509,nframe_00810,train
cdc_0509,nframe_00811,train
cdc_0509,nframe_00812,train
cdc_0509,nframe_00813,train
cdc_0509,nframe_00814,train
cdc_0509,nframe_00815,train
cdc_0509,nframe_00832,val
cdc_0509,nframe_00833,val
cdc_0509,nframe_00834,val
cdc_0509,nframe_00835,val
cdc_0509,nframe_00836,val
cdc_0509,nframe_00837,val
cdc_0509,nframe_00838,val
cdc_0509,nframe_00839,val
cdc_0509,nframe_00840,val
cdc_0509,nframe_00841,val
cdc_0509,nframe_00842,val
cdc_0509,nframe_00843,val
cdc_0509,nframe_00844,val
cdc_0509,nframe_00845,val
cdc_0509,nframe_00846,val
cdc_0509,nframe_00847,val
cdc_0509,nframe_00848,val
cdc_0509,nframe_00849,val
cdc_0509,nframe_00850,val
cdc_0509,nframe_00851,val
cdc_0509,nframe_00852,val
