rank,rgb_sha256,val_path,train_path,val_family,train_family,val_id,train_id,id_distance,rgb_sha256_equal,signature_distance,direct_rgb_mae,val_gt_boxes,train_gt_boxes
136,e4a2669ba9b9050650ac70f142cf33f47a7a76aede5c3106df074ca5afb12b6d,data/images/nframe_02441.npy,data/images/nframe_02440.npy,nframe,nframe,2441,2440,1,True,0,0.000000,2,2
137,e5ff1f48b35c94cb8cb27896b551f649e78befea46a204c922b5b972c17e6e89,data/images/nframe_08450.npy,data/images/nframe_08451.npy,nframe,nframe,8450,8451,1,True,0,0.000000,6,7
138,e60b6ae78a15c2e3e27991d258a45c4e1042159053c667e1729a506c08633464,data/images/nframe_07465.npy,data/images/nframe_07466.npy,nframe,nframe,7465,7466,1,True,0,0.000000,5,5
139,e98d4fb347644c5c7567d580cd5e8a143ea1c9c9a6b1ae36c679752b51b9c048,data/images/nframe_03809.npy,data/images/nframe_03808.npy,nframe,nframe,3809,3808,1,True,0,0.000000,1,1
140,ec16b79d0d69c96ed63769aa3358719489516f2318e0eeff1dd53000ae329398,data/images/nframe_03690.npy,data/images/nframe_03689.npy,nframe,nframe,3690,3689,1,True,0,0.000000,1,1
141,ec1e44f3f86b83f4e22215f74893941acb72ba3a413d2d02c665c6a923f2e357,data/images/nframe_01965.npy,data/images/nframe_01966.npy,nframe,nframe,1965,1966,1,True,0,0.000000,3,3
142,ecc07391db1c8c7d3e3aaee427b3c701a8890bdb4637ab07572a9037ae5a25be,data/images/nframe_07005.npy,data/images/nframe_07006.npy,nframe,nframe,7005,7006,1,True,0,0.000000,1,1
143,ee8336c82ddf3e8a253015f95f14a7b4e9630e2473d01be916e750f80d304368,data/images/nframe_05621.npy,data/images/nframe_05622.npy,nframe,nframe,5621,5622,1,True,0,0.000000,1,1
144,ef65f627f54a73991452ce888f7bd4355b5a2721a39979ab27234bd782702d1a,data/images/nframe_03892.npy,data/images/nframe_03893.npy,nframe,nframe,3892,3893,1,True,0,0.000000,5,5
145,f060030f847b0fa3c47e55b4ada58a86cb14434f11dadcd18026bff851584adc,data/images/nframe_08732.npy,data/images/nframe_08731.npy,nframe,nframe,8732,8731,1,True,0,0.000000,1,1
146,f221eb1efff7e8924df70adfb4cd2b0e5e98c0198333df908339586cf2be0f24,data/images/nframe_01444.npy,data/images/nframe_01445.npy,nframe,nframe,1444,1445,1,True,0,0.000000,12,11
147,f41ac8138d549e295069a485f292847989c7feeb4e4c747db90cfd9d8e81d317,data/images/nframe_06622.npy,data/images/nframe_06621.npy,nframe,nframe,6622,6621,1,True,0,0.000000,1,1
148,f743dcd5040544b795d811d3c6a6656fbdda14ea0dddebb74d60895ca709f97b,data/images/nframe_02536.npy,data/images/nframe_02537.npy,nframe,nframe,2536,2537,1,True,0,0.000000,6,6
149,f7505cdaae8c36cea27d5036a5764aa2fa8ae91d235df6c78b86c03a6c387689,data/images/nframe_02057.npy,data/images/nframe_02058.npy,nframe,nframe,2057,2058,1,True,0,0.000000,3,3
150,f776f77216d9b748f749e80821f6f95742b41b662976c4da8dfee0504ce3282b,data/images/nframe_07516.npy,data/images/nframe_07515.npy,nframe,nframe,7516,7515,1,True,0,0.000000,5,5
151,f8b46aab70d8a875e2de52c2146fcc37739191330bb0e74cfbfac3b5cd2dd1c7,data/images/nframe_03924.npy,data/images/nframe_03923.npy,nframe,nframe,3924,3923,1,True,0,0.000000,5,5
152,fe7e58df41b517515699178672817ee3d91b8866b15e9dfdf44e0c51b0d6f7d2,data/images/nframe_02593.npy,data/images/nframe_02592.npy,nframe,nframe,2593,2592,1,True,0,0.000000,6,6
153,febad552ea83200cd3b53ede085fcb56b0a56ee64e62ad14412f63887ce8e0ae,data/images/nframe_07769.npy,data/images/nframe_07768.npy,nframe,nframe,7769,7768,1,True,0,0.000000,1,1
