component_id,member_order,sample_id,relative_path,v39_partition,gt_box_count,original_component_id
v40c_00940,1,frame_01669,data/images/frame_01669.npy,TRAIN,6,orig_singleton_frame_01669
v40c_00941,1,frame_01670,data/images/frame_01670.npy,TRAIN,6,orig_singleton_frame_01670
v40c_00942,1,frame_01671,data/images/frame_01671.npy,TRAIN,6,orig_singleton_frame_01671
v40c_00943,1,frame_01672,data/images/frame_01672.npy,TRAIN,5,orig_rule_00984
v40c_00943,2,frame_01673,data/images/frame_01673.npy,TRAIN,4,orig_rule_00984
v40c_00944,1,frame_01674,data/images/frame_01674.npy,TRAIN,4,orig_singleton_frame_01674
v40c_00945,1,frame_01675,data/images/frame_01675.npy,TRAIN,4,orig_rule_00986
v40c_00945,2,frame_01676,data/images/frame_01676.npy,TRAIN,4,orig_rule_00986
v40c_00946,1,frame_01677,data/images/frame_01677.npy,TRAIN,4,orig_rule_00987
v40c_00946,2,frame_01678,data/images/frame_01678.npy,TRAIN,4,orig_rule_00987
v40c_00947,1,frame_01679,data/images/frame_01679.npy,TRAIN,4,orig_singleton_frame_01679
v40c_00948,1,frame_01680,data/images/frame_01680.npy,TRAIN,4,orig_singleton_frame_01680
v40c_00949,1,frame_01681,data/images/frame_01681.npy,TRAIN,3,orig_singleton_frame_01681
v40c_00950,1,frame_01682,data/images/frame_01682.npy,TRAIN,3,orig_singleton_frame_01682
v40c_00951,1,frame_01683,data/images/frame_01683.npy,TRAIN,4,orig_singleton_frame_01683
v40c_00952,1,frame_01684,data/images/frame_01684.npy,TRAIN,3,orig_rule_00993
v40c_00952,2,frame_01685,data/images/frame_01685.npy,TRAIN,5,orig_rule_00993
v40c_00952,3,frame_01686,data/images/frame_01686.npy,TRAIN,3,orig_rule_00993
v40c_00952,4,frame_01687,data/images/frame_01687.npy,TRAIN,4,orig_rule_00993
v40c_00952,5,frame_01688,data/images/frame_01688.npy,TRAIN,4,orig_rule_00993
v40c_00952,6,frame_01689,data/images/frame_01689.npy,TRAIN,5,orig_rule_00993
v40c_00952,7,frame_01690,data/images/frame_01690.npy,TRAIN,5,orig_rule_00993
v40c_00952,8,frame_01691,data/images/frame_01691.npy,TRAIN,4,orig_rule_00993
v40c_00952,9,frame_01692,data/images/frame_01692.npy,TRAIN,5,orig_rule_00993
v40c_00952,10,frame_01693,data/images/frame_01693.npy,TRAIN,5,orig_rule_00993
v40c_00952,11,frame_01694,data/images/frame_01694.npy,TRAIN,5,orig_rule_00993
v40c_00953,1,frame_01695,data/images/frame_01695.npy,TRAIN,4,orig_singleton_frame_01695
v40c_00954,1,frame_01696,data/images/frame_01696.npy,TRAIN,4,orig_singleton_frame_01696
v40c_00955,1,frame_01697,data/images/frame_01697.npy,TRAIN,5,orig_singleton_frame_01697
v40c_00956,1,frame_01698,data/images/frame_01698.npy,TRAIN,4,orig_singleton_frame_01698
v40c_00957,1,frame_01699,data/images/frame_01699.npy,TRAIN,4,orig_singleton_frame_01699
v40c_00958,1,frame_01700,data/images/frame_01700.npy,TRAIN,4,orig_singleton_frame_01700
v40c_00959,1,frame_01701,data/images/frame_01701.npy,TRAIN,4,orig_singleton_frame_01701
v40c_00960,1,frame_01702,data/images/frame_01702.npy,TRAIN,4,orig_singleton_frame_01702
v40c_00961,1,frame_01703,data/images/frame_01703.npy,TRAIN,4,orig_rule_01002
v40c_00961,2,frame_01704,data/images/frame_01704.npy,TRAIN,4,orig_rule_01002
v40c_00962,1,frame_01705,data/images/frame_01705.npy,TRAIN,4,orig_singleton_frame_01705
v40c_00963,1,frame_01706,data/images/frame_01706.npy,TRAIN,4,orig_rule_01004
v40c_00963,2,frame_01707,data/images/frame_01707.npy,TRAIN,4,orig_rule_01004
v40c_00963,3,frame_01708,data/images/frame_01708.npy,TRAIN,3,orig_rule_01004
v40c_00964,1,frame_01709,data/images/frame_01709.npy,TRAIN,3,orig_singleton_frame_01709
v40c_00965,1,frame_01710,data/images/frame_01710.npy,TRAIN,5,orig_singleton_frame_01710
v40c_00966,1,frame_01711,data/images/frame_01711.npy,TRAIN,5,orig_rule_01007
v40c_00966,2,frame_01712,data/images/frame_01712.npy,TRAIN,5,orig_rule_01007
v40c_00966,3,frame_01713,data/images/frame_01713.npy,TRAIN,5,orig_rule_01007
v40c_00966,4,frame_01714,data/images/frame_01714.npy,TRAIN,5,orig_rule_01007
v40c_00967,1,frame_01715,data/images/frame_01715.npy,TRAIN,5,orig_singleton_frame_01715
v40c_00968,1,frame_01716,data/images/frame_01716.npy,TRAIN,5,orig_rule_01009
v40c_00968,2,frame_01717,data/images/frame_01717.npy,TRAIN,5,orig_rule_01009
v40c_00968,3,frame_01718,data/images/frame_01718.npy,TRAIN,5,orig_rule_01009
v40c_00968,4,frame_01719,data/images/frame_01719.npy,TRAIN,5,orig_rule_01009
v40c_00969,1,frame_01720,data/images/frame_01720.npy,TRAIN,5,orig_singleton_frame_01720
v40c_00970,1,frame_01721,data/images/frame_01721.npy,TRAIN,5,orig_singleton_frame_01721
v40c_00971,1,frame_01722,data/images/frame_01722.npy,TRAIN,3,orig_singleton_frame_01722
v40c_00972,1,frame_01723,data/images/frame_01723.npy,TRAIN,3,orig_singleton_frame_01723
v40c_00973,1,frame_01724,data/images/frame_01724.npy,TRAIN,3,orig_singleton_frame_01724
v40c_00974,1,frame_01725,data/images/frame_01725.npy,TRAIN,3,orig_rule_01015
v40c_00974,2,frame_01726,data/images/frame_01726.npy,TRAIN,3,orig_rule_01015
v40c_00975,1,frame_01727,data/images/frame_01727.npy,TRAIN,3,orig_singleton_frame_01727
v40c_00976,1,frame_01728,data/images/frame_01728.npy,TRAIN,3,orig_singleton_frame_01728
v40c_00977,1,frame_01729,data/images/frame_01729.npy,TRAIN,3,orig_rule_01018
v40c_00977,2,frame_01730,data/images/frame_01730.npy,TRAIN,2,orig_rule_01018
v40c_00978,1,frame_01731,data/images/frame_01731.npy,TRAIN,3,orig_rule_01019
v40c_00978,2,frame_01733,data/images/frame_01733.npy,TRAIN,3,orig_rule_01019
v40c_00979,1,frame_01732,data/images/frame_01732.npy,TRAIN,3,orig_singleton_frame_01732
v40c_00980,1,frame_01734,data/images/frame_01734.npy,TRAIN,3,orig_rule_01021
v40c_00980,2,frame_01735,data/images/frame_01735.npy,TRAIN,3,orig_rule_01021
v40c_00980,3,frame_01736,data/images/frame_01736.npy,TRAIN,3,orig_rule_01021
v40c_00980,4,frame_01737,data/images/frame_01737.npy,TRAIN,3,orig_rule_01021
v40c_00981,1,frame_01738,data/images/frame_01738.npy,TRAIN,3,orig_singleton_frame_01738
v40c_00982,1,frame_01739,data/images/frame_01739.npy,TRAIN,3,orig_singleton_frame_01739
v40c_00983,1,frame_01740,data/images/frame_01740.npy,TRAIN,3,orig_rule_01024
v40c_00983,2,frame_01742,data/images/frame_01742.npy,TRAIN,2,orig_rule_01024
v40c_00983,3,frame_01743,data/images/frame_01743.npy,TRAIN,3,orig_rule_01024
v40c_00983,4,frame_01745,data/images/frame_01745.npy,TRAIN,3,orig_rule_01024
v40c_00984,1,frame_01741,data/images/frame_01741.npy,TRAIN,3,orig_singleton_frame_01741
v40c_00985,1,frame_01744,data/images/frame_01744.npy,TRAIN,4,orig_singleton_frame_01744
v40c_00986,1,frame_01746,data/images/frame_01746.npy,TRAIN,3,orig_singleton_frame_01746
v40c_00987,1,frame_01747,data/images/frame_01747.npy,TRAIN,3,orig_singleton_frame_01747
v40c_00988,1,frame_01748,data/images/frame_01748.npy,TRAIN,3,orig_singleton_frame_01748
v40c_00989,1,frame_01749,data/images/frame_01749.npy,TRAIN,3,orig_singleton_frame_01749
v40c_00990,1,frame_01750,data/images/frame_01750.npy,TRAIN,3,orig_rule_01031
v40c_00990,2,frame_01751,data/images/frame_01751.npy,TRAIN,3,orig_rule_01031
v40c_00990,3,frame_01752,data/images/frame_01752.npy,TRAIN,3,orig_rule_01031
v40c_00991,1,frame_01753,data/images/frame_01753.npy,TRAIN,3,orig_singleton_frame_01753
v40c_00992,1,frame_01754,data/images/frame_01754.npy,TRAIN,3,orig_singleton_frame_01754
v40c_00993,1,frame_01755,data/images/frame_01755.npy,TRAIN,2,orig_singleton_frame_01755
v40c_00994,1,frame_01756,data/images/frame_01756.npy,TRAIN,2,orig_rule_01035
v40c_00994,2,frame_01757,data/images/frame_01757.npy,TRAIN,2,orig_rule_01035
v40c_00995,1,frame_01758,data/images/frame_01758.npy,TRAIN,2,orig_singleton_frame_01758
v40c_00996,1,frame_01759,data/images/frame_01759.npy,TRAIN,2,orig_singleton_frame_01759
v40c_00997,1,frame_01760,data/images/frame_01760.npy,TRAIN,1,orig_singleton_frame_01760
v40c_00998,1,frame_01761,data/images/frame_01761.npy,TRAIN,1,orig_singleton_frame_01761
v40c_00999,1,frame_01762,data/images/frame_01762.npy,TRAIN,0,orig_rule_01040
v40c_00999,2,frame_01763,data/images/frame_01763.npy,TRAIN,0,orig_rule_01040
v40c_00999,3,frame_01764,data/images/frame_01764.npy,TRAIN,1,orig_rule_01040
v40c_00999,4,frame_01765,data/images/frame_01765.npy,TRAIN,0,orig_rule_01040
v40c_00999,5,frame_01766,data/images/frame_01766.npy,TRAIN,0,orig_rule_01040
v40c_00999,6,frame_01767,data/images/frame_01767.npy,TRAIN,0,orig_rule_01040
v40c_01000,1,frame_01768,data/images/frame_01768.npy,TRAIN,0,orig_singleton_frame_01768
v40c_01001,1,frame_01769,data/images/frame_01769.npy,TRAIN,0,orig_singleton_frame_01769
v40c_01002,1,frame_01770,data/images/frame_01770.npy,TRAIN,0,orig_singleton_frame_01770
v40c_01003,1,frame_01771,data/images/frame_01771.npy,TRAIN,0,orig_singleton_frame_01771
v40c_01004,1,frame_01772,data/images/frame_01772.npy,TRAIN,0,orig_singleton_frame_01772
v40c_01005,1,frame_01773,data/images/frame_01773.npy,TRAIN,0,orig_singleton_frame_01773
v40c_01006,1,frame_01774,data/images/frame_01774.npy,TRAIN,0,orig_rule_01047
v40c_01006,2,frame_01775,data/images/frame_01775.npy,TRAIN,0,orig_rule_01047
v40c_01006,3,frame_01776,data/images/frame_01776.npy,TRAIN,0,orig_rule_01047
v40c_01006,4,frame_01777,data/images/frame_01777.npy,TRAIN,0,orig_rule_01047
v40c_01007,1,frame_01778,data/images/frame_01778.npy,TRAIN,0,orig_singleton_frame_01778
v40c_01008,1,frame_01779,data/images/frame_01779.npy,TRAIN,0,orig_singleton_frame_01779
v40c_01009,1,frame_01780,data/images/frame_01780.npy,TRAIN,0,orig_singleton_frame_01780
v40c_01010,1,frame_01781,data/images/frame_01781.npy,TRAIN,0,orig_singleton_frame_01781
v40c_01011,1,frame_01782,data/images/frame_01782.npy,TRAIN,0,orig_singleton_frame_01782
v40c_01012,1,frame_01783,data/images/frame_01783.npy,TRAIN,0,orig_rule_01053
v40c_01012,2,frame_01784,data/images/frame_01784.npy,TRAIN,0,orig_rule_01053
v40c_01012,3,frame_01785,data/images/frame_01785.npy,TRAIN,0,orig_rule_01053
v40c_01012,4,frame_01786,data/images/frame_01786.npy,TRAIN,0,orig_rule_01053
v40c_01013,1,frame_01787,data/images/frame_01787.npy,TRAIN,1,orig_singleton_frame_01787
v40c_01014,1,frame_01788,data/images/frame_01788.npy,TRAIN,1,orig_singleton_frame_01788
v40c_01015,1,frame_01789,data/images/frame_01789.npy,TRAIN,1,orig_rule_01056
v40c_01015,2,frame_01790,data/images/frame_01790.npy,TRAIN,1,orig_rule_01056
v40c_01015,3,frame_01791,data/images/frame_01791.npy,TRAIN,1,orig_rule_01056
v40c_01015,4,frame_01792,data/images/frame_01792.npy,TRAIN,1,orig_rule_01056
v40c_01016,1,frame_01793,data/images/frame_01793.npy,TRAIN,1,orig_singleton_frame_01793
v40c_01017,1,frame_01794,data/images/frame_01794.npy,TRAIN,1,orig_singleton_frame_01794
v40c_01018,1,frame_01795,data/images/frame_01795.npy,TRAIN,1,orig_singleton_frame_01795
v40c_01019,1,frame_01796,data/images/frame_01796.npy,TRAIN,1,orig_singleton_frame_01796
v40c_01020,1,frame_01797,data/images/frame_01797.npy,TRAIN,1,orig_rule_01061
v40c_01020,2,frame_01798,data/images/frame_01798.npy,TRAIN,1,orig_rule_01061
v40c_01020,3,frame_01799,data/images/frame_01799.npy,TRAIN,1,orig_rule_01061
v40c_01020,4,frame_01800,data/images/frame_01800.npy,TRAIN,1,orig_rule_01061
v40c_01020,5,frame_01801,data/images/frame_01801.npy,TRAIN,1,orig_rule_01061
v40c_01021,1,frame_01802,data/images/frame_01802.npy,TRAIN,1,orig_rule_01062
v40c_01021,2,frame_01803,data/images/frame_01803.npy,TRAIN,1,orig_rule_01062
v40c_01021,3,frame_01804,data/images/frame_01804.npy,TRAIN,1,orig_rule_01062
v40c_01021,4,frame_01805,data/images/frame_01805.npy,TRAIN,1,orig_rule_01062
v40c_01021,5,frame_01806,data/images/frame_01806.npy,TRAIN,1,orig_rule_01062
v40c_01021,6,frame_01807,data/images/frame_01807.npy,TRAIN,1,orig_rule_01062
v40c_01022,1,frame_01808,data/images/frame_01808.npy,TRAIN,1,orig_singleton_frame_01808
v40c_01023,1,frame_01809,data/images/frame_01809.npy,TRAIN,1,orig_rule_01064
v40c_01023,2,frame_01810,data/images/frame_01810.npy,TRAIN,1,orig_rule_01064
v40c_01024,1,frame_01811,data/images/frame_01811.npy,TRAIN,1,orig_singleton_frame_01811
v40c_01025,1,frame_01812,data/images/frame_01812.npy,TRAIN,1,orig_singleton_frame_01812
v40c_01026,1,frame_01813,data/images/frame_01813.npy,TRAIN,1,orig_singleton_frame_01813
v40c_01027,1,frame_01814,data/images/frame_01814.npy,TRAIN,1,orig_singleton_frame_01814
v40c_01028,1,frame_01815,data/images/frame_01815.npy,TRAIN,1,orig_singleton_frame_01815
v40c_01029,1,frame_01816,data/images/frame_01816.npy,TRAIN,1,orig_rule_01070
v40c_01029,2,frame_01817,data/images/frame_01817.npy,TRAIN,1,orig_rule_01070
v40c_01030,1,frame_01818,data/images/frame_01818.npy,TRAIN,1,orig_singleton_frame_01818
v40c_01031,1,frame_01819,data/images/frame_01819.npy,TRAIN,1,orig_rule_01072
v40c_01031,2,frame_01820,data/images/frame_01820.npy,TRAIN,1,orig_rule_01072
v40c_01031,3,frame_01821,data/images/frame_01821.npy,TRAIN,1,orig_rule_01072
v40c_01032,1,frame_01822,data/images/frame_01822.npy,TRAIN,1,orig_rule_01073
v40c_01032,2,frame_01823,data/images/frame_01823.npy,TRAIN,1,orig_rule_01073
v40c_01033,1,frame_01824,data/images/frame_01824.npy,TRAIN,1,orig_rule_01074
v40c_01033,2,frame_01825,data/images/frame_01825.npy,TRAIN,1,orig_rule_01074
v40c_01033,3,frame_01826,data/images/frame_01826.npy,TRAIN,1,orig_rule_01074
v40c_01033,4,frame_01827,data/images/frame_01827.npy,TRAIN,1,orig_rule_01074
v40c_01034,1,frame_01828,data/images/frame_01828.npy,TRAIN,1,orig_rule_01075
v40c_01034,2,frame_01829,data/images/frame_01829.npy,TRAIN,1,orig_rule_01075
v40c_01034,3,frame_01830,data/images/frame_01830.npy,TRAIN,1,orig_rule_01075
v40c_01034,4,frame_01831,data/images/frame_01831.npy,TRAIN,1,orig_rule_01075
v40c_01034,5,frame_01832,data/images/frame_01832.npy,TRAIN,1,orig_rule_01075
v40c_01034,6,frame_01833,data/images/frame_01833.npy,TRAIN,1,orig_rule_01075
v40c_01034,7,frame_01834,data/images/frame_01834.npy,TRAIN,1,orig_rule_01075
v40c_01034,8,frame_01835,data/images/frame_01835.npy,TRAIN,1,orig_rule_01075
v40c_01034,9,frame_01836,data/images/frame_01836.npy,TRAIN,1,orig_rule_01075
v40c_01034,10,frame_01837,data/images/frame_01837.npy,TRAIN,1,orig_rule_01075
v40c_01034,11,frame_01838,data/images/frame_01838.npy,TRAIN,1,orig_rule_01075
v40c_01034,12,frame_01839,data/images/frame_01839.npy,TRAIN,1,orig_rule_01075
v40c_01034,13,frame_01840,data/images/frame_01840.npy,TRAIN,1,orig_rule_01075
v40c_01034,14,frame_01841,data/images/frame_01841.npy,TRAIN,1,orig_rule_01075
v40c_01034,15,frame_01842,data/images/frame_01842.npy,TRAIN,1,orig_rule_01075
v40c_01034,16,frame_01843,data/images/frame_01843.npy,TRAIN,1,orig_rule_01075
v40c_01034,17,frame_01844,data/images/frame_01844.npy,TRAIN,1,orig_rule_01075
v40c_01034,18,frame_01845,data/images/frame_01845.npy,TRAIN,1,orig_rule_01075
v40c_01034,19,frame_01846,data/images/frame_01846.npy,TRAIN,1,orig_rule_01075
v40c_01034,20,frame_01847,data/images/frame_01847.npy,TRAIN,1,orig_rule_01075
v40c_01034,21,frame_01848,data/images/frame_01848.npy,TRAIN,1,orig_rule_01075
v40c_01034,22,frame_01849,data/images/frame_01849.npy,TRAIN,1,orig_rule_01075
v40c_01034,23,frame_01850,data/images/frame_01850.npy,TRAIN,1,orig_rule_01075
v40c_01034,24,frame_01851,data/images/frame_01851.npy,TRAIN,1,orig_rule_01075
v40c_01034,25,frame_01852,data/images/frame_01852.npy,TRAIN,1,orig_rule_01075
v40c_01035,1,frame_01853,data/images/frame_01853.npy,TRAIN,1,orig_singleton_frame_01853
v40c_01036,1,frame_01854,data/images/frame_01854.npy,TRAIN,1,orig_rule_01077
v40c_01036,2,frame_01855,data/images/frame_01855.npy,TRAIN,1,orig_rule_01077
v40c_01036,3,frame_01856,data/images/frame_01856.npy,TRAIN,1,orig_rule_01077
v40c_01036,4,frame_01857,data/images/frame_01857.npy,TRAIN,1,orig_rule_01077
v40c_01037,1,frame_01858,data/images/frame_01858.npy,TRAIN,1,orig_singleton_frame_01858
v40c_01038,1,frame_01859,data/images/frame_01859.npy,TRAIN,1,orig_singleton_frame_01859
v40c_01039,1,frame_01860,data/images/frame_01860.npy,TRAIN,1,orig_singleton_frame_01860
v40c_01040,1,frame_01861,data/images/frame_01861.npy,TRAIN,1,orig_rule_01081
v40c_01040,2,frame_01862,data/images/frame_01862.npy,TRAIN,1,orig_rule_01081
v40c_01040,3,frame_01863,data/images/frame_01863.npy,TRAIN,1,orig_rule_01081
v40c_01040,4,frame_01864,data/images/frame_01864.npy,TRAIN,1,orig_rule_01081
v40c_01040,5,frame_01865,data/images/frame_01865.npy,TRAIN,1,orig_rule_01081
v40c_01040,6,frame_01866,data/images/frame_01866.npy,TRAIN,1,orig_rule_01081
v40c_01040,7,frame_01867,data/images/frame_01867.npy,TRAIN,1,orig_rule_01081
v40c_01040,8,frame_01868,data/images/frame_01868.npy,TRAIN,1,orig_rule_01081
v40c_01041,1,frame_01869,data/images/frame_01869.npy,TRAIN,1,orig_singleton_frame_01869
v40c_01042,1,frame_01870,data/images/frame_01870.npy,TRAIN,1,orig_singleton_frame_01870
v40c_01043,1,frame_01871,data/images/frame_01871.npy,TRAIN,1,orig_singleton_frame_01871
v40c_01044,1,frame_01872,data/images/frame_01872.npy,TRAIN,1,orig_rule_01085
v40c_01044,2,frame_01873,data/images/frame_01873.npy,TRAIN,1,orig_rule_01085
v40c_01045,1,frame_01874,data/images/frame_01874.npy,TRAIN,1,orig_singleton_frame_01874
v40c_01046,1,frame_01875,data/images/frame_01875.npy,TRAIN,1,orig_singleton_frame_01875
v40c_01047,1,frame_01876,data/images/frame_01876.npy,TRAIN,0,orig_singleton_frame_01876
v40c_01048,1,frame_01877,data/images/frame_01877.npy,TRAIN,1,orig_singleton_frame_01877
v40c_01049,1,frame_01878,data/images/frame_01878.npy,TRAIN,0,orig_singleton_frame_01878
v40c_01050,1,frame_01879,data/images/frame_01879.npy,TRAIN,0,orig_rule_01091
v40c_01050,2,frame_01882,data/images/frame_01882.npy,TRAIN,0,orig_rule_01091
v40c_01051,1,frame_01880,data/images/frame_01880.npy,TRAIN,0,orig_rule_01092
v40c_01051,2,frame_01881,data/images/frame_01881.npy,TRAIN,0,orig_rule_01092
v40c_01052,1,frame_01883,data/images/frame_01883.npy,TRAIN,0,orig_rule_01093
v40c_01052,2,frame_01885,data/images/frame_01885.npy,TRAIN,0,orig_rule_01093
v40c_01052,3,frame_01896,data/images/frame_01896.npy,TRAIN,0,orig_rule_01093
v40c_01052,4,frame_01897,data/images/frame_01897.npy,TRAIN,0,orig_rule_01093
v40c_01052,5,frame_01898,data/images/frame_01898.npy,TRAIN,0,orig_rule_01093
v40c_01052,6,frame_01899,data/images/frame_01899.npy,TRAIN,0,orig_rule_01093
v40c_01053,1,frame_01884,data/images/frame_01884.npy,TRAIN,0,orig_singleton_frame_01884
v40c_01054,1,frame_01886,data/images/frame_01886.npy,TRAIN,0,orig_singleton_frame_01886
v40c_01055,1,frame_01887,data/images/frame_01887.npy,TRAIN,0,orig_singleton_frame_01887
v40c_01056,1,frame_01888,data/images/frame_01888.npy,TRAIN,0,orig_singleton_frame_01888
v40c_01057,1,frame_01889,data/images/frame_01889.npy,TRAIN,0,orig_rule_01098
v40c_01057,2,frame_01890,data/images/frame_01890.npy,TRAIN,0,orig_rule_01098
v40c_01058,1,frame_01891,data/images/frame_01891.npy,TRAIN,0,orig_singleton_frame_01891
v40c_01059,1,frame_01892,data/images/frame_01892.npy,TRAIN,0,orig_rule_01100
v40c_01059,2,frame_01893,data/images/frame_01893.npy,TRAIN,0,orig_rule_01100
v40c_01059,3,frame_01894,data/images/frame_01894.npy,TRAIN,0,orig_rule_01100
v40c_01059,4,frame_01895,data/images/frame_01895.npy,TRAIN,0,orig_rule_01100
v40c_01060,1,frame_01900,data/images/frame_01900.npy,TRAIN,0,orig_rule_01101
v40c_01060,2,frame_01902,data/images/frame_01902.npy,TRAIN,0,orig_rule_01101
v40c_01061,1,frame_01901,data/images/frame_01901.npy,TRAIN,0,orig_singleton_frame_01901
v40c_01062,1,frame_01903,data/images/frame_01903.npy,TRAIN,0,orig_singleton_frame_01903
v40c_01063,1,frame_01920,data/images/frame_01920.npy,VALIDATION,0,orig_singleton_frame_01920
v40c_01064,1,frame_01921,data/images/frame_01921.npy,VALIDATION,0,orig_singleton_frame_01921
v40c_01065,1,frame_01922,data/images/frame_01922.npy,VALIDATION,0,orig_singleton_frame_01922
v40c_01066,1,frame_01923,data/images/frame_01923.npy,VALIDATION,0,orig_singleton_frame_01923
v40c_01067,1,frame_01924,data/images/frame_01924.npy,VALIDATION,0,orig_singleton_frame_01924
v40c_01068,1,frame_01925,data/images/frame_01925.npy,VALIDATION,0,orig_singleton_frame_01925
v40c_01069,1,frame_01926,data/images/frame_01926.npy,VALIDATION,0,orig_singleton_frame_01926
v40c_01070,1,frame_01927,data/images/frame_01927.npy,VALIDATION,0,orig_singleton_frame_01927
v40c_01071,1,frame_01928,data/images/frame_01928.npy,VALIDATION,0,orig_singleton_frame_01928
v40c_01072,1,frame_01929,data/images/frame_01929.npy,VALIDATION,0,orig_singleton_frame_01929
v40c_01073,1,frame_01930,data/images/frame_01930.npy,VALIDATION,0,orig_singleton_frame_01930
v40c_01074,1,frame_01931,data/images/frame_01931.npy,VALIDATION,0,orig_rule_01115
v40c_01074,2,frame_01932,data/images/frame_01932.npy,VALIDATION,0,orig_rule_01115
v40c_01074,3,frame_01933,data/images/frame_01933.npy,VALIDATION,0,orig_rule_01115
v40c_01075,1,frame_01934,data/images/frame_01934.npy,VALIDATION,0,orig_singleton_frame_01934
v40c_01076,1,frame_01935,data/images/frame_01935.npy,VALIDATION,0,orig_rule_01117
v40c_01076,2,frame_01936,data/images/frame_01936.npy,VALIDATION,0,orig_rule_01117
v40c_01077,1,frame_01937,data/images/frame_01937.npy,VALIDATION,0,orig_singleton_frame_01937
v40c_01078,1,frame_01938,data/images/frame_01938.npy,VALIDATION,0,orig_singleton_frame_01938
v40c_01079,1,frame_01939,data/images/frame_01939.npy,VALIDATION,0,orig_singleton_frame_01939
v40c_01080,1,frame_01940,data/images/frame_01940.npy,VALIDATION,0,orig_rule_01121
v40c_01080,2,frame_01941,data/images/frame_01941.npy,VALIDATION,0,orig_rule_01121
v40c_01080,3,frame_01942,data/images/frame_01942.npy,VALIDATION,0,orig_rule_01121
v40c_01081,1,frame_01943,data/images/frame_01943.npy,VALIDATION,0,orig_singleton_frame_01943
v40c_01082,1,frame_01944,data/images/frame_01944.npy,VALIDATION,0,orig_singleton_frame_01944
v40c_01083,1,frame_01945,data/images/frame_01945.npy,VALIDATION,0,orig_singleton_frame_01945
v40c_01084,1,frame_01946,data/images/frame_01946.npy,VALIDATION,0,orig_rule_01125
v40c_01084,2,frame_01947,data/images/frame_01947.npy,VALIDATION,0,orig_rule_01125
v40c_01084,3,frame_01948,data/images/frame_01948.npy,VALIDATION,0,orig_rule_01125
v40c_01085,1,frame_01949,data/images/frame_01949.npy,VALIDATION,1,orig_singleton_frame_01949
v40c_01086,1,frame_01950,data/images/frame_01950.npy,VALIDATION,0,orig_singleton_frame_01950
v40c_01087,1,frame_01951,data/images/frame_01951.npy,VALIDATION,0,orig_singleton_frame_01951
v40c_01088,1,frame_01952,data/images/frame_01952.npy,VALIDATION,1,orig_singleton_frame_01952
v40c_01089,1,frame_01953,data/images/frame_01953.npy,VALIDATION,1,orig_singleton_frame_01953
v40c_01090,1,frame_01954,data/images/frame_01954.npy,VALIDATION,1,orig_singleton_frame_01954
v40c_01091,1,frame_01955,data/images/frame_01955.npy,VALIDATION,1,orig_singleton_frame_01955
v40c_01092,1,frame_01956,data/images/frame_01956.npy,VALIDATION,1,orig_singleton_frame_01956
v40c_01093,1,frame_01957,data/images/frame_01957.npy,VALIDATION,1,orig_singleton_frame_01957
v40c_01094,1,frame_01958,data/images/frame_01958.npy,VALIDATION,1,orig_singleton_frame_01958
v40c_01095,1,frame_01959,data/images/frame_01959.npy,VALIDATION,1,orig_singleton_frame_01959
v40c_01096,1,frame_01960,data/images/frame_01960.npy,VALIDATION,1,orig_rule_01137
v40c_01096,2,frame_01961,data/images/frame_01961.npy,VALIDATION,1,orig_rule_01137
v40c_01096,3,frame_01962,data/images/frame_01962.npy,VALIDATION,1,orig_rule_01137
v40c_01097,1,frame_01963,data/images/frame_01963.npy,VALIDATION,1,orig_singleton_frame_01963
v40c_01098,1,frame_01964,data/images/frame_01964.npy,VALIDATION,1,orig_singleton_frame_01964
v40c_01099,1,frame_01965,data/images/frame_01965.npy,VALIDATION,1,orig_rule_01140
v40c_01099,2,frame_01966,data/images/frame_01966.npy,VALIDATION,1,orig_rule_01140
v40c_01100,1,frame_01967,data/images/frame_01967.npy,VALIDATION,1,orig_rule_01141
v40c_01100,2,frame_01969,data/images/frame_01969.npy,VALIDATION,1,orig_rule_01141
v40c_01101,1,frame_01968,data/images/frame_01968.npy,VALIDATION,1,orig_singleton_frame_01968
v40c_01102,1,frame_01970,data/images/frame_01970.npy,VALIDATION,1,orig_singleton_frame_01970
v40c_01103,1,frame_01971,data/images/frame_01971.npy,VALIDATION,1,orig_singleton_frame_01971
v40c_01104,1,frame_01972,data/images/frame_01972.npy,VALIDATION,1,orig_rule_01145
v40c_01104,2,frame_01973,data/images/frame_01973.npy,VALIDATION,1,orig_rule_01145
v40c_01105,1,frame_01974,data/images/frame_01974.npy,VALIDATION,2,orig_singleton_frame_01974
v40c_01106,1,frame_01975,data/images/frame_01975.npy,VALIDATION,2,orig_singleton_frame_01975
v40c_01107,1,frame_01976,data/images/frame_01976.npy,VALIDATION,2,orig_singleton_frame_01976
v40c_01108,1,frame_01977,data/images/frame_01977.npy,VALIDATION,2,orig_singleton_frame_01977
v40c_01109,1,frame_01978,data/images/frame_01978.npy,VALIDATION,2,orig_rule_01150
v40c_01109,2,frame_01979,data/images/frame_01979.npy,VALIDATION,2,orig_rule_01150
v40c_01110,1,frame_01980,data/images/frame_01980.npy,VALIDATION,2,orig_singleton_frame_01980
v40c_01111,1,frame_01981,data/images/frame_01981.npy,VALIDATION,2,orig_singleton_frame_01981
