sequence	frame_index	rgb	ir	event	gt_rgb	gt_ir	rgb_annotation_rows	ir_annotation_rows	annotation_state
0193	821	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	841	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	861	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	881	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	901	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	921	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	941	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	961	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	981	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1001	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1021	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1041	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1061	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1081	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1101	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1121	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1141	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1161	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1181	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1201	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1221	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1241	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1261	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1281	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1301	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1321	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1341	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1361	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1381	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1401	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1421	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1441	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1461	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1481	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1501	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1521	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1541	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1561	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1581	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1601	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1621	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1641	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1661	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1681	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1701	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1721	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1741	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1761	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1781	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1801	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1821	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1841	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1861	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1881	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1901	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	1921	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1941	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1961	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	1981	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\1981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\1981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\1981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0193	2001	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0193	2021	E:\MM-UAV_extracted\MMMUAV\train\0193\rgb_frame\2021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\ir_frame\2021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\event_frame\2021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0193\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
