sequence	frame_index	rgb	ir	event	gt_rgb	gt_ir	rgb_annotation_rows	ir_annotation_rows	annotation_state
0259	2061	E:\MM-UAV_extracted\MMMUAV\train\0259\rgb_frame\2061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\ir_frame\2061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\event_frame\2061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0259	2081	E:\MM-UAV_extracted\MMMUAV\train\0259\rgb_frame\2081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\ir_frame\2081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\event_frame\2081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0259	2101	E:\MM-UAV_extracted\MMMUAV\train\0259\rgb_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\ir_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\event_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_ir\gt.txt	2	2	SOURCE_GT_ROW_PRESENT
0259	2121	E:\MM-UAV_extracted\MMMUAV\train\0259\rgb_frame\2121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\ir_frame\2121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\event_frame\2121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0259\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	2	SOURCE_GT_ROW_PRESENT
0301	21	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	41	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	61	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	81	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	101	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0301	121	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	141	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	161	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	181	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	201	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT
0301	221	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0221.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	241	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0241.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	261	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0261.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	281	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0281.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	301	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0301	321	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	341	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	361	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	381	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	401	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0301	421	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	441	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	461	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	481	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	501	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	2	2	SOURCE_GT_ROW_PRESENT
0301	521	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	541	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	561	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	581	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	601	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0301	621	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	641	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	661	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	681	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	701	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0301	721	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	741	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	761	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	781	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	801	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	1	2	SOURCE_GT_ROW_PRESENT
0301	821	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	841	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	861	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	881	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	901	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT
0301	921	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	941	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	961	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	981	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1001	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT
0301	1021	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1041	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1061	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1081	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0301	1101	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT
0301	1121	E:\MM-UAV_extracted\MMMUAV\train\0301\rgb_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\ir_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\event_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0301\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
